position0,position1,position2,position3,position4,position5,position6,position7,position8,position9,position10,position11,position12,position13,position14,position15,position16,position17,position18,position19,position20,position21,position22,position23,position24,position25,position26,position27,position28,position29,position30,position31,position32,position33,position34,position35,position36,position37,position38,position39,position40,position41,position42,position43,position44,position45,position46,position47,velocity0,velocity1,velocity2,velocity3,velocity4,velocity5,velocity6,velocity7,velocity8,velocity9,velocity10,velocity11,velocity12,velocity13,velocity14,velocity15,velocity16,velocity17,velocity18,velocity19,velocity20,velocity21,velocity22,velocity23,velocity24,velocity25,velocity26,velocity27,velocity28,velocity29,velocity30,velocity31,velocity32,velocity33,velocity34,velocity35,velocity36,velocity37,velocity38,velocity39,velocity40,velocity41,velocity42,velocity43,velocity44,velocity45,velocity46,velocity47,multiplier0,multiplier1,multiplier2,multiplier3,multiplier4,multiplier5,multiplier6,multiplier7,multiplier8,multiplier9,multiplier10,multiplier11,multiplier12,multiplier13,multiplier14,multiplier15,multiplier16,multiplier17,multiplier18,multiplier19,multiplier20,multiplier21,multiplier22,multiplier23,multiplier24,multiplier25,multiplier26,multiplier27,multiplier28,multiplier29,multiplier30,multiplier31,multiplier32,multiplier33,multiplier34,multiplier35,time,system_total_energy_current_time,system_total_energy_interval_increment,system_angular_momentum_x_current_time,system_angular_momentum_y_current_time,system_angular_momentum_z_current_time,body_dimension_x_current_time_0,body_dimension_x_current_time_1,body_dimension_x_current_time_2,body_dimension_x_current_time_3,body_dimension_y_current_time_0,body_dimension_y_current_time_1,body_dimension_y_current_time_2,body_dimension_y_current_time_3,body_dimension_z_current_time_0,body_dimension_z_current_time_1,body_dimension_z_current_time_2,body_dimension_z_current_time_3
9.823718846,6.22E-18,-7.09E-18,1,1.08E-15,-2.16E-15,7.30E-17,0.880514508,0.474019199,2.42E-15,-0.474019199,0.880514508,5,4.699404058,1.088055608,0.964743769,-0.059366303,0.256408077,0.058496691,0.998226729,0.011024274,-0.256607866,0.004363425,0.966505749,0.176281154,3.89E-19,-1.92E-17,1,-5.37E-17,1.88E-18,5.37E-17,0.999247115,-0.038796956,2.00E-19,0.038796956,0.999247115,5,-4.699404058,-1.088055608,0.964743769,0.059366303,-0.256408077,-0.058496691,0.998226729,0.011024274,0.256607866,0.004363425,0.966505749,9.530766082,5.69E-17,7.19E-17,6.44E-28,5.33E-15,-4.97E-15,-3.62E-16,-0.389192384,0.722576918,6.72E-15,-0.722576918,-0.389192384,10,-0.962394406,2.076808295,-0.093846784,-0.196713503,0.307215259,0.191489277,-0.011644979,0.050840602,-0.308806239,0.018954332,-0.082306852,10.46923392,8.36E-17,3.24E-16,5.83E-28,3.68E-16,-1.34E-17,-3.68E-16,0.004234622,0.1081464,-4.93E-18,-0.1081464,0.004234622,10,0.962394406,-2.076808295,-0.093846784,0.196713503,-0.307215259,-0.191489277,-0.011644979,0.050840602,0.308806239,0.018954332,-0.082306852,-9.36E-27,143.2874333,0.567131269,9.39E-14,-3.88E-16,-60.14179123,232.3653121,0.028076279,0.093632054,-0.494554346,-0.558073823,-0.103015869,-9.42E-27,34.42102189,0.007581735,-1.10E-14,-6.05E-17,0.585748706,232.3653121,0.028076279,0.093632054,0.494554346,0.558073823,-0.103015869,-31.89555451,10.71364817,-2.251709641,-11.89555451,-3.491247491,-2.809377008,11.89555451,-3.491247491,-2.809377008,31.89555451,10.71364817,-2.251709641,1,2095.376897,0,299.7453593,-4.62E-14,-1.14E-13,1,10,1,10,10,1,10,1,1,1,1,1
10.77475415,1.17E-17,4.53E-18,1,1.62E-15,-2.64E-15,7.65E-17,0.838933635,0.544233733,3.09E-15,-0.544233733,0.838933635,6,4.596414159,1.292769906,0.954950829,-0.080349197,0.285679752,0.078843609,0.996745632,0.016787823,-0.286098933,0.006492477,0.958178088,1.225245854,-5.44E-19,-1.50E-18,1,-6.66E-17,2.17E-18,6.66E-17,0.999632029,-0.02712577,-3.61E-19,0.02712577,0.999632029,6,-4.596414159,-1.292769906,0.954950829,0.080349197,-0.285679752,-0.078843609,0.996745632,0.016787823,0.286098933,0.006492477,0.958178088,9.489939918,5.29E-17,1.61E-16,-6.81E-28,5.45E-15,-4.55E-15,4.32E-16,-0.442425082,0.68171377,6.85E-15,-0.68171377,-0.442425082,10,-1.097403566,2.017477679,-0.102012016,-0.222944369,0.278218234,0.215449088,-0.017976968,0.06443039,-0.281015086,0.023626712,-0.084246372,10.51006008,-1.02E-16,3.05E-17,-5.81E-28,-6.26E-16,1.91E-17,6.26E-16,0.003463656,0.125277302,-6.27E-18,-0.125277302,0.003463656,10,1.097403566,-2.017477679,-0.102012016,0.222944369,-0.278218234,-0.215449088,-0.017976968,0.06443039,0.281015086,0.023626712,-0.084246372,1.10E-26,158.0676568,0.555674581,-5.39E-15,-5.06E-15,-0.134037418,28.31133222,0.037361109,0.078213502,-0.452216273,-0.430536038,-0.109072549,9.72E-27,44.10354414,0.011126981,1.66E-14,5.18E-18,0.284941195,28.31133222,0.037361109,0.078213502,0.452216273,0.430536038,-0.109072549,-2.041308195,9.156810907,4.63661866,-2.041308195,-4.344105129,-1.296442917,2.041308195,-4.344105129,-1.296442917,2.041308195,9.156810907,4.63661866,1.1,2095.376897,4.55E-01,299.7453593,-1.42E-14,0,1,10,1,10,10,1,10,1,1,1,1,1
11.72203969,1.59E-17,1.05E-17,1,2.22E-15,-3.05E-15,9.61E-17,0.792251921,0.610194144,3.77E-15,-0.610194144,0.792251921,7,4.480394892,1.491214422,0.944407938,-0.103827057,0.31195126,0.101440395,0.994554115,0.023915635,-0.312735499,0.009058344,0.949797059,2.277960309,3.31E-18,-3.54E-18,1,-8.48E-17,2.69E-18,8.48E-17,0.999906036,-0.013708375,-1.53E-18,0.013708375,0.999906036,7,-4.480394892,-1.491214422,0.944407938,0.103827057,-0.31195126,-0.101440395,0.994554115,0.023915635,0.312735499,0.009058344,0.949797059,9.455770991,3.12E-17,-4.06E-17,6.34E-28,6.65E-15,-3.62E-15,-3.92E-17,-0.491209194,0.637494452,6.68E-15,-0.637494452,-0.491209194,10,-1.222981763,1.951412631,-0.108845802,-0.246612841,0.247211925,0.236486642,-0.025853357,0.078125844,-0.251716243,0.027690623,-0.083374202,10.54422901,1.79E-16,-7.14E-17,5.81E-28,2.63E-16,-8.58E-18,-2.63E-16,0.002016489,0.143070601,-1.71E-17,-0.143070601,0.002016489,10,1.222981763,-1.951412631,-0.108845802,0.246612841,-0.247211925,-0.236486642,-0.025853357,0.078125844,0.251716243,0.027690623,-0.083374202,-1.10E-26,153.9245104,0.545156429,-2.51E-14,-1.03E-15,-0.131983577,23.93307928,0.047241256,0.065930098,-0.413417571,-0.462004341,-0.11178852,-9.69E-27,41.86643368,0.01508501,-1.48E-14,1.58E-16,0.296007366,23.93307928,0.047241256,0.065930098,0.413417571,0.462004341,-0.11178852,-1.708446365,8.492438381,5.194411891,-1.708446365,-4.065381328,-1.412092853,1.708446365,-4.065381328,-1.412092853,1.708446365,8.492438381,5.194411891,1.2,2095.376897,-4.55E-01,299.7453593,3.55E-15,-1.14E-13,1,10,1,10,10,1,10,1,1,1,1,1
12.66626289,2.60E-17,1.34E-17,1,2.91E-15,-3.37E-15,1.05E-16,0.740913555,0.671600406,4.45E-15,-0.671600406,0.740913555,8,4.35228107,1.682753339,0.933252577,-0.12954266,0.335049738,0.125997776,0.991501445,0.032395147,-0.336398853,0.011982668,0.941643365,3.333737115,3.87E-18,-7.70E-18,1,-9.65E-17,2.62E-18,9.65E-17,0.999998874,0.00150093,-2.77E-18,-0.00150093,0.999998874,8,-4.35228107,-1.682753339,0.933252577,0.12954266,-0.335049738,-0.125997776,0.991501445,0.032395147,0.336398853,0.011982668,0.941643365,9.42869289,1.71E-16,9.81E-17,-6.90E-28,7.03E-15,-2.76E-15,2.26E-16,-0.535558139,0.590630779,6.84E-15,-0.590630779,-0.535558139,10,-1.33929468,1.879365705,-0.114261422,-0.267699203,0.214757638,0.25466096,-0.035200056,0.09146439,-0.221550827,0.030795855,-0.079699677,10.57130711,-1.68E-16,-1.18E-17,-5.81E-28,-4.97E-16,7.18E-18,4.97E-16,-0.000159733,0.161115503,-7.63E-18,-0.161115503,-0.000159733,10,1.33929468,-1.879365705,-0.114261422,0.267699203,-0.214757638,-0.25466096,-0.035200056,0.09146439,0.221550827,0.030795855,-0.079699677,1.11E-26,150.1087683,0.534455444,-1.41E-14,-6.94E-15,-0.125229974,19.16694381,0.057012268,0.0523754,-0.3745943,-0.485936643,-0.110326579,9.69E-27,39.97395217,0.019053262,1.27E-14,-1.85E-16,0.300530064,19.16694381,0.057012268,0.0523754,0.3745943,0.485936643,-0.110326579,-1.353905031,7.815346607,5.710324037,-1.353905031,-3.815945075,-1.49436863,1.353905031,-3.815945075,-1.49436863,1.353905031,7.815346607,5.710324037,1.3,2095.376897,0,299.7453593,-4.31E-14,0,1,10,1,10,10,1,10,1,1,1,1,1
13.60805348,2.82E-17,2.95E-17,1,3.65E-15,-3.60E-15,1.21E-16,0.68536131,0.728203182,5.12E-15,-0.728203182,0.68536131,9,4.212974342,1.86681656,0.921610696,-0.157233558,0.35483987,0.152229422,0.987445176,0.042169036,-0.357015305,0.015153634,0.93397561,4.39194652,6.35E-18,1.58E-18,1,-1.07E-16,2.68E-18,1.07E-16,0.999828426,0.018523442,-4.67E-18,-0.018523442,0.999828426,9,-4.212974342,-1.86681656,0.921610696,0.157233558,-0.35483987,-0.152229422,0.987445176,0.042169036,0.357015305,0.015153634,0.93397561,9.407119009,-1.29E-16,2.23E-16,6.25E-28,7.74E-15,-1.89E-15,8.98E-17,-0.575486742,0.541424748,6.66E-15,-0.541424748,-0.575486742,10,-1.446839888,1.801898731,-0.118576198,-0.286118765,0.181045002,0.269971962,-0.045925319,0.104013387,-0.190778226,0.032623473,-0.073655441,10.59288099,2.18E-16,1.97E-16,5.81E-28,2.83E-16,-5.95E-18,-2.84E-16,-0.003249213,0.179334744,-3.04E-17,-0.179334744,-0.003249213,10,1.446839888,-1.801898731,-0.118576198,0.286118765,-0.181045002,-0.269971962,-0.045925319,0.104013387,0.190778226,0.032623473,-0.073655441,-1.10E-26,146.8678707,0.525108813,-1.86E-14,-2.05E-15,-0.119263564,15.43844877,0.066809455,0.041479525,-0.334549783,-0.50620297,-0.105277597,-9.69E-27,38.61975498,0.024225077,-1.30E-14,3.49E-16,0.304165378,15.43844877,0.066809455,0.041479525,0.334549783,0.50620297,-0.105277597,-1.078694075,7.150487661,6.174553483,-1.078694075,-3.604033094,-1.572143881,1.078694075,-3.604033094,-1.572143881,1.078694075,7.150487661,6.174553483,1.4,2095.376897,0,299.7453593,-7.64E-14,0,1,10,1,10,10,1,10,1,1,1,1,1
14.54797927,3.63E-17,3.50E-17,1,4.44E-15,-3.73E-15,1.25E-16,0.626033002,0.779796563,5.80E-15,-0.779796563,0.626033002,10,4.063337174,2.042891691,0.909595854,-0.186634432,0.371218225,0.179856088,0.982256548,0.053140013,-0.374549288,0.018429922,0.927023823,5.452020729,2.07E-17,-7.32E-20,1,-1.03E-16,2.67E-18,1.03E-16,0.999301867,0.037360113,-6.54E-18,-0.037360113,0.999301867,10,-4.063337174,-2.042891691,0.909595854,0.186634432,-0.371218225,-0.179856088,0.982256548,0.053140013,0.374549288,0.018429922,0.927023823,9.391396813,2.91E-16,-1.13E-16,-6.99E-28,8.16E-15,-6.54E-16,-1.24E-17,-0.611079419,0.490442877,6.82E-15,-0.490442877,-0.611079419,10,-1.545903467,1.719603878,-0.121720637,-0.301898725,0.146522101,0.282561367,-0.057847236,0.115406163,-0.15990144,0.032902292,-0.06538029,10.60860319,6.87E-17,-2.31E-16,-5.81E-28,-2.07E-16,5.74E-18,2.06E-16,-0.007281968,0.197398675,-6.91E-18,-0.197398675,-0.007281968,10,1.545903467,-1.719603878,-0.121720637,0.301898725,-0.146522101,-0.282561367,-0.057847236,0.115406163,0.15990144,0.032902292,-0.06538029,1.11E-26,143.9774125,0.515616361,-2.02E-14,-8.31E-15,-0.1100333,11.3703875,0.075924356,0.02992197,-0.295304149,-0.520617344,-0.096627528,9.69E-27,37.6583166,0.029388138,8.17E-15,-4.23E-16,0.302839514,11.3703875,0.075924356,0.02992197,0.295304149,0.520617344,-0.096627528,-0.786109783,6.478649904,6.603798329,-0.786109783,-3.427708022,-1.62568697,0.786109783,-3.427708022,-1.62568697,0.786109783,6.478649904,6.603798329,1.5,2095.376897,4.55E-01,299.7453593,-1.78E-14,-1.14E-13,1,10,1,10,10,1,10,1,1,1,1,1
15.48654971,4.41E-17,4.58E-17,1,5.27E-15,-3.75E-15,1.28E-16,0.563361551,0.826210483,6.47E-15,-0.826210483,0.563361551,11,3.904195906,2.210516375,0.897309942,-0.21747763,0.384107208,0.208607579,0.975825285,0.065175856,-0.388995817,0.021644731,0.920985212,6.513450288,3.59E-17,3.14E-19,1,-9.77E-17,3.08E-18,9.73E-17,0.998316812,0.057996067,-8.74E-18,-0.057996067,0.998316812,11,-3.904195906,-2.210516375,0.897309942,0.21747763,-0.384107208,-0.208607579,0.975825285,0.065175856,0.388995817,0.021644731,0.920985212,9.380012009,-1.35E-16,3.30E-16,6.16E-28,8.49E-15,1.65E-16,6.14E-17,-0.642349609,0.437835528,6.66E-15,-0.437835528,-0.642349609,10,-1.636921888,1.632889811,-0.123997598,-0.314965232,0.111257566,0.292468442,-0.070778038,0.125310698,-0.129029122,0.031393882,-0.055391935,10.61998799,2.35E-16,2.38E-16,5.81E-28,3.22E-16,2.46E-18,-3.25E-16,-0.012419146,0.215320397,-3.72E-17,-0.215320397,-0.012419146,10,1.636921888,-1.632889811,-0.123997598,0.314965232,-0.111257566,-0.292468442,-0.070778038,0.125310698,0.129029122,0.031393882,-0.055391935,-1.09E-26,141.6276245,0.507773594,-1.43E-14,-3.58E-15,-0.103079627,8.315773539,0.084606698,0.021566294,-0.255145833,-0.532980628,-0.08520179,-9.69E-27,37.14238001,0.035642034,-8.81E-15,4.76E-16,0.302454174,8.315773539,0.084606698,0.021566294,0.255145833,0.532980628,-0.08520179,-0.569240225,5.820845704,6.985737369,-0.569240225,-3.280996427,-1.685669305,0.569240225,-3.280996427,-1.685669305,0.569240225,5.820845704,6.985737369,1.6,2095.376897,-4.55E-01,299.7453593,-1.07E-14,-1.14E-13,1,10,1,10,10,1,10,1,1,1,1,1
16.42421784,5.12E-17,5.67E-17,1,6.13E-15,-3.67E-15,1.30E-16,0.497774122,0.867306707,7.14E-15,-0.867306707,0.497774122,12,3.736341479,2.36927327,0.884843568,-0.249494174,0.393452053,0.238224855,0.968063519,0.078114925,-0.400375797,0.02461057,0.916020491,7.575782162,3.37E-17,9.06E-18,1,-1.03E-16,2.50E-18,1.02E-16,0.99676247,0.080402601,-1.08E-17,-0.080402601,0.99676247,12,-3.736341479,-2.36927327,0.884843568,0.249494174,-0.393452053,-0.238224855,0.968063519,0.078114925,0.400375797,0.02461057,0.916020491,9.373350508,2.77E-16,-1.13E-16,-7.08E-28,8.65E-15,1.46E-15,-9.61E-18,-0.669398977,0.384088942,6.81E-15,-0.384088942,-0.669398977,10,-1.720166652,1.542248085,-0.125329898,-0.325365646,0.075639325,0.299877091,-0.084457271,0.133470673,-0.098570496,0.027922893,-0.043902472,10.62664949,-2.79E-16,-6.33E-17,-5.81E-28,-4.30E-16,-1.41E-17,4.28E-16,-0.018667684,0.232810292,-3.45E-18,-0.232810292,-0.018667684,10,1.720166652,-1.542248085,-0.125329898,0.325365646,-0.075639325,-0.299877091,-0.084457271,0.133470673,0.098570496,0.027922893,-0.043902472,1.11E-26,139.5565839,0.499597459,-1.98E-14,-9.28E-15,-0.093672379,4.8912657,0.092159354,0.012910572,-0.216202104,-0.540475811,-0.07093085,9.69E-27,37.01049505,0.041862571,1.25E-14,-5.92E-16,0.298025237,4.8912657,0.092159354,0.012910572,0.216202104,0.540475811,-0.07093085,-0.333075053,5.1542754,7.33570653,-0.333075053,-3.170200956,-1.728466077,0.333075053,-3.170200956,-1.728466077,0.333075053,5.1542754,7.33570653,1.7,2095.376897,-4.55E-01,299.7453593,4.26E-14,-1.14E-13,1,10,1,10,10,1,10,1,1,1,1,1
17.36138718,6.57E-17,6.24E-17,1,7.00E-15,-3.49E-15,1.41E-16,0.429693723,0.902974698,7.82E-15,-0.902974698,0.429693723,13,3.560536141,2.518785531,0.872277437,-0.282413505,0.399217591,0.268460525,0.958909229,0.091771653,-0.408730987,0.027123822,0.912251763,8.638612816,4.27E-17,4.73E-18,1,-1.10E-16,2.04E-18,1.10E-16,0.994520734,0.104539515,-1.36E-17,-0.104539515,0.994520734,13,-3.560536141,-2.518785531,0.872277437,0.282413505,-0.399217591,-0.268460525,0.958909229,0.091771653,0.408730987,0.027123822,0.912251763,9.3700364,1.29E-17,2.28E-16,6.07E-28,8.69E-15,2.18E-15,2.33E-16,-0.692209001,0.329270874,6.66E-15,-0.329270874,-0.692209001,10,-1.795940108,1.447997128,-0.12599272,-0.333020979,0.039671448,0.304836304,-0.098628522,0.139663898,-0.068533301,0.022342148,-0.031472105,10.6299636,4.61E-16,-2.35E-17,5.81E-28,2.83E-16,4.89E-18,-2.88E-16,-0.026167042,0.249927977,-5.23E-17,-0.249927977,-0.026167042,10,1.795940108,-1.447997128,-0.12599272,0.333020979,-0.039671448,-0.304836304,-0.098628522,0.139663898,0.068533301,0.022342148,-0.031472105,-1.09E-26,137.945561,0.493224094,-1.09E-14,-4.89E-15,-0.087310884,2.414330812,0.098959487,0.007777042,-0.176397183,-0.546845956,-0.054827676,-9.69E-27,37.19839307,0.049038727,-1.19E-14,7.84E-16,0.295652644,2.414330812,0.098959487,0.007777042,0.176397183,0.546845956,-0.054827676,-0.165705406,4.500032373,7.639926315,-0.165705406,-3.077313272,-1.785169411,0.165705406,-3.077313272,-1.785169411,0.165705406,4.500032373,7.639926315,1.8,2095.376897,-4.55E-01,299.7453593,-2.84E-14,-1.14E-13,1,10,1,10,10,1,10,1,1,1,1,1
18.29841511,7.81E-17,7.57E-17,1,7.87E-15,-3.20E-15,1.54E-16,0.359538855,0.933130115,8.49E-15,-0.933130115,0.359538855,14,3.377515386,2.65871441,0.859683023,-0.315964222,0.401387233,0.299080036,0.948328712,0.105942369,-0.414121036,0.028970052,0.909760685,9.701584886,5.37E-17,1.99E-18,1,-1.11E-16,1.78E-18,1.10E-16,0.991467299,0.130355649,-1.62E-17,-0.130355649,0.991467299,14,-3.377515386,-2.65871441,0.859683023,0.315964222,-0.401387233,-0.299080036,0.948328712,0.105942369,0.414121036,0.028970052,0.909760685,9.370522213,2.36E-16,3.72E-17,-7.17E-28,8.67E-15,3.63E-15,2.89E-17,-0.710888346,0.273837472,6.78E-15,-0.273837472,-0.710888346,10,-1.864475002,1.350580446,-0.125895557,-0.337993346,0.003721383,0.307553911,-0.112981819,0.143750419,-0.039267674,0.014582455,-0.018349451,10.62947779,-2.41E-16,-3.12E-17,-5.81E-28,-2.95E-16,-1.00E-17,2.92E-16,-0.034901655,0.266394706,-9.72E-19,-0.266394706,-0.034901655,10,1.864475002,-1.350580446,-0.125895557,0.337993346,-0.003721383,-0.307553911,-0.112981819,0.143750419,0.039267674,0.014582455,-0.018349451,1.11E-26,136.5133936,0.486224982,-2.21E-14,-9.89E-15,-0.078886763,-0.481741265,0.104303771,0.002529803,-0.138104263,-0.548811822,-0.036714937,9.69E-27,37.7547575,0.056171493,9.61E-15,-8.85E-16,0.289669315,-0.481741265,0.104303771,0.002529803,0.138104263,0.548811822,-0.036714937,0.024290672,3.834049918,7.91163829,0.024290672,-3.019439409,-1.830029915,-0.024290672,-3.019439409,-1.830029915,-0.024290672,3.834049918,7.91163829,1.9,2095.376897,4.55E-01,299.7453593,-4.26E-14,0,1,10,1,10,10,1,10,1,1,1,1,1
19.2356199,8.17E-17,9.28E-17,1,8.73E-15,-2.79E-15,1.58E-16,0.287725136,0.957713029,9.16E-15,-0.957713029,0.287725136,15,3.187994645,2.788757082,0.84712398,-0.349873793,0.399961613,0.329861491,0.936318637,0.120410992,-0.416620163,0.029928895,0.908587861,10.7643801,6.34E-17,2.46E-18,1,-1.04E-16,3.04E-18,1.02E-16,0.987472723,0.157789804,-1.94E-17,-0.157789804,0.987472723,15,-3.187994645,-2.788757082,0.84712398,0.349873793,-0.399961613,-0.329861491,0.936318637,0.120410992,0.416620163,0.029928895,0.908587861,9.373573472,-1.64E-16,3.05E-16,5.98E-28,8.58E-15,4.55E-15,5.04E-17,-0.725386051,0.217820814,6.66E-15,-0.217820814,-0.725386051,10,-1.925939808,1.25027301,-0.125285306,-0.34019809,-0.032233789,0.308075194,-0.12721969,0.145622033,-0.010714855,0.004594417,-0.005107022,10.62642653,4.33E-16,4.07E-17,5.81E-28,4.33E-16,3.52E-17,-4.42E-16,-0.044989872,0.282288391,-6.28E-17,-0.282288391,-0.044989872,10,1.925939808,-1.25027301,-0.125285306,0.34019809,0.032233789,-0.308075194,-0.12721969,0.145622033,0.010714855,0.004594417,-0.005107022,-1.09E-26,135.4590745,0.48112032,-1.40E-14,-6.47E-15,-0.073811977,-2.499254826,0.10871002,0.000954101,-0.098946231,-0.550149893,-0.017769108,-9.68E-27,38.50538455,0.064113502,-1.21E-14,1.00E-15,0.286384378,-2.499254826,0.10871002,0.000954101,0.098946231,0.550149893,-0.017769108,0.152562947,3.179236112,8.137343839,0.152562947,-2.967244549,-1.893399709,-0.152562947,-2.967244549,-1.893399709,-0.152562947,3.179236112,8.137343839,2,2095.376897,4.55E-01,299.7453593,1.42E-14,0,1,10,1,10,10,1,10,1,1,1,1,1
20.17328355,9.64E-17,1.02E-16,1,9.57E-15,-2.27E-15,1.66E-16,0.214664504,0.976687847,9.83E-15,-0.976687847,0.214664504,16,2.992670196,2.908645853,0.83465671,-0.383869535,0.394958677,0.360596469,0.922907011,0.134954935,-0.41631522,0.029779662,0.908732529,11.82671645,6.90E-17,2.04E-19,1,-1.09E-16,1.85E-18,1.07E-16,0.982403574,0.186770494,-2.21E-17,-0.186770494,0.982403574,16,-2.992670196,-2.908645853,0.83465671,0.383869535,-0.394958677,-0.360596469,0.922907011,0.134954935,0.41631522,0.029779662,0.908732529,9.379699579,4.57E-16,-1.24E-16,-7.26E-28,8.22E-15,5.75E-15,9.75E-17,-0.735826579,0.161675544,6.77E-15,-0.161675544,-0.735826579,10,-1.980549187,1.147502396,-0.124060084,-0.339716741,-0.067824935,0.306624371,-0.14101282,0.14525684,0.016813703,-0.007579087,0.008000379,10.62030042,-3.20E-16,-8.59E-17,-5.81E-28,-5.28E-16,-5.89E-17,5.27E-16,-0.056393096,0.297325414,8.46E-18,-0.297325414,-0.056393096,10,1.980549187,-1.147502396,-0.124060084,0.339716741,0.067824935,-0.306624371,-0.14101282,0.14525684,-0.016813703,-0.007579087,0.008000379,1.11E-26,134.4835226,0.475062845,-1.80E-14,-1.08E-14,-0.06685053,-4.979714596,0.111451945,-0.000683262,-0.061606835,-0.547254164,0.002324061,9.69E-27,39.61944239,0.072022999,1.60E-14,-1.21E-15,0.279645304,-4.979714596,0.111451945,-0.000683262,0.061606835,0.547254164,0.002324061,0.306305349,2.511345367,8.327640118,0.306305349,-2.949592486,-1.949421318,-0.306305349,-2.949592486,-1.949421318,-0.306305349,2.511345367,8.327640118,2.1,2095.376897,0,299.7453593,0,0,1,10,1,10,10,1,10,1,1,1,1,1
21.11165805,1.04E-16,1.01E-16,1,1.04E-14,-1.65E-15,1.73E-16,0.140766306,0.990042851,1.05E-14,-0.990042851,0.140766306,17,2.792224616,3.018147376,0.822331609,-0.417678617,0.386413376,0.391089517,0.9081538,0.149350813,-0.413303417,0.028306326,0.910153304,12.88834195,7.24E-17,-9.48E-18,1,-1.15E-16,9.81E-19,1.12E-16,0.97612354,0.217216099,-2.59E-17,-0.217216099,0.97612354,17,-2.792224616,-3.018147376,0.822331609,0.417678617,-0.386413376,-0.391089517,0.9081538,0.149350813,0.413303417,0.028306326,0.910153304,9.387790326,-3.14E-16,9.79E-17,5.89E-28,7.92E-15,6.70E-15,5.24E-17,-0.742137383,0.105424537,6.66E-15,-0.105424537,-0.742137383,10,-2.028362403,1.042528063,-0.122441935,-0.336464902,-0.103081076,0.303236581,-0.154051408,0.142660707,0.043422365,-0.021887624,0.02041513,10.61220967,3.87E-16,-1.08E-16,5.81E-28,4.07E-16,4.15E-17,-4.21E-16,-0.069207578,0.311586689,-8.36E-17,-0.311586689,-0.069207578,10,2.028362403,-1.042528063,-0.122441935,0.336464902,0.103081076,-0.303236581,-0.154051408,0.142660707,-0.043422365,-0.021887624,0.02041513,-1.09E-26,133.8184653,0.470970809,-1.46E-14,-7.65E-15,-0.06326994,-6.641280995,0.113201621,0.001355139,-0.02341619,-0.544017409,0.022248113,-9.68E-27,40.81241961,0.08058675,-1.56E-14,1.51E-15,0.275966436,-6.641280995,0.113201621,0.001355139,0.02341619,0.544017409,0.022248113,0.404537338,1.855370803,8.471098023,0.404537338,-2.925950824,-2.026335247,-0.404537338,-2.925950824,-2.026335247,-0.404537338,1.855370803,8.471098023,2.2,2095.376897,-4.55E-01,299.7453593,4.26E-14,0,1,10,1,10,10,1,10,1,1,1,1,1
22.05096718,1.12E-16,1.07E-16,1,1.11E-14,-9.18E-16,1.76E-16,0.066435772,0.997790704,1.12E-14,-0.997790704,0.066435772,18,2.587326089,3.117062527,0.810193436,-0.451029446,0.374378198,0.421158797,0.892150318,0.163380163,-0.407690893,0.025303136,0.91276935,13.94903282,7.91E-17,-1.91E-17,1,-1.12E-16,1.46E-18,1.08E-16,0.968494664,0.249034307,-2.92E-17,-0.249034307,0.968494664,18,-2.587326089,-3.117062527,0.810193436,0.451029446,-0.374378198,-0.421158797,0.892150318,0.163380163,0.407690893,0.025303136,0.91276935,9.398392333,4.80E-16,3.47E-17,-7.35E-28,7.34E-15,7.94E-15,1.04E-17,-0.744473304,0.049532513,6.76E-15,-0.049532513,-0.744473304,10,-2.069608148,0.935774963,-0.120321533,-0.330551675,-0.137622479,0.298149019,-0.166018231,0.137926307,0.068828105,-0.038176192,0.031905787,10.60160767,-2.54E-16,-8.37E-17,-5.81E-28,-3.41E-16,-3.20E-17,3.36E-16,-0.083369955,0.324777472,1.79E-17,-0.324777472,-0.083369955,10,2.069608148,-0.935774963,-0.120321533,0.330551675,0.137622479,-0.298149019,-0.166018231,0.137926307,-0.068828105,-0.038176192,0.031905787,1.11E-26,133.1405729,0.465600299,-1.96E-14,-1.18E-14,-0.057893502,-8.79704375,0.113193408,0.003270561,0.012602648,-0.536584349,0.042474191,9.68E-27,42.37684648,0.089149725,1.24E-14,-1.72E-15,0.268857384,-8.79704375,0.113193408,0.003270561,-0.012602648,0.536584349,0.042474191,0.530100362,1.187567102,8.575096405,0.530100362,-2.937007435,-2.100213651,-0.530100362,-2.937007435,-2.100213651,-0.530100362,1.187567102,8.575096405,2.3,2095.376897,4.55E-01,299.7453593,0,0,1,10,1,10,10,1,10,1,1,1,1,1
