t,p1,p2,p3,amplitude,angle
1.57357357357357,-32.6151784762755,-41.8142419822395,-0.570651215965243,-50,1.78486938666769
1.57757757757758,-32.3314545965212,-42.0330755156068,-0.63554050592044,-50,1.79676223850169
1.58158158158158,-32.0461266430323,-42.2499277636579,-0.704015142808365,-50,1.80867873395109
1.58558558558559,-31.7592340994222,-42.4647496970103,-0.776084672509744,-50,1.820618663511
1.58958958958959,-31.4708171405398,-42.6774924102303,-0.851757825724683,-50,1.83258181726455
1.59359359359359,-31.18091662495,-42.8881071380624,-0.931042509262814,-50,1.84456798488653
1.5975975975976,-30.8895740870936,-43.0965452717359,-1.01394579757741,-50,1.85657695564716
1.6016016016016,-30.596831729127,-43.3027583753401,-1.1004739245494,-50,1.86860851841573
1.60560560560561,-30.3027324124442,-43.5066982022631,-1.19063227552722,-50,1.88066246166434
1.60960960960961,-30.0073196488812,-43.7083167116856,-1.28442537962851,-50,1.89273857347163
1.61361361361361,-29.7106375916045,-43.9075660851235,-1.38185690230923,-50,1.90483664152648
1.61761761761762,-29.4127310256852,-44.1043987430108,-1.48292963820594,-50,1.91695645313176
1.62162162162162,-29.1136453583617,-44.2987673613164,-1.58764550425692,-50,1.92909779520807
1.62562562562563,-28.8134266089911,-44.4906248881872,-1.69600553310738,-50,1.94126045429747
1.62962962962963,-28.512121398693,-44.6799245606099,-1.80800986680427,-50,1.95344421656726
1.63363363363363,-28.2097769396873,-44.8666199210826,-1.92365775078593,-50,1.9656488678137
1.63763763763764,-27.9064410243296,-45.0506648342911,-2.04294752817149,-50,1.97787419346582
1.64164164164164,-27.6021620138447,-45.2320135037796,-2.16587663435541,-50,1.99011997858917
1.64564564564565,-27.2969888267646,-45.41062048861,-2.29244159191149,-50,2.00238600788958
1.64964964964965,-26.9909709270709,-45.5864407199997,-2.4226380058116,-50,2.014672065717
1.65365365365365,-26.6841583120461,-45.759429517933,-2.55646055896344,-50,2.02697793606921
1.65765765765766,-26.3766014998389,-45.9295426077345,-2.69390300807177,-50,2.03930340259571
1.66166166166166,-26.0683515167436,-46.0967361366001,-2.83495817982761,-50,2.05164824860146
1.66566566566567,-25.7594598842016,-46.2609666900749,-2.97961796742943,-50,2.0640122570507
1.66966966966967,-25.4499786055259,-46.422191308471,-3.12787332744033,-50,2.07639521057078
1.67367367367367,-25.1399601523539,-46.5803675032174,-3.27971427698521,-50,2.08879689145598
1.67767767767768,-24.8294574508342,-46.7354532731332,-3.43512989129148,-50,2.10121708167132
1.68168168168168,-24.518523867549,-46.8874071206162,-3.59410830157697,-50,2.11365556285643
1.68568568568569,-24.2072131951807,-47.0361880677389,-3.75663669328823,-50,2.12611211632933
1.68968968968969,-23.8955796379235,-47.1817556722439,-3.92270130469275,-50,2.13858652309035
1.69369369369369,-23.5836777966493,-47.3240700434298,-4.09228742582768,-50,2.15107856382589
1.6976976976977,-23.2715626538297,-47.4630918579202,-4.26537939780837,-50,2.16358801891238
1.7017017017017,-22.9592895582212,-47.598782375308,-4.4419606124991,-50,2.17611466842006
1.70570570570571,-22.6469142093203,-47.7311034536648,-4.62201351254842,-50,2.18865829211685
1.70970970970971,-22.3344926415906,-47.8600175649106,-4.80551959179198,-50,2.2012186694723
1.71371371371371,-22.022081208473,-47.9854878100328,-4.9924593960241,-50,2.21379557966137
1.71771771771772,-21.7097365661805,-48.1074779341476,-5.18281252414075,-50,2.22638880156836
1.72172172172172,-21.3975156572863,-48.2259523413961,-5.37655762965541,-50,2.23899811379081
1.72572572572573,-21.0854756941114,-48.3408761096669,-5.57367242258914,-50,2.25162329464335
1.72972972972973,-20.7736741419176,-48.4522150051365,-5.77413367173676,-50,2.26426412216166
1.73373373373373,-20.4621687019133,-48.5599354966213,-5.97791720730955,-50,2.2769203741063
1.73773773773774,-20.1510172940781,-48.6640047697311,-6.1849979239562,-50,2.28959182796666
1.74174174174174,-19.8402780398145,-48.7643907408188,-6.39534978416207,-50,2.30227826096487
1.74574574574575,-19.5300092444324,-48.861062070717,-6.60894582202783,-50,2.31497945005971
1.74974974974975,-19.2202693794751,-48.9539881782539,-6.82575814742744,-50,2.32769517195052
1.75375375375375,-18.9111170648929,-49.0431392535419,-7.04575795054577,-50,2.34042520308117
1.75775775775776,-18.6026110510726,-49.1284862710312,-7.2689155067959,-50,2.35316931964391
1.76176176176176,-18.2948102007301,-49.2100010023199,-7.49520018211545,-50,2.36592729758339
1.76576576576577,-17.9877734706754,-49.287656028715,-7.72458043864174,-50,2.37869891260056
1.76976976976977,-17.6815598934544,-49.3614247535361,-7.95702384076506,-50,2.39148394015659
1.77377377377377,-17.3762285588799,-49.4312814141547,-8.19249706155886,-50,2.40428215547686
1.77777777777778,-17.0718385954564,-49.4972010937633,-8.43096588958608,-50,2.4170933335549
1.78178178178178,-16.7684491517087,-49.5591597328652,-8.67239523607988,-50,2.42991724915634
1.78578578578579,-16.4661193774215,-49.6171341404813,-8.91674914249764,-50,2.44275367682285
1.78978978978979,-16.1649084048003,-49.6711020050643,-9.16399078844597,-50,2.45560239087615
1.79379379379379,-15.864875329559,-49.7210419051163,-9.41408249997505,-50,2.46846316542194
