l_e,position_error,force_error,moment_error,force_error_unconstrained
1.5707963267949,2.21495776527425e-05,0.00547059333073951,0.000545605279389678,0.00544955454114636
0.785398163397448,1.40117188766342e-06,0.00135563488866229,7.97563853154255e-05,0.00135166028356871
0.392699081698724,8.75122111468644e-08,0.000323019989166402,1.04619438741435e-05,0.00032224950989383
0.196349540849362,5.15152972013152e-09,6.46163433567368e-05,1.16677007767917e-06,6.44805063359523e-05
