position0,position1,position2,position3,position4,position5,position6,position7,position8,position9,position10,position11,position12,position13,position14,position15,position16,position17,position18,position19,position20,position21,position22,position23,velocity0,velocity1,velocity2,velocity3,velocity4,velocity5,velocity6,velocity7,velocity8,velocity9,velocity10,velocity11,velocity12,velocity13,velocity14,velocity15,velocity16,velocity17,velocity18,velocity19,velocity20,velocity21,velocity22,velocity23,multiplier0,multiplier1,multiplier2,multiplier3,multiplier4,multiplier5,multiplier6,multiplier7,multiplier8,multiplier9,multiplier10,multiplier11,multiplier12,multiplier13,multiplier14,multiplier15,time,kinetic_energy_current_time_0,kinetic_energy_current_time_1,rotational_kinetic_energy_current_time_0,rotational_kinetic_energy_current_time_1,translational_kinetic_energy_current_time_0,translational_kinetic_energy_current_time_1,potential_energy_current_time_0,potential_energy_current_time_1,total_energy_current_time_0,total_energy_current_time_1,system_total_energy_current_time,total_energy_interval_increment_0,total_energy_interval_increment_1,system_total_energy_interval_increment,angular_momentum_x_current_time_0,angular_momentum_x_current_time_1,angular_momentum_y_current_time_0,angular_momentum_y_current_time_1,angular_momentum_z_current_time_0,angular_momentum_z_current_time_1,total_angular_momentum_x_current_time,total_angular_momentum_x_interval_increment,total_angular_momentum_y_current_time,total_angular_momentum_y_interval_increment,total_angular_momentum_z_current_time,total_angular_momentum_z_interval_increment,body_dimension_x_current_time_0,body_dimension_x_current_time_1,body_dimension_y_current_time_0,body_dimension_y_current_time_1,body_dimension_z_current_time_0,body_dimension_z_current_time_1,constraint_check_current_time_0,constraint_check_current_time_1,constraint_check_current_time_2,constraint_check_current_time_3,constraint_check_current_time_4,constraint_check_current_time_5,constraint_check_current_time_6,constraint_check_current_time_7,constraint_check_current_time_8,constraint_check_current_time_9,constraint_check_current_time_10,constraint_check_current_time_11,max_constraint_error_q,constraint_check_sum_current_time_0,constraint_check_sum_current_time_1,constraint_check_sum_current_time_2,constraint_check_sum_current_time_3,constraint_check_sum_current_time_4,constraint_check_sum_current_time_5,constraint_velocity_current_time_0,constraint_velocity_current_time_1,constraint_velocity_current_time_2,constraint_velocity_current_time_3,constraint_velocity_current_time_4,constraint_velocity_current_time_5,constraint_velocity_current_time_6,constraint_velocity_current_time_7,constraint_velocity_current_time_8,constraint_velocity_current_time_9,constraint_velocity_current_time_10,constraint_velocity_current_time_11,constraint_velocity_current_time_12,constraint_velocity_current_time_13,constraint_velocity_current_time_14,constraint_velocity_current_time_15,max_constraint_error_v
1.401874824,12.75397849,0.438702287,0.811676829,0.025794139,0.583536963,-0.066020708,0.996673822,0.047776126,-0.580363671,-0.077304297,0.810679995,2.807013825,12.94114265,-1.524063707,-0.808142233,-0.068083314,-0.585039138,0.10041982,-0.994680204,-0.022959786,-0.580363671,-0.077304297,0.810679995,11.94155659,43.95132203,4.949084288,-1.158693217,-0.154262162,1.61850494,-1.198056232,-0.159568678,1.673368383,-1.48421419,-2.108840917,-1.263639017,0.577924541,47.06490396,28.90122095,11.25321368,-99.30771917,-3.986525963,81.96603566,6.960954196,56.89328625,-1.48421419,-2.108840917,-1.263639017,16.63458177,20.87968854,2811.751263,26.96452019,-3448.347354,-2268.349697,195505.5229,194619.098,84.45152207,659.3708263,-14470.17524,28191.92513,258.6675892,-7.954798472,-16033.25823,18858.86735,0.283404864,5451.152411,102153.5663,1253.526577,97577.48671,4197.625835,4576.079631,0,0,5451.152411,102153.5663,107604.7187,10.2818525,-10.2818525,-1.91E-11,724.7686041,239.4813959,-595.5211326,-433.1038674,-25.56772934,1975.567729,964.25,1.00E-20,-1028.625,1.00E-20,1950,2.27E-13,4,6,4,6,30,6,0,-5.55E-17,0,1.73E-18,0,0,0,0,0,-7.81E-18,2.78E-17,0,5.55E-17,0,5.55E-17,0,9.54E-18,2.78E-17,0,-6.04E-06,5.65E-06,-4.11E-07,-1.77E-06,3.80E-08,2.44E-07,-0.000724931,0.000833536,-4.11E-07,0.001029365,-0.001764236,-0.004190676,-7.06E-05,7.47E-05,-0.003528472,-0.008381352,0.008381352
1.413854878,12.79800944,0.443675433,0.810518198,0.025637978,0.585152069,-0.067225856,0.996511312,0.049455938,-0.581842706,-0.079422286,0.809414088,2.807564025,12.98825255,-1.495143782,-0.792750861,-0.166926108,-0.586243761,0.181673163,-0.982765371,0.034162653,-0.581842706,-0.079422286,0.809414088,11.98432169,43.98478195,4.982999557,-1.155258252,-0.157614209,1.60709308,-1.208796372,-0.164987902,1.681456183,-1.46962929,-2.121084855,-1.264558317,0.520904413,47.02029073,28.85600059,19.48555536,-98.09546161,1.5807231,80.30849834,16.83466866,57.18838371,-1.46962929,-2.121084855,-1.264558317,15.0743616,13.41090922,2138.157384,38.94155174,-3976.374411,-2355.521354,-443.5457014,483.8546755,64.15964658,-415.3849658,25043.07408,-23969.58441,183.6229443,264.7528194,17943.21392,-29324.60443,0.284406295,5461.434264,102143.2845,1255.203675,97577.51271,4206.230588,4565.771778,0,0,5461.434264,102143.2845,107604.7188,10.27798247,-10.27798247,1.00E-20,729.479778,234.770222,-592.2074609,-436.4175391,-25.05436433,1975.054364,964.25,-3.41E-13,-1028.625,1.00E-20,1950,-2.27E-13,4,6,4,6,30,6,1.11E-16,0,0,1.73E-18,2.78E-17,0,0,-5.55E-17,0,-8.67E-18,-2.78E-17,5.20E-18,1.11E-16,1.11E-16,5.55E-17,0,1.04E-17,5.55E-17,5.20E-18,-4.91E-06,8.05E-06,3.17E-06,2.66E-06,-3.94E-08,-2.45E-07,0.00081377,-0.00092359,3.17E-06,-0.001141567,-0.003324582,-0.000271262,-9.09E-05,7.52E-05,-0.006649165,-0.000542523,0.006649165
1.425877462,12.84207433,0.448682483,0.809363005,0.025478462,0.586755805,-0.068441631,0.99634335,0.051143641,-0.583307183,-0.081552295,0.808147235,2.808057518,13.0353172,-1.466269061,-0.76922453,-0.264066793,-0.581861109,0.260856958,-0.961050442,0.091300032,-0.583307183,-0.081552295,0.808147235,12.02649672,44.01909555,5.016793542,-1.151828348,-0.160961738,1.595795789,-1.219281261,-0.170455775,1.689127584,-1.455140356,-2.13284741,-1.265528136,0.464671044,46.97453927,28.81094194,27.49988771,-95.90836463,7.172057911,77.83285182,26.53314754,56.9231243,-1.455140356,-2.13284741,-1.265528136,16.30426119,21.35288976,2822.516532,27.1595542,-3400.338727,-2395.935903,195576.3852,194539.8454,84.77048142,478.0091015,-14163.30295,27302.40245,254.4548759,-0.890010481,-17088.96327,18940.57669,0.285407725,5471.712246,102133.0065,1256.741019,97577.66605,4214.971227,4555.340452,0,0,5471.712246,102133.0065,107604.7187,10.37222454,-10.37222454,-7.20E-12,734.0672819,230.1827181,-588.9334974,-439.6915026,-24.58452298,1974.584523,964.25,2.27E-13,-1028.625,1.00E-20,1950,1.00E-20,4,6,4,6,30,6,0,0,-5.55E-17,-3.47E-18,-2.78E-17,-3.47E-18,0,-5.55E-17,0,-3.47E-18,5.55E-17,-1.39E-17,5.55E-17,0,5.55E-17,5.55E-17,6.94E-18,8.33E-17,1.73E-17,-5.87E-06,5.25E-06,-6.41E-07,-2.01E-06,4.01E-08,2.47E-07,-0.000515468,0.000630825,-6.41E-07,0.001154021,-0.002175292,-0.003693694,-6.87E-05,6.86E-05,-0.004350584,-0.007387388,0.007387388
1.437942222,12.8861736,0.453723443,0.808211382,0.025315625,0.588348095,-0.069667998,0.996169863,0.052839139,-0.584756986,-0.083694227,0.80687951,2.808494777,13.08233601,-1.437439555,-0.737822719,-0.35853597,-0.571899985,0.337160055,-0.929756546,0.147904911,-0.584756986,-0.083694227,0.80687951,12.06855176,44.05345066,5.050724902,-1.148127247,-0.164247099,1.584236161,-1.229949435,-0.176023145,1.69702427,-1.440322932,-2.144897746,-1.26629955,0.408597651,46.92873245,28.76570013,35.2140153,-92.76007689,12.72172961,74.55533462,35.96523352,56.12490571,-1.440322932,-2.144897746,-1.26629955,14.71234363,13.79472604,2139.743518,38.83231696,-3991.085264,-2381.960402,-476.7195337,526.0511537,64.20932469,-241.833103,25330.92319,-25077.36726,183.4995712,265.20499,17042.00032,-29612.33442,0.286409156,5482.084471,102122.6343,1258.351913,97577.7267,4223.732558,4544.907578,0,0,5482.084471,102122.6343,107604.7188,10.42543272,-10.42543272,2.36E-11,738.7288029,225.5211971,-585.5514632,-443.0735368,-24.04009422,1974.040094,964.25,1.14E-13,-1028.625,1.00E-20,1950,1.00E-20,4,6,4,6,30,6,-5.55E-17,0,1.11E-16,-1.73E-18,-2.78E-17,6.94E-18,0,0,0,1.39E-17,2.78E-17,-2.08E-17,1.11E-16,5.55E-17,0,1.11E-16,1.56E-17,5.55E-17,2.78E-17,-5.20E-06,8.46E-06,3.29E-06,2.56E-06,-4.13E-08,-2.49E-07,0.000566665,-0.000681357,3.29E-06,-0.001314024,-0.003666419,0.000261352,-9.51E-05,7.91E-05,-0.007332839,0.000522704,0.007332839
1.450048769,12.93030768,0.458798298,0.807063441,0.025149498,0.589928898,-0.070904934,0.995990774,0.054542356,-0.586192027,-0.085848011,0.805610965,2.80887632,13.12930841,-1.408655241,-0.698885421,-0.449391451,-0.556422943,0.409802484,-0.889200451,0.203431762,-0.586192027,-0.085848011,0.805610965,12.10995129,44.08860176,5.084484065,-1.144474378,-0.167532845,1.572852555,-1.240387288,-0.181642821,1.704544882,-1.425659423,-2.156516336,-1.267166938,0.353398286,46.88186432,28.72068791,42.54933093,-88.69129808,18.18813499,70.52197202,45.03108091,54.77014892,-1.425659423,-2.156516336,-1.267166938,15.96318209,21.83983132,2833.511379,27.33787899,-3341.251845,-2517.788618,195626.8487,194480.613,85.09619306,264.5617461,-14040.7997,26368.18406,249.5741979,5.736527556,-18157.9688,19205.54477,0.287410587,5492.509904,102112.2088,1259.894496,97577.84084,4232.615407,4534.36801,0,0,5492.509904,102112.2088,107604.7187,10.45918849,-10.45918849,-1.54E-11,743.2777904,220.9722096,-582.2312783,-446.3937217,-23.52882884,1973.528829,964.25,-1.14E-13,-1028.625,-2.27E-13,1950,-2.27E-13,4,6,4,6,30,6,0,-5.55E-17,0,0,-2.78E-17,1.04E-17,0,-5.55E-17,-1.11E-16,-3.47E-17,0,0,1.11E-16,0,1.11E-16,1.11E-16,3.47E-17,2.78E-17,1.04E-17,-5.62E-06,4.90E-06,-7.54E-07,-2.19E-06,4.17E-08,2.51E-07,-0.000291514,0.000409723,-7.54E-07,0.001239874,-0.002486328,-0.003129712,-6.59E-05,6.33E-05,-0.004972656,-0.006259423,0.006259423
1.462196736,12.974477,0.463907047,0.805919314,0.024980116,0.591498143,-0.072152396,0.99580601,0.056253194,-0.587612194,-0.088013544,0.804341672,2.809202635,13.17623381,-1.37991612,-0.652829598,-0.5357276,-0.535545941,0.47804333,-0.839791376,0.257342224,-0.587612194,-0.088013544,0.804341672,12.15127497,44.12384792,5.118419144,-1.140510553,-0.170747004,1.561153186,-1.250972866,-0.187356791,1.712243132,-1.410617615,-2.168362028,-1.267792132,0.298300037,46.83486944,28.67544114,49.43072732,-83.73432473,23.50622133,65.76474627,53.64590146,52.89674477,-1.410617615,-2.168362028,-1.267792132,14.35692227,14.16761878,2140.998779,38.7015979,-4012.802381,-2415.215458,-494.0723681,552.6451276,64.24913835,-59.61448399,25428.62856,-26213.78475,183.8587836,266.0809146,16142.81397,-29715.32916,0.288412017,5502.969092,102101.7497,1261.437785,97577.9373,4241.531307,4523.812354,0,0,5502.969092,102101.7497,107604.7188,10.56980325,-10.56980325,-4.91E-11,747.8862182,216.3637818,-578.7832974,-449.8417026,-22.95350562,1972.953506,964.25,5.68E-13,-1028.625,1.00E-20,1950,1.00E-20,4,6,4,6,30,6,-1.11E-16,1.11E-16,0,-3.47E-18,0,3.47E-18,0,-5.55E-17,0,-5.55E-17,-2.78E-17,-1.39E-17,1.11E-16,1.11E-16,1.67E-16,0,5.90E-17,2.78E-17,1.73E-17,-5.55E-06,8.82E-06,3.30E-06,2.39E-06,-4.25E-08,-2.53E-07,0.000285559,-0.000401159,3.30E-06,-0.001431666,-0.003902424,0.00085115,-0.000100203,8.23E-05,-0.007804849,0.001702301,0.007804849
1.474385731,13.01868198,0.469049672,0.804779114,0.024807513,0.593055786,-0.07341036,0.995615496,0.057971579,-0.589017399,-0.090190755,0.803071685,2.809474247,13.22311167,-1.351222167,-0.600144685,-0.616684447,-0.509437582,0.541188378,-0.782026803,0.309110367,-0.589017399,-0.090190755,0.803071685,12.1918895,44.15982049,5.152137114,-1.136631892,-0.173965836,1.549682129,-1.261360986,-0.193128006,1.71961632,-1.395777479,-2.179838593,-1.268553322,0.24414734,46.78690601,28.63048385,55.78856982,-77.94806335,28.63590066,60.34493515,61.71820176,50.49163201,-1.395777479,-2.179838593,-1.268553322,15.60956904,22.33843881,2844.447814,27.49496337,-3272.543606,-2632.310614,195653.3788,194445.2417,85.42011817,28.77327872,-14107.18447,25423.81403,244.1275874,11.82632283,-19206.01057,19653.90388,0.289413448,5513.538895,102091.1799,1262.986031,97578.01167,4250.552864,4513.168181,0,0,5513.538895,102091.1799,107604.7188,10.54360949,-10.54360949,-2.18E-11,752.3966224,211.8533776,-575.4158413,-453.2091587,-22.39909706,1972.399097,964.25,1.00E-20,-1028.625,1.00E-20,1950,2.27E-13,4,6,4,6,30,6,0,-5.55E-17,1.11E-16,-3.47E-18,5.55E-17,3.47E-18,-5.55E-17,0,1.11E-16,-2.78E-17,0,-1.39E-17,1.11E-16,5.55E-17,5.55E-17,2.22E-16,3.12E-17,5.55E-17,1.73E-17,-5.31E-06,4.60E-06,-7.46E-07,-2.30E-06,4.26E-08,2.56E-07,-5.94E-05,0.00017642,-7.46E-07,0.001286004,-0.002686456,-0.002518639,-6.23E-05,5.87E-05,-0.005372913,-0.005037278,0.005372913
1.486615377,13.06292307,0.474226167,0.80364297,0.024631727,0.594601761,-0.07467878,0.995419158,0.059697408,-0.590407534,-0.092379536,0.801801076,2.809691658,13.26994139,-1.322573373,-0.541387534,-0.691456198,-0.478317744,0.598597095,-0.716487507,0.35822782,-0.590407534,-0.092379536,0.801801076,12.23246007,44.19595173,5.186062818,-1.132409708,-0.177104449,1.537852049,-1.271853957,-0.198986918,1.727109885,-1.380520449,-2.191469831,-1.269034794,0.19005324,46.73873103,28.58524958,61.55785521,-71.38180611,33.51486192,54.30847391,69.17313606,47.60293847,-1.380520449,-2.191469831,-1.269034794,14.0102274,14.53132009,2142.212116,38.5535891,-4039.919504,-2456.646187,-495.7216882,563.4452475,64.28765699,126.5997187,25334.03853,-27343.84566,184.5918772,267.4648298,15280.26292,-29636.75038,0.290414878,5524.082505,102080.6362,1264.461553,97578.14386,4259.620952,4502.492388,0,0,5524.082505,102080.6362,107604.7187,10.71010858,-10.71010858,1.73E-11,756.9488207,207.3011793,-571.9047166,-456.7202834,-21.79286621,1971.792866,964.25,-1.14E-13,-1028.625,1.00E-20,1950,1.00E-20,4,6,4,6,30,6,0,-5.55E-17,0,0,-2.78E-17,3.47E-18,0,0,0,-2.78E-17,0,2.78E-17,5.55E-17,0,5.55E-17,0,2.78E-17,2.78E-17,3.12E-17,-5.95E-06,9.09E-06,3.18E-06,2.15E-06,-4.31E-08,-2.58E-07,-1.63E-05,-9.62E-05,3.18E-06,-0.001486538,-0.004023612,0.001477292,-0.000105985,8.46E-05,-0.008047224,0.002954583,0.008047224
1.498885276,13.10720067,0.479436509,0.802510997,0.024452793,0.596136025,-0.075957628,0.995216921,0.061430607,-0.591782509,-0.094579816,0.8005299,2.809855398,13.31672243,-1.293969708,-0.477176482,-0.759299336,-0.442455788,0.649689208,-0.643831637,0.404208802,-0.591782509,-0.094579816,0.8005299,12.27228089,44.23273089,5.219733755,-1.128301923,-0.18025106,1.526291561,-1.282188946,-0.20490919,1.734338045,-1.365500909,-2.202805065,-1.269685331,0.136958813,46.68969215,28.54035499,66.68078928,-64.11063143,38.10658745,47.72977589,75.93101485,44.22765146,-1.365500909,-2.202805065,-1.269685331,15.24208605,22.84616798,2855.035546,27.62632756,-3195.918623,-2738.247223,195653.7562,194436.2591,85.73364521,-217.8016096,-14360.60386,24504.02151,238.2315649,17.30437501,-20199.27633,20279.38704,0.291416309,5534.792613,102069.9261,1266.014652,97578.17918,4268.777961,4491.74696,0,0,5534.792613,102069.9261,107604.7187,10.62634773,-10.62634773,1.73E-11,761.4202498,202.8297502,-568.4886399,-460.1363601,-21.19380323,1971.193803,964.25,5.68E-13,-1028.625,-2.27E-13,1950,1.00E-20,4,6,4,6,30,6,0,0,0,-3.47E-18,-2.78E-17,0,0,0,0,1.39E-17,2.78E-17,0,2.78E-17,0,0,0,1.73E-17,5.55E-17,0,-4.96E-06,4.38E-06,-6.18E-07,-2.35E-06,4.29E-08,2.61E-07,0.000175265,-6.33E-05,-6.18E-07,0.001292008,-0.002768717,-0.001882093,-5.80E-05,5.52E-05,-0.005537433,-0.003764186,0.005537433
1.51119504,13.15151521,0.484680686,0.801383322,0.024270753,0.597658516,-0.077246854,0.995008713,0.063171074,-0.593142221,-0.096791485,0.799258227,2.809965984,13.36345421,-1.265411157,-0.408184994,-0.819539961,-0.402168202,0.693950514,-0.564788156,0.446594921,-0.593142221,-0.096791485,0.799258227,12.31207645,44.2697393,5.253636423,-1.123826562,-0.183309954,1.514340593,-1.292580061,-0.210911304,1.741621916,-1.350038609,-2.214213484,-1.270026304,0.083898072,46.6403476,28.49515144,71.10506663,-56.19850277,42.35347625,40.66637443,81.93010947,40.42348325,-1.350038609,-2.214213484,-1.270026304,13.67392838,14.88798879,2143.669929,38.39237593,-4070.621987,-2507.249268,-481.9011174,558.3796214,64.33337884,312.5312724,25051.41333,-28432.79196,185.5782697,269.4164448,14487.87423,-29386.18376,0.29241774,5545.418961,102059.2998,1267.423482,97578.34571,4277.995479,4480.954078,0,0,5545.418961,102059.2998,107604.7188,10.84538514,-10.84538514,-3.91E-11,765.9134435,198.3365565,-564.9174839,-463.7075161,-20.55644126,1970.556441,964.25,-2.27E-13,-1028.625,1.00E-20,1950,-2.27E-13,4,6,4,6,30,6,0,0,0,3.47E-18,2.78E-17,-3.47E-18,0,-5.55E-17,0,-1.39E-17,0,0,5.55E-17,0,5.55E-17,0,1.73E-17,2.78E-17,3.47E-18,-6.38E-06,9.28E-06,2.94E-06,1.84E-06,-4.32E-08,-2.64E-07,-0.000323868,0.000218305,2.94E-06,-0.001474237,-0.004025064,0.002117595,-0.000112273,8.58E-05,-0.008050128,0.004235189,0.008050128
1.523544267,13.19586709,0.489958671,0.800260061,0.024085644,0.599169188,-0.07854643,0.994794459,0.064918735,-0.594486579,-0.099014471,0.797986116,2.810023953,13.4101362,-1.236897685,-0.335134548,-0.871580549,-0.357815847,0.730938124,-0.480149436,0.484959769,-0.594486579,-0.099014471,0.797986116,12.35109538,44.30731143,5.287254859,-1.119485969,-0.186378876,1.502688073,-1.302857698,-0.216983906,1.74870633,-1.334836412,-2.225406659,-1.270561167,0.031872828,46.59025142,28.45032686,74.78711005,-47.73398674,46.22451255,33.20316762,87.10550587,36.19659966,-1.334836412,-2.225406659,-1.270561167,14.8598886,23.36008302,2864.99174,27.72772867,-3113.252332,-2834.72204,195627.3008,194454.6455,86.0283795,-462.5985829,-14792.91772,23642.558,232.0119741,22.1210257,-21105.59467,21069.50191,0.29341917,5556.264346,102048.4544,1268.979411,97578.34394,4287.284935,4470.110463,0,0,5556.264346,102048.4544,107604.7187,10.70822963,-10.70822963,2.27E-11,770.345133,193.904867,-561.45122,-467.17378,-19.91144617,1969.911446,964.25,1.00E-20,-1028.625,4.55E-13,1950,-2.27E-13,4,6,4,6,30,6,0,0,0,0,0,6.94E-18,0,0,0,0,2.78E-17,-2.78E-17,2.78E-17,0,0,0,0,2.78E-17,3.47E-17,-4.57E-06,4.23E-06,-3.76E-07,-2.33E-06,4.27E-08,2.66E-07,0.000406915,-0.000303809,-3.76E-07,0.001257739,-0.002730328,-0.001242632,-5.34E-05,5.26E-05,-0.005460655,-0.002485263,0.005460655
1.53593256,13.24025676,0.495270447,0.799141338,0.023897509,0.600667987,-0.079856299,0.994574089,0.066673483,-0.595815486,-0.101248659,0.796713635,2.810029835,13.45676781,-1.208429266,-0.258787236,-0.914905843,-0.309800688,0.760284864,-0.390763366,0.518913208,-0.595815486,-0.101248659,0.796713635,12.39009415,44.34518713,5.321120436,-1.114763269,-0.18935404,1.490626589,-1.31313859,-0.223127437,1.755776859,-1.319179322,-2.236585497,-1.270765449,-0.020125538,46.5397505,28.40517275,77.68938023,-38.79281311,49.66862071,25.40646315,91.41124418,31.61326851,-1.319179322,-2.236585497,-1.270765449,13.34919146,15.24012308,2145.646391,38.2217533,-4102.96627,-2567.631006,-452.8739685,537.41963,64.39444368,494.0588321,24591.26555,-29447.26225,186.6907707,271.9696375,13796.90845,-28979.34542,0.294420601,5566.972576,102037.7462,1270.323821,97578.54224,4296.648754,4459.203931,0,0,5566.972576,102037.7462,107604.7188,10.97471998,-10.97471998,1.19E-11,774.7769504,189.4730496,-557.8233669,-470.8016331,-19.24249851,1969.242499,964.25,2.27E-13,-1028.625,-2.27E-13,1950,4.55E-13,4,6,4,6,30,6,0,0,0,3.47E-18,2.78E-17,-3.47E-18,-5.55E-17,0,1.11E-16,0,0,-2.78E-17,1.11E-16,5.55E-17,0,1.11E-16,3.47E-18,2.78E-17,3.12E-17,-6.83E-06,9.38E-06,2.59E-06,1.47E-06,-4.27E-08,-2.70E-07,-0.000621434,0.000526467,2.59E-06,-0.001394323,-0.003906116,0.002749327,-0.000118861,8.59E-05,-0.007812232,0.005498654,0.007812232
1.548359511,13.28468459,0.500615984,0.798027272,0.023706389,0.602154864,-0.081176431,0.994347527,0.068435247,-0.597128847,-0.103493976,0.795440844,2.809984171,13.50334854,-1.180005862,-0.179937751,-0.949087988,-0.258562171,0.781702978,-0.297524768,0.548105343,-0.597128847,-0.103493976,0.795440844,12.42830325,44.38353988,5.354681104,-1.110186005,-0.192339668,1.47887906,-1.323353746,-0.229349357,1.762717599,-1.303791002,-2.247634334,-1.271179205,-0.071070999,46.48861349,28.36042519,79.78430446,-29.47381508,52.66201665,17.36857104,94.79955686,26.68759427,-1.303791002,-2.247634334,-1.271179205,14.46265527,23.87695208,2874.050533,27.79533709,-3026.509825,-2921.255927,195574.9613,194499.7336,86.29642571,-692.9560767,-15389.99453,22871.07221,225.5986617,26.25271594,-21895.57498,22005.92444,0.295422031,5577.947296,102026.7715,1271.879408,97578.50653,4306.067888,4448.264928,0,0,5577.947296,102026.7715,107604.7188,10.79001963,-10.79001963,-2.18E-11,779.1677295,185.0822705,-554.3052237,-474.3197763,-18.55054526,1968.550545,964.25,3.41E-13,-1028.625,-2.27E-13,1950,-2.27E-13,4,6,4,6,30,6,0,-5.55E-17,0,3.47E-18,2.78E-17,6.94E-18,0,0,0,1.39E-17,0,0,5.55E-17,0,5.55E-17,0,1.73E-17,2.78E-17,6.94E-18,-4.17E-06,4.18E-06,-2.81E-08,-2.27E-06,4.19E-08,2.73E-07,0.000630191,-0.000539423,-2.81E-08,0.001183216,-0.002572793,-0.000622951,-4.85E-05,5.12E-05,-0.005145585,-0.001245902,0.005145585
1.560824712,13.32915102,0.505995257,0.796917983,0.023512328,0.603629769,-0.082506767,0.994114703,0.070203919,-0.598426571,-0.105750306,0.794167811,2.809887508,13.5498778,-1.151627439,-0.099405268,-0.973790744,-0.204573165,0.794986938,-0.201366481,0.572230119,-0.598426571,-0.105750306,0.794167811,12.46648392,44.42227101,5.388495322,-1.105222275,-0.195227235,1.466717725,-1.333517013,-0.235632503,1.769572576,-1.287949855,-2.258578533,-1.271251027,-0.121978558,46.43697198,28.31533957,81.05056997,-19.86111693,55.16174089,9.161394734,97.24227781,21.49302943,-1.287949855,-2.258578533,-1.271251027,13.03665824,15.5904584,2148.39418,38.04505732,-4134.961871,-2637.996859,-408.9254732,500.5819471,64.47835735,666.9414346,23969.99179,-30356.40439,187.8008935,275.1322426,13235.24588,-28437.57084,0.296423462,5588.737315,102015.9814,1273.162785,97578.73288,4315.57453,4437.248551,0,0,5588.737315,102015.9814,107604.7187,11.09727842,-11.09727842,-7.30E-12,783.5362294,180.7137706,-550.6241335,-478.0008665,-17.84931344,1967.849313,964.25,-1.14E-13,-1028.625,4.55E-13,1950,2.27E-13,4,6,4,6,30,6,0,0,0,0,-2.78E-17,-3.47E-18,0,-1.11E-16,0,-6.94E-18,-1.39E-17,5.55E-17,1.11E-16,0,1.11E-16,0,6.94E-18,4.16E-17,5.90E-17,-7.27E-06,9.37E-06,2.14E-06,1.06E-06,-4.17E-08,-2.76E-07,-0.000893691,0.000812597,2.14E-06,-0.001250399,-0.003670386,0.003350013,-0.000125531,8.49E-05,-0.007340771,0.006700027,0.007340771
1.573327753,13.37365643,0.511408234,0.795813592,0.023315371,0.605092654,-0.083847272,0.993875544,0.071979426,-0.599708564,-0.108017574,0.792894597,2.809740392,13.59635509,-1.123293955,-0.018024858,-0.988772801,-0.148335606,0.800015464,-0.103249945,0.591028515,-0.599708564,-0.108017574,0.792894597,12.50387519,44.46139328,5.421992988,-1.10040449,-0.198123861,1.45487209,-1.34366359,-0.242002417,1.776368453,-1.272372013,-2.269479139,-1.271538,-0.171833593,46.38480896,28.27067602,81.47773451,-10.06019191,57.15269863,0.881290795,98.71046139,16.05005379,-1.272372013,-2.269479139,-1.271538,14.05059795,24.39335647,2881.971975,27.82589605,-2937.663959,-2997.769059,195499.259,194569.2552,86.53065399,-897.0443917,-16132.20559,22218.06016,219.1202283,29.70166474,-22543.6577,23065.10005,0.297424893,5599.834594,102004.8842,1274.713803,97578.66743,4325.12079,4426.216727,0,0,5599.834594,102004.8842,107604.7188,10.87239346,-10.87239346,2.00E-11,787.8845045,176.3654955,-547.0523905,-481.5726095,-17.10963745,1967.109637,964.25,-3.41E-13,-1028.625,-2.27E-13,1950,1.00E-20,4,6,4,6,30,6,0,-5.55E-17,0,-6.94E-18,-2.78E-17,3.47E-18,1.11E-16,0,-5.55E-17,1.39E-17,6.94E-18,-2.78E-17,1.11E-16,1.11E-16,5.55E-17,5.55E-17,2.08E-17,3.47E-17,3.12E-17,-3.77E-06,4.22E-06,4.13E-07,-2.16E-06,4.07E-08,2.79E-07,0.000839395,-0.000764021,4.13E-07,0.001068725,-0.002301852,-4.51E-05,-4.36E-05,5.10E-05,-0.004603705,-9.02E-05,0.004603705
1.585868214,13.41820124,0.516854882,0.794714216,0.023115564,0.606543473,-0.085197885,0.99362998,0.07376166,-0.600974737,-0.110295661,0.791621268,2.809543382,13.64277984,-1.095005365,0.063361028,-0.993890134,-0.090375782,0.796752625,-0.004155625,0.604291308,-0.600974737,-0.110295661,0.791621268,12.54121714,44.50096611,5.455741545,-1.095206317,-0.20092008,1.442621596,-1.353702844,-0.248423386,1.783007125,-1.256357512,-2.280185378,-1.271481844,-0.221622854,46.33204518,28.22567794,81.0615059,-0.159852196,58.60134882,-7.397647248,99.19505344,10.43763933,-1.256357512,-2.280185378,-1.271481844,12.73644544,15.94185339,2152.135922,37.86501724,-4164.652329,-2718.157785,-350.435232,448.0099778,64.59173733,826.5738107,23209.3087,-31132.90047,188.7839885,278.8868953,12826.38444,-27787.10302,0.298426323,5610.706987,101994.0118,1275.940531,97578.91713,4334.766457,4415.094634,0,0,5610.706987,101994.0118,107604.7188,11.21232974,-11.21232974,-3.70E-12,792.1881856,172.0618144,-543.3215497,-485.3034503,-16.37517464,1966.375175,964.25,1.14E-13,-1028.625,1.00E-20,1950,4.55E-13,4,6,4,6,30,6,0,0,0,-3.47E-18,0,0,0,0,0,-1.04E-17,0,0,1.04E-17,0,0,0,1.39E-17,0,0,-7.70E-06,9.26E-06,1.61E-06,6.01E-07,-4.03E-08,-2.83E-07,-0.001126872,0.001062457,1.61E-06,-0.001049826,-0.003325654,0.003898239,-0.000132064,8.27E-05,-0.006651308,0.007796477,0.007796477
