position0,position1,position2,position3,position4,position5,position6,position7,position8,position9,position10,position11,position12,position13,position14,position15,position16,position17,position18,position19,position20,position21,position22,position23,velocity0,velocity1,velocity2,velocity3,velocity4,velocity5,velocity6,velocity7,velocity8,velocity9,velocity10,velocity11,velocity12,velocity13,velocity14,velocity15,velocity16,velocity17,velocity18,velocity19,velocity20,velocity21,velocity22,velocity23,multiplier0,multiplier1,multiplier2,multiplier3,multiplier4,multiplier5,multiplier6,multiplier7,multiplier8,multiplier9,multiplier10,multiplier11,multiplier12,multiplier13,multiplier14,multiplier15,time,kinetic_energy_current_time_0,kinetic_energy_current_time_1,rotational_kinetic_energy_current_time_0,rotational_kinetic_energy_current_time_1,translational_kinetic_energy_current_time_0,translational_kinetic_energy_current_time_1,potential_energy_current_time_0,potential_energy_current_time_1,total_energy_current_time_0,total_energy_current_time_1,system_total_energy_current_time,total_energy_interval_increment_0,total_energy_interval_increment_1,system_total_energy_interval_increment,angular_momentum_x_current_time_0,angular_momentum_x_current_time_1,angular_momentum_y_current_time_0,angular_momentum_y_current_time_1,angular_momentum_z_current_time_0,angular_momentum_z_current_time_1,total_angular_momentum_x_current_time,total_angular_momentum_x_interval_increment,total_angular_momentum_y_current_time,total_angular_momentum_y_interval_increment,total_angular_momentum_z_current_time,total_angular_momentum_z_interval_increment,body_dimension_x_current_time_0,body_dimension_x_current_time_1,body_dimension_y_current_time_0,body_dimension_y_current_time_1,body_dimension_z_current_time_0,body_dimension_z_current_time_1,constraint_check_current_time_0,constraint_check_current_time_1,constraint_check_current_time_2,constraint_check_current_time_3,constraint_check_current_time_4,constraint_check_current_time_5,constraint_check_current_time_6,constraint_check_current_time_7,constraint_check_current_time_8,constraint_check_current_time_9,constraint_check_current_time_10,constraint_check_current_time_11,max_constraint_error_q,constraint_check_sum_current_time_0,constraint_check_sum_current_time_1,constraint_check_sum_current_time_2,constraint_check_sum_current_time_3,constraint_check_sum_current_time_4,constraint_check_sum_current_time_5,constraint_velocity_current_time_0,constraint_velocity_current_time_1,constraint_velocity_current_time_2,constraint_velocity_current_time_3,constraint_velocity_current_time_4,constraint_velocity_current_time_5,constraint_velocity_current_time_6,constraint_velocity_current_time_7,constraint_velocity_current_time_8,constraint_velocity_current_time_9,constraint_velocity_current_time_10,constraint_velocity_current_time_11,constraint_velocity_current_time_12,constraint_velocity_current_time_13,constraint_velocity_current_time_14,constraint_velocity_current_time_15,max_constraint_error_v
0.158937537,5.726051741,0.026042484,0.972336681,0.012165237,0.233266772,0.006833674,0.996733897,-0.080466392,-0.233483791,0.079834494,0.969077795,1.787439507,5.169222381,-6.733078105,0.868589109,-0.430861531,0.244767852,0.43707926,0.898879744,0.031255812,-0.233483791,0.079834494,0.969077795,3.34359086,44.65944048,0.712907656,-0.547927248,0.187391478,2.274208981,0.040367906,-0.013814441,-0.16768509,-2.280677433,0.143914347,-0.561341613,12.04187885,46.12074603,34.54945646,43.19715327,90.06217141,5.246493601,-87.06586477,43.15641431,-23.620118,-2.280677433,0.143914347,-0.561341613,26.98879144,4.210324769,2339.539015,-12.42680994,-1103.728435,1224.864593,194938.0353,195142.9006,70.32301429,-363.600888,-17885.06652,15437.32949,192.5089224,-293.104296,-6388.849763,11918.67471,0.121173104,4853.977327,102750.7414,841.6704046,97552.04892,4012.306922,5198.692503,0,0,4853.977327,102750.7414,107604.7187,-2.643932028,2.643932028,-3.64E-12,-44.34435268,1008.594353,-711.8351867,-316.7898133,-3.053361826,1953.053362,964.25,-2.27E-13,-1028.625,1.00E-20,1950,-2.27E-13,4,6,4,6,30,6,-5.55E-17,0,0,1.73E-18,0,0,0,-5.55E-17,0,3.12E-17,0,1.73E-18,5.55E-17,5.55E-17,5.55E-17,0,3.30E-17,0,1.73E-18,7.29E-06,-4.46E-07,6.85E-06,2.74E-06,-2.92E-08,9.49E-09,0.00042475,-0.000523065,6.85E-06,-0.000360679,0.004058036,-0.000456763,8.50E-05,0.000104483,0.008116072,-0.000913527,0.008116072
0.162308625,5.770757064,0.026763398,0.971784671,0.012353266,0.235546066,0.006873022,0.996720483,-0.080629027,-0.235769621,0.079972965,0.968512783,1.799468328,5.215433118,-6.698488537,0.907374948,-0.338734369,0.248856849,0.347970387,0.937477121,0.007297809,-0.235769621,0.079972965,0.968512783,3.388954432,44.62347666,0.72686019,-0.554513957,0.188129129,2.277868329,0.038215613,-0.012974075,-0.157119701,-2.28445158,0.132633953,-0.567068522,11.98139409,46.16869778,34.53085308,34.26370789,93.9289315,2.91981848,-90.89728453,33.92806027,-24.22743773,-2.28445158,0.132633953,-0.567068522,17.24172759,-3.985041066,994.451937,6.109361932,-2007.992421,969.0969508,172.5753006,-149.265565,29.87087277,405.3826956,7758.095396,-12373.37808,182.3618745,0.250682834,8509.752074,-5129.176185,0.122174535,4851.333395,102753.3854,844.7973802,97552.16194,4006.536015,5201.223411,0,0,4851.333395,102753.3854,107604.7188,-2.918286499,2.918286499,1.82E-11,-40.83661613,1005.086616,-713.3593794,-315.2656206,-3.223270685,1953.223271,964.25,-2.27E-13,-1028.625,-2.27E-13,1950,2.27E-13,4,6,4,6,30,6,0,0,0,0,0,6.94E-18,0,0,0,-2.54E-17,0,1.73E-18,2.54E-17,0,0,0,2.54E-17,0,8.67E-18,-1.23E-06,-4.61E-07,-1.70E-06,3.41E-06,2.92E-08,-9.30E-09,-0.000310405,0.00040977,-1.70E-06,0.000302757,0.0012073,0.002422106,-5.10E-05,6.58E-05,0.0024146,0.004844212,0.004844212
0.165725456,5.815425925,0.027498458,0.971226085,0.012542011,0.237828909,0.006910136,0.996707932,-0.080780872,-0.238059114,0.08009992,0.967942075,1.811436159,5.261692472,-6.66391783,0.937046647,-0.243207513,0.250586686,0.255482758,0.96666132,-0.017159596,-0.238059114,0.08009992,0.967942075,3.434944065,44.58661938,0.741160064,-0.561062671,0.188822111,2.281293429,0.035907694,-0.012093349,-0.146135939,-2.287993218,0.120911859,-0.572716139,11.92007458,46.21784083,34.51178658,24.99491432,96.8518475,0.534912809,-93.81372254,24.35695592,-24.61749329,-2.287993218,0.120911859,-0.572716139,27.04435463,4.181257822,2341.514234,-12.00827344,-1167.447264,1295.327572,194916.8563,195171.961,70.38840169,-324.9728325,-17703.74987,16563.26507,197.9345505,-300.4077819,-5890.354887,11861.51186,0.123175966,4848.415108,102756.3036,847.7855354,97552.44304,4000.629573,5203.860603,0,0,4848.415108,102756.3036,107604.7187,-2.502082534,2.502082534,-2.46E-11,-37.18837365,1001.438374,-714.8129716,-313.8120284,-3.382717801,1953.382718,964.25,1.00E-20,-1028.625,1.00E-20,1950,1.00E-20,4,6,4,6,30,6,0,0,0,1.73E-18,0,0,0,0,0,6.94E-18,0,-1.73E-18,6.94E-18,0,0,0,8.67E-18,0,1.73E-18,7.03E-06,-4.21E-07,6.62E-06,3.03E-06,-2.92E-08,9.43E-09,0.000345717,-0.00043519,6.62E-06,-0.000459659,0.004222292,-0.00097004,8.15E-05,0.000110902,0.008444584,-0.00194008,0.008444584
0.169188239,5.860058559,0.028247818,0.9706609,0.012731443,0.240115239,0.00694495,0.996696252,-0.080921866,-0.240352211,0.080215279,0.967365662,1.82334272,5.308000129,-6.629366189,0.957317004,-0.145239939,0.249899009,0.160545849,0.986139376,-0.04188271,-0.240352211,0.080215279,0.967365662,3.480728515,44.55112571,0.755418248,-0.567692865,0.189500866,2.284834575,0.033620344,-0.011231831,-0.135449863,-2.291648301,0.10947792,-0.578463752,11.85902865,46.26516571,34.49277567,15.48788364,98.80339238,-1.908301592,-95.78884783,14.54350363,-24.75809784,-2.291648301,0.10947792,-0.578463752,17.56064983,-4.011947032,1016.367284,6.506815117,-2021.157624,903.1212395,201.6878371,-185.1012682,30.52285604,324.227303,8316.406887,-11637.44533,180.8273294,11.12377164,9289.7503,-5546.280812,0.124177396,4845.913026,102758.8057,850.9351656,97552.52519,3994.97786,5206.280538,0,0,4845.913026,102758.8057,107604.7187,-2.799059983,2.799059983,1.36E-11,-33.62804773,997.8780477,-716.3105797,-312.3144203,-3.555075669,1953.555076,964.25,1.14E-13,-1028.625,-2.27E-13,1950,2.27E-13,4,6,4,6,30,6,0,0,0,0,0,0,0,0,0,-2.95E-17,0,3.47E-18,2.95E-17,0,0,0,2.95E-17,0,3.47E-18,-1.05E-06,-3.77E-07,-1.43E-06,3.25E-06,2.92E-08,-9.04E-09,-0.000267039,0.000355942,-1.43E-06,0.000370751,0.001338627,0.001906168,-4.91E-05,6.08E-05,0.002677255,0.003812336,0.003812336
0.172697286,5.904655261,0.029011652,0.970089103,0.01292153,0.242404963,0.006977399,0.996685454,-0.081051968,-0.242648816,0.080318987,0.96678354,1.835187596,5.354355694,-6.594833849,0.96799334,-0.045815173,0.246758717,0.064112765,0.995715738,-0.066631247,-0.242648816,0.080318987,0.96678354,3.527340214,44.51485954,0.770068339,-0.574266702,0.190129248,2.288071151,0.031184522,-0.010333731,-0.124383227,-2.294999917,0.097641452,-0.584117476,11.79687971,46.31352061,34.47324221,5.834284794,99.76206957,-4.363310839,-96.80179619,4.581858584,-24.6682657,-2.294999917,0.097641452,-0.584117476,27.10392525,4.156690097,2344.123489,-11.59507283,-1244.59613,1359.223716,194897.2675,195198.6218,70.47219117,-277.3869801,-17347.45523,17611.95375,205.0223713,-306.7661032,-5439.26302,11685.31769,0.125178827,4843.113966,102761.6048,853.8982574,97552.8353,3989.215709,5208.769487,0,0,4843.113966,102761.6048,107604.7188,-2.364066222,2.364066222,-2.91E-11,-29.93733384,994.1873338,-717.7156768,-310.9093232,-3.725846326,1953.725846,964.25,1.14E-13,-1028.625,2.27E-13,1950,-2.27E-13,4,6,4,6,30,6,0,0,0,0,0,0,-5.55E-17,0,0,1.73E-18,0,0,5.55E-17,5.55E-17,0,0,1.73E-18,0,0,6.69E-06,-3.87E-07,6.31E-06,3.31E-06,-2.93E-08,8.97E-09,0.000247357,-0.000324839,6.31E-06,-0.00053727,0.004287416,-0.001508487,7.69E-05,0.00011671,0.008574832,-0.003016974,0.008574832
0.176252811,5.949216264,0.029790118,0.969510675,0.013112241,0.244698018,0.007007413,0.996675547,-0.081171116,-0.244948866,0.080410964,0.9661957,1.846970501,5.400758858,-6.560321015,0.968979344,0.054068657,0.241154746,-0.032849419,0.995294257,-0.091160619,-0.244948866,0.080410964,0.9661957,3.573550232,44.47983034,0.784637632,-0.580936727,0.190747206,2.291487493,0.028758285,-0.009452023,-0.113572195,-2.29852895,0.086048651,-0.58988299,11.73526636,46.36022622,34.45381649,-3.86509353,99.72020902,-6.828619653,-96.84553736,-5.423616476,-24.32039425,-2.29852895,0.086048651,-0.58988299,17.86671011,-4.035919739,1037.542042,6.926420383,-2022.08513,843.0609239,221.2141377,-210.423413,31.15330812,230.0574058,9037.144168,-10991.15579,177.6856594,21.0025467,10010.88586,-6081.242734,0.126180258,4840.7499,102763.9689,857.067451,97552.89007,3983.682449,5211.078783,0,0,4840.7499,102763.9689,107604.7188,-2.671572978,2.671572978,1.64E-11,-26.32255371,990.5725537,-719.184596,-309.440404,-3.90040992,1953.90041,964.25,2.27E-13,-1028.625,1.00E-20,1950,1.00E-20,4,6,4,6,30,6,0,0,1.11E-16,-3.47E-18,-1.39E-17,0,0,0,-5.55E-17,1.73E-18,0,6.94E-18,1.11E-16,0,0,1.67E-16,5.20E-18,1.39E-17,6.94E-18,-7.88E-07,-2.98E-07,-1.09E-06,3.13E-06,2.92E-08,-8.40E-09,-0.000212008,0.000287484,-1.09E-06,0.000433586,0.001368912,0.001374572,-4.61E-05,5.65E-05,0.002737823,0.002749143,0.002749143
0.179855113,5.993741881,0.030583387,0.968925604,0.013303542,0.246994311,0.007034929,0.996666539,-0.081279272,-0.247252267,0.080491155,0.965602139,1.858691037,5.447209204,-6.525827921,0.960275949,0.153408771,0.233100515,-0.129369307,0.984879141,-0.115224387,-0.247252267,0.080491155,0.965602139,3.620762345,44.44418723,0.79963553,-0.587533728,0.191309661,2.294537263,0.026194253,-0.008538618,-0.102431225,-2.301691789,0.074105676,-0.595542827,11.67231687,46.40775036,34.43381929,-13.51682867,98.6761889,-9.256829771,-95.91846885,-15.37685667,-23.73838786,-2.301691789,0.074105676,-0.595542827,27.16992015,4.136543907,2347.542145,-11.18574051,-1333.914426,1413.98983,194879.9896,195221.9331,70.57946562,-220.1984085,-16833.34229,18552.06615,213.5571288,-311.8758594,-5057.731443,11400.75145,0.127181688,4838.078327,102766.6404,860.0080959,97553.22514,3978.070231,5213.415279,0,0,4838.078327,102766.6404,107604.7187,-2.230090305,2.230090305,-9.00E-13,-22.5915811,986.8415811,-720.5417294,-308.0832706,-4.082635372,1954.082635,964.25,-1.14E-13,-1028.625,2.27E-13,1950,1.00E-20,4,6,4,6,30,6,-5.55E-17,-5.55E-17,0,1.73E-18,0,0,0,0,0,1.73E-18,0,0,5.55E-17,5.55E-17,5.55E-17,0,3.47E-18,0,0,6.27E-06,-3.44E-07,5.94E-06,3.56E-06,-2.93E-08,8.18E-09,0.000135581,-0.00019832,5.94E-06,-0.000589183,0.004250109,-0.002052865,7.13E-05,0.000121706,0.008500217,-0.00410573,0.008500217
0.18350441,6.038232342,0.031391621,0.968333872,0.013495404,0.249293775,0.007059874,0.996658439,-0.081376373,-0.249558951,0.080559481,0.96500285,1.870348912,5.493706424,-6.491354779,0.941981215,0.251207862,0.222634233,-0.224481004,0.964574922,-0.138576688,-0.249558951,0.080559481,0.96500285,3.667405673,44.40961971,0.814522081,-0.594239492,0.191864858,2.297821018,0.023625492,-0.007637818,-0.091491914,-2.305086577,0.062349665,-0.601323132,11.61012577,46.45384039,34.41397056,-23.02037025,96.64256712,-11.64583131,-94.03317728,-25.17356976,-22.89949327,-2.305086577,0.062349665,-0.601323132,18.15732366,-4.056598323,1057.809436,7.366208837,-2012.248058,791.3213704,230.0607472,-223.925772,31.75739017,128.3756918,9900.936982,-10463.84648,173.1776623,29.60661693,10651.70063,-6721.441892,0.128183119,4835.848236,102768.8705,863.1929702,97553.257,3972.655266,5215.613516,0,0,4835.848236,102768.8705,107604.7187,-2.535774692,2.535774692,3.64E-12,-18.92074432,983.1707443,-721.9794751,-306.6455249,-4.259314573,1954.259315,964.25,-1.14E-13,-1028.625,-4.55E-13,1950,1.00E-20,4,6,4,6,30,6,-5.55E-17,-5.55E-17,0,1.73E-18,0,0,0,0,-5.55E-17,0,1.39E-17,0,5.55E-17,5.55E-17,5.55E-17,5.55E-17,1.73E-18,1.39E-17,0,-4.60E-07,-2.23E-07,-6.91E-07,3.03E-06,2.93E-08,-7.46E-09,-0.000144393,0.000203926,-6.91E-07,0.000488458,0.001296717,0.000846787,-4.23E-05,5.31E-05,0.002593435,0.001693574,0.002593435
0.187200991,6.082687974,0.03221499,0.967735469,0.013687791,0.251596318,0.007082185,0.996651254,-0.081462384,-0.251868826,0.08061589,0.964397829,1.881943743,5.540250083,-6.456901818,0.91428926,0.346484055,0.209818848,-0.317233738,0.934585404,-0.160974774,-0.251868826,0.08061589,0.964397829,3.715193168,44.37462828,0.82986453,-0.600857944,0.192360174,2.300686871,0.020932824,-0.006711163,-0.080284244,-2.308063043,0.050307116,-0.606989316,11.54640911,46.50049562,34.39351396,-32.28441973,93.63760219,-13.94832204,-91.20728153,-34.71978159,-21.83268473,-2.308063043,0.050307116,-0.606989316,27.24440265,4.120751394,2351.919903,-10.77826637,-1433.647082,1457.338613,194866.0984,195240.6244,70.71456589,-153.1527392,-16184.17786,19355.9976,223.2701779,-315.4827615,-4765.59553,11022.53757,0.129184549,4833.312462,102771.4063,866.1145203,97553.6121,3967.197941,5217.794188,0,0,4833.312462,102771.4063,107604.7188,-2.100154514,2.100154514,9.10E-13,-15.15147359,979.4014736,-723.289535,-305.335465,-4.452945543,1954.452946,964.25,-1.14E-13,-1028.625,1.00E-20,1950,1.00E-20,4,6,4,6,30,6,0,0,0,1.73E-18,0,0,1.11E-16,0,0,-3.47E-18,1.39E-17,0,1.11E-16,1.11E-16,0,0,5.20E-18,1.39E-17,0,5.79E-06,-2.93E-07,5.50E-06,3.77E-06,-2.94E-08,7.11E-09,1.71E-05,-6.28E-05,5.50E-06,-0.000612988,0.004110785,-0.002583602,6.49E-05,0.000125717,0.00822157,-0.005167204,0.00822157
0.190945076,6.127109009,0.033053658,0.967130378,0.013880672,0.25390187,0.007101789,0.996644994,-0.08153724,-0.254181819,0.080660299,0.963787071,1.893475235,5.586839872,-6.422469255,0.877488198,0.438280813,0.194741858,-0.406701445,0.89521162,-0.182181475,-0.254181819,0.080660299,0.963787071,3.762279956,44.34052317,0.845075023,-0.607594951,0.192850598,2.303829271,0.018218171,-0.005792526,-0.069214496,-2.311314366,0.03838475,-0.61278105,11.48362673,46.54596911,34.3732333,-41.21255772,89.69363737,-16.16258237,-87.4725113,-43.91529001,-20.52012565,-2.311314366,0.03838475,-0.61278105,18.43030661,-4.073640446,1077.031254,7.823686569,-1993.584706,749.983458,227.9375846,-225.1436852,32.33108969,24.99791248,10883.21491,-10080.75815,167.5922984,36.70948149,11193.42075,-7450.349173,0.13018598,4831.212307,102773.5064,869.3105126,97553.62631,3961.901795,5219.880136,0,0,4831.212307,102773.5064,107604.7187,-2.391823788,2.391823788,9.10E-13,-11.42331144,975.6733114,-724.6933018,-303.9316982,-4.631809378,1954.631809,964.25,3.41E-13,-1028.625,1.00E-20,1950,1.00E-20,4,6,4,6,30,6,0,-5.55E-17,0,-1.73E-18,-1.39E-17,-6.94E-18,-5.55E-17,1.11E-16,0,-3.12E-17,0,-1.39E-17,1.11E-16,5.55E-17,1.67E-16,0,3.30E-17,1.39E-17,2.08E-17,-7.93E-08,-1.51E-07,-2.39E-07,2.97E-06,2.93E-08,-6.29E-09,-6.40E-05,0.000105586,-2.39E-07,0.000531788,0.001124337,0.000342257,-3.78E-05,5.07E-05,0.002248673,0.000684514,0.002248673
0.19473694,6.171495784,0.033907795,0.96651859,0.014074012,0.25621034,0.00711862,0.996639662,-0.081600911,-0.256497839,0.080692662,0.963170573,1.904943021,5.63347534,-6.388057318,0.831957173,0.525676494,0.177514747,-0.491991993,0.846848816,-0.201967723,-0.256497839,0.080692662,0.963170573,3.810615117,44.30620818,0.860758092,-0.614233347,0.193277668,2.306515061,0.015396252,-0.004854647,-0.057946653,-2.314107816,0.026248411,-0.618453987,11.41917984,46.59172242,34.35232254,-49.71940362,84.84802293,-18.2424179,-82.86489728,-52.67213842,-18.99583958,-2.314107816,0.026248411,-0.618453987,27.32899124,4.109271308,2357.375204,-10.37018051,-1541.605913,1487.35461,194856.9604,195253.1761,70.88092816,-76.72298479,-15427.54347,20000.86185,233.8503587,-317.3907573,-4579.62903,10568.96869,0.131187411,4828.820483,102775.8983,872.2169323,97553.99577,3956.603551,5221.902496,0,0,4828.820483,102775.8983,107604.7188,-1.974055121,1.974055121,-4.09E-11,-7.617385791,971.8673858,-725.9574719,-302.6675281,-4.836612713,1954.836613,964.25,1.00E-20,-1028.625,1.00E-20,1950,-2.27E-13,4,6,4,6,30,6,0,0,0,0,0,-6.94E-18,-1.11E-16,0,0,3.12E-17,1.39E-17,0,1.11E-16,1.11E-16,0,0,3.12E-17,1.39E-17,6.94E-18,5.25E-06,-2.34E-07,5.03E-06,3.94E-06,-2.95E-08,5.85E-09,-0.000101425,7.44E-05,5.03E-06,-0.000608281,0.003873582,-0.003081505,5.79E-05,0.000128612,0.007747163,-0.006163011,0.007747163
0.198576812,6.215848534,0.034777566,0.965900091,0.014267778,0.258521652,0.007132604,0.996635269,-0.081653333,-0.258816808,0.080712894,0.962548331,1.916346797,5.680156175,-6.353666226,0.778162431,0.607793642,0.158272295,-0.57225614,0.789982479,-0.220114952,-0.258816808,0.080712894,0.962548331,3.858157186,44.27257016,0.876299554,-0.620996739,0.19370128,2.309506584,0.012532679,-0.003919599,-0.046745657,-2.317205666,0.014157937,-0.624253594,11.35579042,46.63657312,34.33160059,-57.71638035,79.15165168,-20.18750935,-77.43407147,-60.89806022,-17.24676868,-2.317205666,0.014157937,-0.624253594,18.68395997,-4.086738323,1095.102955,8.295928229,-1968.427601,720.7140208,215.3375118,-214.4398648,32.87136915,-74.46867711,11955.06055,-9862.125009,161.2550088,42.14651625,11620.66321,-8248.089721,0.132188841,4826.846428,102777.8723,875.4189352,97553.99823,3951.427493,5223.874091,0,0,4826.846428,102777.8723,107604.7187,-2.240080902,2.240080902,2.55E-11,-3.831023131,968.0810231,-727.3242068,-301.3007932,-5.017888979,1955.017889,964.25,-1.14E-13,-1028.625,2.27E-13,1950,2.27E-13,4,6,4,6,30,6,0,-5.55E-17,-5.55E-17,0,-1.39E-17,0,1.11E-16,1.11E-16,-5.55E-17,-5.90E-17,-1.39E-17,-1.39E-17,1.11E-16,1.11E-16,1.67E-16,1.11E-16,5.90E-17,2.78E-17,1.39E-17,3.39E-07,-8.17E-08,2.48E-07,2.96E-06,2.94E-08,-4.97E-09,2.84E-05,-6.05E-06,2.48E-07,0.000559477,0.000857725,-0.00012031,-3.28E-05,4.94E-05,0.00171545,-0.000240619,0.00171545
0.20246495,6.260167608,0.035663141,0.965274873,0.014461936,0.26083572,0.007143677,0.996631818,-0.081694476,-0.261138638,0.080720951,0.96192034,1.927686218,5.726881911,-6.319296205,0.716652578,0.683807765,0.13717151,-0.646695983,0.725183472,-0.236417506,-0.261138638,0.080720951,0.96192034,3.907010393,44.2389521,0.892318824,-0.627653732,0.194059082,2.312016883,0.009580647,-0.002972478,-0.035422903,-2.319820159,0.001932281,-0.629933795,11.29065281,46.6813972,34.31024157,-65.12758417,72.65941129,-21.95377236,-71.23292835,-68.51481356,-15.31175955,-2.319820159,0.001932281,-0.629933795,27.42478439,4.102103367,2363.990664,-9.958657206,-1655.249532,1502.57648,194854.0969,195257.9607,71.08095071,7.616410936,-14594.86909,20469.31887,244.9563691,-317.4688099,-4512.909184,10061.27529,0.133190272,4824.606347,102780.1124,878.3146548,97554.37586,3946.291693,5225.736542,0,0,4824.606347,102780.1124,107604.7187,-1.851395788,1.851395788,9.10E-13,0.010284263,964.2397157,-728.5438865,-300.0811135,-5.233450758,1955.233451,964.25,-1.14E-13,-1028.625,1.00E-20,1950,1.00E-20,4,6,4,6,30,6,1.11E-16,-5.55E-17,0,0,-2.78E-17,-6.94E-18,0,0,0,-3.47E-18,-1.39E-17,1.39E-17,1.11E-16,1.11E-16,5.55E-17,0,3.47E-18,4.16E-17,2.08E-17,4.68E-06,-1.69E-07,4.52E-06,4.05E-06,-2.96E-08,4.49E-09,-0.000213541,0.00020622,4.52E-06,-0.000576544,0.003546224,-0.003528465,5.05E-05,0.000130297,0.007092448,-0.00705693,0.007092448
0.20640159,6.304453245,0.036564687,0.964642924,0.01465645,0.263152462,0.007151761,0.996629317,-0.081724275,-0.263463246,0.080716747,0.961286599,1.938960971,5.773652231,-6.28494748,0.648052956,0.752955637,0.114390449,-0.714572939,0.6531023,-0.250684863,-0.263463246,0.080716747,0.961286599,3.955020425,44.2057901,0.908198421,-0.634438349,0.19441384,2.314847516,0.006565526,-0.002022632,-0.024091328,-2.322754002,-0.010326521,-0.635737597,11.22663943,46.7256132,34.28906877,-71.87566102,65.43876784,-23.54326125,-64.32704865,-75.44158394,-13.18219114,-2.322754002,-0.010326521,-0.635737597,18.9171359,-4.095631871,1111.957658,8.77968981,-1939.415402,704.6918414,193.4317705,-192.9045544,33.3762825,-165.0910061,13084.21966,-9822.439711,154.5147788,45.82048374,11922.0254,-9092.132794,0.134191702,4822.754952,102781.9638,881.5171734,97554.3729,3941.237778,5227.590899,0,0,4822.754952,102781.9638,107604.7188,-2.081094553,2.081094553,6.37E-12,3.855283074,960.3947169,-729.8703718,-298.7546282,-5.417519199,1955.417519,964.25,1.00E-20,-1028.625,1.00E-20,1950,2.27E-13,4,6,4,6,30,6,0,0,0,1.73E-18,0,0,0,-5.55E-17,0,-8.67E-18,0,0,5.55E-17,0,5.55E-17,0,1.04E-17,0,0,7.75E-07,-1.30E-08,7.53E-07,3.00E-06,2.95E-08,-3.59E-09,0.000130359,-0.000128059,7.53E-07,0.000567335,0.000506304,-0.000523628,-2.76E-05,4.93E-05,0.001012609,-0.001047255,0.001047255
0.210386974,6.3487058,0.037482372,0.964004236,0.014851286,0.265471792,0.007156793,0.996627769,-0.081742706,-0.265790545,0.080700241,0.960647103,1.95017073,5.820466658,-6.250620273,0.573059309,0.814542946,0.090126679,-0.775215077,0.574462584,-0.262743838,-0.265790545,0.080700241,0.960647103,4.004360979,44.17288499,0.924549203,-0.641112689,0.194701422,2.317187347,0.003482223,-0.001068191,-0.012717549,-2.325194034,-0.022638448,-0.64142561,11.16085203,46.76948668,34.26726773,-77.89736561,57.55988519,-24.91495223,-56.78396429,-81.61316376,-10.90130406,-2.325194034,-0.022638448,-0.64142561,27.53230473,4.099299265,2371.809704,-9.540635816,-1771.778823,1502.061997,194858.9946,195253.4362,71.31589539,97.2308978,-13720.32721,20750.20667,256.2301414,-315.6550942,-4574.310442,9522.883839,0.135193133,4820.673857,102784.0449,884.4069241,97554.75218,3936.266933,5229.29271,0,0,4820.673857,102784.0449,107604.7188,-1.731604731,1.731604731,2.73E-12,7.731106867,956.5188931,-731.047091,-297.577909,-5.643254274,1955.643254,964.25,-1.14E-13,-1028.625,1.00E-20,1950,1.00E-20,4,6,4,6,30,6,0,0,1.11E-16,0,0,0,0,0,0,5.20E-18,-6.94E-18,0,1.11E-16,0,0,1.11E-16,5.20E-18,6.94E-18,0,4.10E-06,-1.00E-07,4.01E-06,4.12E-06,-2.97E-08,3.13E-09,-0.000313956,0.000326741,4.01E-06,-0.000520832,0.003139767,-0.00390812,4.29E-05,0.000130726,0.006279534,-0.007816241,0.007816241
0.214421343,6.39292552,0.038416368,0.963358801,0.015046408,0.267793626,0.007158693,0.996627182,-0.081749704,-0.268120447,0.080671349,0.960001854,1.961315176,5.867324867,-6.216314814,0.492430701,0.86795127,0.064595646,-0.828023811,0.490053799,-0.272440531,-0.268120447,0.080671349,0.960001854,4.052851682,44.14021228,0.940774014,-0.647913138,0.194985301,2.319846874,0.000313377,-0.000105352,-0.00125762,-2.327953093,-0.03506418,-0.647229884,11.09619776,46.81305029,34.24563465,-83.12948232,49.10416835,-26.07416875,-48.68262133,-86.963238,-8.464377729,-2.327953093,-0.03506418,-0.647229884,19.12928328,-4.100118116,1127.568863,9.271536085,-1909.391052,702.5524601,163.8982761,-162.1868653,33.84505493,-242.9648561,14236.23286,-9969.920403,147.7304586,47.70438445,12090.53548,-9958.084123,0.136194564,4818.942252,102785.7765,887.6042473,97554.75034,3931.338005,5231.026163,0,0,4818.942252,102785.7765,107604.7188,-1.915581077,1.915581077,9.10E-12,11.63470762,952.6152924,-732.3300341,-296.2949659,-5.830633424,1955.830633,964.25,2.27E-13,-1028.625,1.00E-20,1950,-2.27E-13,4,6,4,6,30,6,0,0,-5.55E-17,-1.73E-18,0,0,-5.55E-17,0,-5.55E-17,3.47E-18,1.39E-17,0,5.55E-17,5.55E-17,0,1.11E-16,5.20E-18,1.39E-17,0,1.21E-06,5.69E-08,1.26E-06,3.09E-06,2.96E-08,-2.27E-09,0.000238262,-0.000256004,1.26E-06,0.000551596,8.26E-05,-0.000852469,-2.23E-05,5.05E-05,0.000165277,-0.001704938,0.001704938
