time;position24;slider_velocity;slider_velocity_kinks;slider_velocity_GGL_h=0.01;total_energy_system;total_energy_increment_system;time_ref1[Rosenbrock];pos_ref1[Rosenbrock];angle_ref1[LieGroupGenAlpha];time_ref2[LieGroupGenAlpha];pos_ref2[LieGroupGenAlpha]
3.88;0.224944781;-0.562411188;-0.551427803;-0.549870587;0.76643568;-1.30E-16;;;;3.74843417;0.28959542
3.89;0.219490792;-0.54539893;-0.539370058;-0.5303361;0.76643568;5.13E-16;;;;3.75754924;0.28825789
3.9;0.214246272;-0.52445196;-0.509533862;-0.508581521;0.76643568;-2.95E-17;;;;3.76696676;0.28618895
3.91;0.209215169;-0.503110316;-0.49668677;-0.484244197;0.76643568;-4.30E-16;;;;3.77696676;0.28341133
3.92;0.204444978;-0.477019167;-0.457351563;-0.456642724;0.76643568;4.16E-17;;;;3.78696676;0.28021442
3.93;0.199948401;-0.449657704;-0.441963844;-0.424547565;0.76643568;1.04E-16;;;;3.79696676;0.27674474
3.94;0.195800707;-0.414769355;-0.387574866;-0.38568796;0.76643568;1.00E-22;;;;3.80696676;0.27310886
3.95;0.192047285;-0.375342206;-0.363109546;-0.335670195;0.76643568;5E-16;;;;3.81696676;0.26937825
3.96;0.188855054;-0.319223137;-0.275336727;-0.265828086;0.76643568;-1.38E-15;;;;3.82696676;0.26559622
3.97;0.186404836;-0.245021726;-0.214706724;-0.16206029;0.76643568;2.2E-15;;;;3.83696676;0.2617846
3.98;0.185101133;-0.130370351;-0.046033978;-0.023659318;0.76643568;1.51E-15;;;;3.84696676;0.25794968
3.99;0.185143942;0.004280926;0.05459583;0.098500174;0.76643568;-5.20E-16;;;;3.85696676;0.25408731
4;0.186272638;0.112869551;0.171143272;0.167389569;0.76643568;1.11E-16;;;;3.86696676;0.25018723
4.01;0.188025062;0.175242468;0.179341665;0.20018765;0.76643568;-5.20E-16;;;;3.87696676;0.24623683
4.02;0.190047584;0.202252177;0.22516269;0.216371567;0.76643568;-2.58E-16;;;;3.88696676;0.24222427
4.03;0.192230502;0.218291818;0.211420945;0.225333832;0.76643568;-3.19E-16;;;;3.89696676;0.2381413
4.04;0.194482992;0.225248931;0.239076916;0.231156302;0.76643568;3.99E-17;;;;3.90696676;0.23398542
4.05;0.196800323;0.231733175;0.224389434;0.235691023;0.76643568;2.95E-17;;;;3.91696676;0.22976147
4.06;0.199153238;0.235291486;0.246193538;0.239834575;0.76643568;1.8E-16;;;;3.92696676;0.22548234
4.07;0.201554448;0.240121017;0.234048495;0.244046916;0.76643568;2.2E-16;;;;3.93696676;0.22116884
4.08;0.203991717;0.243726863;0.253405231;0.248575187;0.76643568;-1.55E-16;;;;3.94696676;0.21684888
4.09;0.206480485;0.248876831;0.24434843;0.25355694;0.76643568;-3.30E-16;;;;3.95696676;0.21255636
4.1;0.209014639;0.253415347;0.262482264;0.259070737;0.76643568;-5.64E-17;;;;3.96696676;0.20833029
4.11;0.211609582;0.259494283;0.256506301;0.265162268;0.76643568;2.95E-17;;;;3.97696676;0.20421465
4.12;0.214261802;0.265222047;0.273937793;0.271858391;0.76643568;2.63E-16;;;;3.98696676;0.20025967
4.13;0.216986267;0.272446454;0.270955115;0.279174869;0.76643568;1.7E-16;;;;3.99696676;0.19652521
4.14;0.21978063;0.279436357;0.287917599;0.287120675;0.76643568;-1.25E-16;;;;4.00696676;0.19308726
4.15;0.222659555;0.287892474;0.28786735;0.295700271;0.76643568;-1.30E-16;;;;4.01696676;0.19004928
4.16;0.225621115;0.29615598;0.30444461;0.304914597;0.76643568;8.5E-17;;;;4.02696676;0.1875579
4.17;0.228679913;0.305879793;0.307314975;0.314761116;0.76643568;-2.12E-16;;;;4.03552989;0.18600508
4.18;0.2318339;0.315398744;0.323482514;0.325232987;0.76643568;-8.89E-17;;;;4.04405961;0.18512756
4.19;0.235097859;0.326395866;0.329309219;0.336317258;0.76643568;2.95E-17;;;;4.05252553;0.18498427
4.2;0.238469029;0.337117001;0.344924784;0.347991713;0.76643568;1.00E-22;;;;4.0612131;0.18553404
4.21;0.241962527;0.349349862;0.35377494;0.36021968;0.76643568;-2.08E-17;;;;4.07063763;0.18674267
4.22;0.245573975;0.361144786;0.368514632;0.372941458;0.76643568;1.49E-16;;;;4.07917199;0.18820904
4.23;0.249318745;0.374476946;0.38043926;0.386059914;0.76643568;-1.21E-16;;;;4.08726871;0.18980904
4.24;0.25318906;0.38703156;0.393623861;0.399415413;0.76643568;8.85E-17;;;;4.09726871;0.19196531
4.25;0.257199721;0.401066121;0.408508381;0.412740305;0.76643568;2.95E-17;;;;4.10649408;0.19407214
4.26;0.261335359;0.413563767;0.418619153;0.425571691;0.76643568;-1.41E-16;;;;4.11649408;0.19644332
4.27;0.265606658;0.42712988;0.435640608;0.437073042;0.76643568;-2.47E-17;;;;4.12649408;0.19888321
4.28;0.269978377;0.437171877;0.438703146;0.445640384;0.76643568;-1.70E-16;;;;4.13649408;0.20137933
4.29;0.274441333;0.446295598;0.453888051;0.447955261;0.76643568;1.7E-16;;;;4.14649408;0.20392567
4.3;0.278892261;0.445092807;0.436297563;0.436533688;0.76643568;7.98E-17;;;;4.15649408;0.20651985
4.31;0.283212547;0.432028646;0.427759729;0.393602065;0.76643568;5E-16;;;;4.16649408;0.20916172
4.32;0.286980969;0.376842134;0.32592454;0.283762587;0.76643568;-3.52E-15;;;;4.17649408;0.21185247
4.33;0.289552732;0.257176363;0.188428187;0.084964622;0.76643568;-2.98E-16;;;;4.18649408;0.21459408
4.34;0.290072033;0.051930108;-0.084567971;-0.160653596;0.76643568;-5.69E-16;;;;4.19649408;0.21738901
4.35;0.288195546;-0.187648711;-0.290729451;-0.379024339;0.76643568;-9.99E-16;;;;4.20649408;0.22023993
4.36;0.284301251;-0.389429503;-0.488129555;-0.508282828;0.76643568;1.00E-22;;;;4.21649408;0.2231496
4.37;0.279148191;-0.515305997;-0.54248244;-0.570972347;0.76643568;6.94E-16;;;;4.22649408;0.22612075
4.38;0.273433406;-0.571478498;-0.600474556;-0.600616747;0.76643568;6.07E-17;;;;4.23649408;0.22915592
4.39;0.267411319;-0.602208714;-0.603942872;-0.613446731;0.76643568;8.33E-17;;;;4.24649408;0.23225742
4.4;0.26129238;-0.611893901;-0.619844929;-0.61664498;0.76643568;-6.94E-17;;;;4.25649408;0.23542719
4.41;0.255129598;-0.61627821;-0.61271149;-0.613686829;0.76643568;-7.81E-17;;;;4.26649408;0.23866668
4.42;0.249016587;-0.611301133;-0.609890776;-0.606425718;0.76643568;3.99E-17;;;;4.27649408;0.24197664
4.43;0.24296573;-0.605085689;-0.600280602;-0.595922328;0.76643568;2.78E-17;;;;4.28649408;0.24535698
4.44;0.237035427;-0.593030263;-0.585779923;-0.582803849;0.76643568;6.94E-17;;;;4.29649408;0.2488064
4.45;0.231226875;-0.580855206;-0.575930489;-0.567431035;0.76643568;-4.16E-17;;;;4.30649408;0.25232201
4.46;0.225585781;-0.564109356;-0.552288222;-0.549976466;0.76643568;7.98E-17;;;;4.31649408;0.25589876
4.47;0.220110234;-0.547554755;-0.542821287;-0.530454087;0.76643568;-7.01E-16;;;;4.32649408;0.25952861
4.48;0.214843865;-0.526636929;-0.510452571;-0.508713021;0.76643568;-2.95E-17;;;;4.33649408;0.26319932
4.49;0.20978576;-0.50581042;-0.501168269;-0.484392051;0.76643568;6.94E-17;;;;4.34649408;0.2668928
4.5;0.204987544;-0.479821687;-0.458475105;-0.45681209;0.76643568;-7.98E-17;;;;4.35649408;0.2705825
4.51;0.200455422;-0.453212162;-0.44794922;-0.424747787;0.76643568;6.04E-16;;;;4.36649408;0.27422969
4.52;0.196268531;-0.418689134;-0.389429048;-0.385936634;0.76643568;1.8E-16;;;;4.37649408;0.27777813
4.53;0.192460797;-0.380773349;-0.37211765;-0.336002031;0.76643568;-1.30E-15;;;;4.38649408;0.2811465
4.54;0.189199922;-0.326087552;-0.280057454;-0.266310022;0.76643568;5.31E-16;;;;4.39649408;0.28421949
4.55;0.18663999;-0.255993155;-0.231928857;-0.162773555;0.76643568;-2.80E-15;;;;4.40649408;0.2868405
4.56;0.18518915;-0.145083975;-0.058239092;-0.024473201;0.76643568;-4.03E-15;;;;4.41649408;0.28881607
4.57;0.185072008;-0.011714234;0.034810624;0.097953104;0.76643568;1.11E-15;;;;4.42649408;0.28994773
4.58;0.186093911;0.102190268;0.169569911;0.167121843;0.76643568;4.52E-17;;;;4.43604236;0.29011087
4.59;0.187796958;0.170304743;0.171039576;0.20006003;0.76643568;1.87E-16;;;;4.44513825;0.28941109
4.6;0.189789461;0.199250279;0.227460982;0.216305024;0.76643568;-1.60E-16;;;;4.45425476;0.28794777
4.61;0.191959502;0.217004071;0.206547159;0.225293913;0.76643568;-6.31E-16;;;;4.4638156;0.28574093
4.62;0.19419942;0.223991832;0.241436504;0.231127786;0.76643568;-4.20E-16;;;;4.4738156;0.28288123
4.63;0.19650994;0.231052012;0.220667519;0.235666749;0.76643568;-2.20E-16;;;;4.4838156;0.27963153
4.64;0.198853593;0.23436533;0.248063142;0.239810955;0.76643568;1.39E-16;;;;4.4938156;0.27613082
4.65;0.201248176;0.239458281;0.230853421;0.244022058;0.76643568;1.91E-16;;;;4.5038156;0.27247886
4.66;0.20367609;0.242791337;0.254729254;0.248548054;0.76643568;-2.95E-17;;;;4.5138156;0.26874159
4.67;0.206157007;0.248091731;0.241454208;0.253526944;0.76643568;1.8E-16;;;;4.5238156;0.2649581
4.68;0.208680683;0.252367653;0.263281098;0.25903754;0.76643568;3.1E-16;;;;4.5338156;0.26114715
4.69;0.211266162;0.258547853;0.253814607;0.265125672;0.76643568;1.7E-16;;;;4.5438156;0.25731294
4.7;0.213906414;0.264025228;0.274235849;0.271818279;0.76643568;3.06E-16;;;;4.5538156;0.25345008
4.71;0.216619692;0.271327772;0.268419694;0.279131172;0.76643568;-4.86E-17;;;;4.5638156;0.24954772
4.72;0.219400441;0.278074918;0.287730142;0.287073358;0.76643568;1.38E-16;;;;4.5738156;0.24559324
4.73;0.222266435;0.286599386;0.285468629;0.295649317;0.76643568;6.94E-17;;;;4.5838156;0.24157528
4.74;0.22521266;0.29462247;0.303776311;0.304860011;0.76643568;-2.71E-17;;;;4.5938156;0.23748643
4.75;0.228256798;0.30441385;0.305051388;0.314702924;0.76643568;2.08E-17;;;;4.6038156;0.23332532
4.76;0.231393698;0.313690022;0.322328657;0.325171242;0.76643568;-2.56E-17;;;;4.6138156;0.22909803
4.77;0.234641323;0.324762494;0.32719633;0.336252057;0.76643568;7.11E-17;;;;4.6238156;0.22481871
4.78;0.237993675;0.335235134;0.343273938;0.347923219;0.76643568;-9.54E-18;;;;4.6338156;0.22050927
4.79;0.2414693;0.347562586;0.351851234;0.360148158;0.76643568;-2.08E-17;;;;4.6438156;0.21619853
4.8;0.245060331;0.35910306;0.366354887;0.372867339;0.76643568;9.02E-17;;;;4.6538156;0.21192107
4.81;0.248786021;0.372569019;0.378783151;0.385983901;0.76643568;-1.60E-16;;;;4.6638156;0.20771644
4.82;0.252634741;0.384871985;0.390960818;0.399338671;0.76643568;-2.01E-16;;;;4.6738156;0.20362922
4.83;0.256625965;0.399122347;0.407283875;0.41266481;0.76643568;2.3E-16;;;;4.6838156;0.19971049
4.84;0.260740067;0.411410273;0.41553667;0.425500921;0.76643568;1.98E-16;;;;4.6938156;0.19602151
4.85;0.264993945;0.425387788;0.435238906;0.437013433;0.76643568;-2.50E-16;;;;4.7038156;0.19264078
4.86;0.269348191;0.435424568;0.43561023;0.445604663;0.76643568;1.28E-16;;;;4.7138156;0.18967585
4.87;0.273803742;0.44555512;0.45550001;0.447970754;0.76643568;2.29E-16;;;;4.7238156;0.18727882
4.88;0.278257429;0.445368646;0.435237282;0.436664185;0.76643568;5.42E-17;;;;4.73227025;0.1858403
4.89;0.282616776;0.435934754;0.436632226;0.39399729;0.76643568;1.00E-22;;;;4.74067765;0.18507094
4.9;0.286491592;0.387481633;0.33833104;0.284654852;0.76643568;8.88E-16;;;;4.74929362;0.1850193
4.91;0.289296747;0.280515467;0.222699893;0.08629543;0.76643568;-2.78E-16;;;;4.75806215;0.1856566
4.92;0.290141232;0.08444847;-0.053802953;-0.159236021;0.76643568;1.00E-22;;;;4.76738434;0.18690729
4.93;0.288603994;-0.153723824;-0.253644695;-0.378014743;0.76643568;-8.88E-16;;;;4.77605238;0.18842397
4.94;0.284964979;-0.363901442;-0.47415819;-0.507772903;0.76643568;-2.98E-16;;;;4.78432754;0.19007447
4.95;0.279934988;-0.502999128;-0.531840066;-0.570729759;0.76643568;5.83E-16;;;;4.79432754;0.1922384
4.96;0.274287346;-0.564764222;-0.597688379;-0.600504511;0.76643568;1.7E-16;;;;4.80404862;0.19446023
4.97;0.268292124;-0.599522187;-0.601355995;-0.613405166;0.76643568;-3.12E-16;;;;4.81404862;0.19683002
4.98;0.262187135;-0.610498915;-0.619641835;-0.616646508;0.76643568;-9.89E-17;;;;4.82404862;0.19926497
4.99;0.25602401;-0.616312418;-0.612983;-0.613717323;0.76643568;2.79E-16;;;;4.83404862;0.2017542
5;0.24990593;-0.611807996;-0.610632993;-0.606477307;0.76643568;1.00E-22;;;;4.84404862;0.2042926
