time;position24;slider_velocity;slider_velocity_kinks;slider_velocity_GGL_h=0.01;total_energy_system;total_energy_increment_system;time_ref1[Rosenbrock];pos_ref1[Rosenbrock];angle_ref1[LieGroupGenAlpha];time_ref2[LieGroupGenAlpha];pos_ref2[LieGroupGenAlpha]
1.79;0.212420749;0.261704472;0.264780085;0.265308851;0.76643568;-9.41E-17;2.993311037;0.197816845;31.35972103;1.69545139;0.28583807
1.8;0.215102064;0.268131484;0.271482883;0.272019043;0.76643568;7.03E-17;3.010033445;0.201825396;31.46058772;1.70545139;0.28298095
1.81;0.217852727;0.275066331;0.278649778;0.279349861;0.76643568;-1.04E-16;3.026755853;0.205947304;31.55558901;1.71545139;0.27972473
1.82;0.220680037;0.282731019;0.28681226;0.287310154;0.76643568;4.08E-17;3.043478261;0.210202441;31.64751994;1.72545139;0.27621165
1.83;0.223589266;0.290922839;0.295033418;0.295904295;0.76643568;5.9E-17;3.060200669;0.21461687;31.73840488;1.73545139;0.2725438
1.84;0.226587816;0.299855015;0.304676611;0.305133149;0.76643568;-5.98E-17;3.076923077;0.219218997;31.82986096;1.74545139;0.26878867
1.85;0.22968095;0.3093134;0.31395019;0.314994093;0.76643568;9.97E-17;3.093645485;0.224038097;31.92330817;1.75545139;0.26498624
1.86;0.232876063;0.319511295;0.325072401;0.325480169;0.76643568;-6.94E-17;3.110367893;0.229103736;32.02011115;1.76545139;0.26115567
1.87;0.236178217;0.330215393;0.335358386;0.336578254;0.76643568;9.02E-17;3.127090301;0.234445445;32.12169943;1.77545139;0.25730125
1.88;0.239594614;0.341639679;0.347920972;0.348265871;0.76643568;-1.41E-16;3.143812709;0.240092273;32.22969699;1.78545139;0.25341743
1.89;0.243129771;0.353515769;0.359110566;0.36050593;0.76643568;3.12E-17;3.160535117;0.246072125;32.34608586;1.79545139;0.2494931
1.9;0.246790238;0.366046623;0.372982681;0.373238066;0.76643568;-1.91E-17;3.177257525;0.25240999;32.47346285;1.80545139;0.24551537
1.91;0.250579191;0.378895296;0.384807912;0.386364045;0.76643568;1.00E-22;3.193979933;0.259123305;32.61548456;1.81545139;0.24147263
1.92;0.254501288;0.392209708;0.399611505;0.399722375;0.76643568;-1.01E-16;3.210702341;0.266208398;32.77766581;1.82545139;0.23735735
1.93;0.258556286;0.405499841;0.411388177;0.413042133;0.76643568;1.72E-16;3.227424749;0.273591149;32.96873776;1.83545139;0.23316821
1.94;0.26274334;0.418705434;0.426022692;0.425854353;0.76643568;1.21E-16;3.244147157;0.280908938;33.20054671;1.84545139;0.22891153
1.95;0.26705245;0.43091092;0.435799148;0.437310554;0.76643568;-7.98E-17;3.260869565;0.286814759;33.46720292;1.85545139;0.22460187
1.96;0.271464764;0.441231419;0.446663691;0.445781309;0.76643568;8.4E-17;3.277591973;0.289720939;33.71992852;1.86545139;0.22026176
1.97;0.275936002;0.447123851;0.447584011;0.447889019;0.76643568;-1.21E-16;3.294314381;0.289972038;33.95621597;1.87545139;0.21592077
1.98;0.280372262;0.443625962;0.439667913;0.436001887;0.76643568;-2.29E-16;3.311036789;0.287407247;34.22138727;1.88545139;0.21161437
1.99;0.284564025;0.419176308;0.398684703;0.391999171;0.76643568;-2.78E-16;3.327759197;0.280694541;34.53281144;1.89545139;0.2073832
2;0.288031054;0.346702944;0.294721185;0.280161534;0.76643568;1.00E-22;3.344481605;0.271206396;34.82185065;1.90545139;0.2032732
2.01;0.289980241;0.194918633;0.09511608;0.079626269;0.76643568;6.94E-17;3.361204013;0.261001778;35.06854441;1.91545139;0.19933741
2.02;0.289705695;-0.027454603;-0.150025286;-0.166315667;0.76643568;-4.02E-16;3.377926421;0.250744488;35.28608877;1.92545139;0.19564011
2.03;0.287075388;-0.26303071;-0.376036133;-0.383029794;0.76643568;-1.30E-15;3.394648829;0.240676887;35.48459951;1.93545139;0.19226481
2.04;0.282650325;-0.442506299;-0.508976465;-0.510301044;0.76643568;2.08E-16;3.411371237;0.230935913;35.67060217;1.94545139;0.18932757
2.05;0.277261714;-0.538861072;-0.568745679;-0.571932426;0.76643568;8.33E-17;3.428093645;0.221623756;35.84884181;1.95545139;0.1869937
2.06;0.271409301;-0.585241273;-0.601736866;-0.601060417;0.76643568;1.00E-22;3.444816054;0.212834325;36.02340946;1.96365566;0.18567665
2.07;0.265341367;-0.6067934;-0.611849934;-0.613609932;0.76643568;1.2E-16;3.461538462;0.204673619;36.19859264;1.97180525;0.18502077
2.08;0.259193383;-0.614798397;-0.61774686;-0.616636894;0.76643568;-4.77E-17;3.47826087;0.197291559;36.37990638;1.98046922;0.18507578
2.09;0.253040558;-0.615282488;-0.612818115;-0.613563464;0.76643568;-4.40E-16;3.494983278;0.190962885;36.57587094;1.98916818;0.18581667
2.1;0.246939726;-0.610083192;-0.607348269;-0.606218313;0.76643568;-1.79E-16;3.511705686;0.186353697;36.79993038;1.9977201;0.18704202
2.11;0.240924548;-0.601517822;-0.595687376;-0.595649223;0.76643568;-2.20E-16;3.528428094;0.18502027;37.04937247;2.00661902;0.18866339
2.12;0.235028588;-0.589596039;-0.583504702;-0.582475873;0.76643568;-4.89E-16;3.545150502;0.187121238;37.2592105;2.01522533;0.19044661
2.13;0.229272221;-0.575636678;-0.567768655;-0.56705406;0.76643568;-2.12E-16;3.56187291;0.190510427;37.41594059;2.02522533;0.19268737
2.14;0.223681075;-0.559114573;-0.55046049;-0.549552546;0.76643568;-1.60E-16;3.578595318;0.194266677;37.54250932;2.03522533;0.19504861
2.15;0.218271947;-0.540912794;-0.531365097;-0.529981702;0.76643568;-1.70E-16;3.595317726;0.198175328;37.65237581;2.04522533;0.19749408
2.16;0.213070028;-0.520191897;-0.509018697;-0.508186515;0.76643568;-9.82E-16;3.612040134;0.202193645;37.75256519;2.05522533;0.2000045
2.17;0.208095041;-0.49749877;-0.485978842;-0.483800001;0.76643568;-1.78E-15;3.628762542;0.206326668;37.84718869;2.06522533;0.20256981
2.18;0.203379868;-0.471517287;-0.457055733;-0.456133755;0.76643568;2.95E-15;3.64548495;0.21059511;37.93894979;2.07522533;0.20518531
2.19;0.198957771;-0.442209686;-0.427363638;-0.423945596;0.76643568;-5.48E-16;3.662207358;0.215025351;38.02982419;2.08522533;0.20784942
2.2;0.194888171;-0.406959977;-0.386556315;-0.384939804;0.76643568;4.3E-16;3.678929766;0.219645916;38.12140393;2.09522533;0.21056247
2.21;0.191250863;-0.363730831;-0.340905347;-0.334670894;0.76643568;-2.98E-16;3.695652174;0.224486126;38.2150988;2.10522533;0.21332591
2.22;0.188200048;-0.305081458;-0.269257568;-0.264375511;0.76643568;-2.50E-16;3.712374582;0.229575551;38.31227459;2.11522533;0.21614185
2.23;0.185987459;-0.221258901;-0.173260234;-0.159912457;0.76643568;5E-16;3.72909699;0.234943706;38.41437245;2.12522533;0.21901279
2.24;0.184986132;-0.100132687;-0.027005139;-0.021221289;0.76643568;7.2E-16;3.745819398;0.240619571;38.52304124;2.13522533;0.22194138
2.25;0.185330274;0.03441418;0.095833498;0.10012975;0.76643568;-1.09E-15;3.762541806;0.246630879;38.6403062;2.14522533;0.2249303
2.26;0.186653212;0.132293796;0.168754094;0.168185803;0.76643568;1.00E-22;3.779264214;0.253002205;38.7688379;2.15522533;0.22798213
2.27;0.18848848;0.18352681;0.198299525;0.200567428;0.76643568;2.1E-16;3.795986622;0.259749852;38.91242123;2.16522533;0.23109922
2.28;0.190566388;0.207790822;0.217282118;0.21656986;0.76643568;-3.99E-17;3.81270903;0.266866791;39.07679814;2.17522533;0.23428362
2.29;0.192770785;0.220439632;0.223597145;0.225453005;0.76643568;-2.82E-17;3.829431438;0.274266571;39.27106244;2.18522533;0.23753689
2.3;0.195047815;0.227703023;0.231808902;0.231241609;0.76643568;1.03E-16;3.846153846;0.28153359;39.50694141;2.19522533;0.24085999
2.31;0.197376921;0.232910626;0.234012349;0.235763776;0.76643568;-1.08E-16;3.862876254;0.287207759;39.77451121;2.20522533;0.24425306
2.32;0.199748433;0.237151129;0.240289908;0.239905453;0.76643568;-8.20E-17;3.879598662;0.289843228;40.0246467;2.21522533;0.24771513
2.33;0.202161686;0.241325367;0.242360827;0.244121554;0.76643568;1.7E-16;3.89632107;0.289872931;40.26145316;2.22522533;0.25124374
2.34;0.204617798;0.245611136;0.248861446;0.248656679;0.76643568;1.39E-17;3.913043478;0.286981888;40.53146483;2.23522533;0.25483443
2.35;0.207121252;0.250345397;0.251829349;0.253647033;0.76643568;-1.47E-17;3.929765886;0.279905241;40.84401395;2.24522533;0.25847993
2.36;0.209676427;0.255517579;0.25920581;0.259170441;0.76643568;-4.38E-17;3.946488294;0.270295896;41.12893498;2.25522533;0.26216913
2.37;0.212289329;0.261290181;0.263374553;0.265272176;0.76643568;-3.64E-17;3.963210702;0.260070209;41.37244132;2.26522533;0.26588545
2.38;0.214965473;0.26761433;0.271854107;0.27197885;0.76643568;9.11E-17;3.97993311;0.249822626;41.58791553;2.27522533;0.26960452
2.39;0.217711323;0.274585065;0.277316023;0.279306082;0.76643568;-6.94E-17;3.996655518;0.239779748;41.78506217;2.28522533;0.27329075
2.4;0.220532827;0.282150376;0.286984729;0.287262753;0.76643568;1.21E-16;4.013377926;0.23007366;41.97018299;2.29522533;0.27689229
2.41;0.22343657;0.290374324;0.293763919;0.295853258;0.76643568;7.98E-17;4.030100334;0.220804937;42.14792475;2.30522533;0.280334
2.42;0.22642865;0.299207962;0.304652006;0.30507848;0.76643568;-1.30E-16;4.046822742;0.21206771;42.3223621;2.31522533;0.28350849
2.43;0.229515636;0.308698639;0.312745273;0.314935818;0.76643568;1.01E-16;4.063545151;0.203970279;42.49784423;2.32522533;0.28626777
2.44;0.232703601;0.318796471;0.324847669;0.325418343;0.76643568;1.04E-17;4.080267559;0.1966693;42.68006951;2.33522533;0.28842354
2.45;0.235998972;0.329537157;0.334226646;0.336512976;0.76643568;-1.01E-16;4.096989967;0.190459043;42.87795482;2.34522533;0.28977179
2.46;0.239407551;0.340857871;0.347489096;0.348197304;0.76643568;4.94E-17;4.113712375;0.18606886;43.10519898;2.35479567;0.29015611
2.47;0.242935359;0.352780812;0.358072528;0.360434343;0.76643568;-7.11E-17;4.130434783;0.185101572;43.35414942;2.36395392;0.2896474
2.48;0.246587394;0.36520349;0.372334452;0.373163894;0.76643568;5.9E-17;4.147157191;0.187398619;43.55839377;2.37305793;0.28834803
2.49;0.250368596;0.378120193;0.383905935;0.386288;0.76643568;-6.94E-17;4.163879599;0.190841025;43.71155858;2.38241217;0.28632138
2.5;0.254281833;0.391323665;0.398741395;0.399645635;0.76643568;6.07E-17;4.180602007;0.194615603;43.83619534;2.39241217;0.28356351
2.51;0.258329105;0.404727263;0.410713132;0.412966699;0.76643568;-7.98E-17;4.197324415;0.198534823;43.94495662;2.40241217;0.28037578
2.52;0.262507429;0.41783235;0.424951568;0.425783751;0.76643568;-1.60E-16;4.214046823;0.202562969;44.04450116;2.41241217;0.27690776
2.53;0.266810062;0.430263351;0.435575135;0.437251316;0.76643568;3.12E-17;4.230769231;0.206707286;44.13876855;2.42241217;0.27326858
2.54;0.271215658;0.44055956;0.445543985;0.445746373;0.76643568;-6.25E-17;4.247491639;0.210989255;44.23037572;2.43241217;0.26953163
2.55;0.275685984;0.447032598;0.44852121;0.447906223;0.76643568;1.00E-22;4.264214047;0.215435549;44.3212525;2.44241217;0.26574157
2.56;0.280125704;0.443971971;0.439422731;0.436136318;0.76643568;-3.23E-16;4.280936455;0.220074801;44.41296741;2.45241217;0.26192111
2.57;0.284342583;0.421687881;0.403953032;0.392403211;0.76643568;2.16E-15;4.297658863;0.224936371;44.50692112;2.46241217;0.25807703
2.58;0.28786566;0.352307734;0.300662436;0.281066593;0.76643568;-1.97E-15;4.314381271;0.230049833;44.60448172;2.47241217;0.25420541
2.59;0.28992582;0.206015991;0.111369547;0.080963102;0.76643568;-2.16E-15;4.331103679;0.235444678;44.70710287;2.48241217;0.25029603
2.6;0.289787035;-0.013878486;-0.139126519;-0.164901423;0.76643568;2.79E-15;4.347826087;0.24114982;44.81645954;2.49241217;0.24633614
2.61;0.287279251;-0.250778358;-0.362430196;-0.382033372;0.76643568;9.02E-16;4.364548495;0.247192804;44.93462242;2.50241217;0.24231372
2.62;0.282935869;-0.434338223;-0.506246249;-0.509799695;0.76643568;-3.05E-16;4.381270903;0.253597744;45.06433984;2.51241217;0.23822028
2.63;0.27758302;-0.535284875;-0.5643235;-0.571693938;0.76643568;-1.04E-16;4.397993311;0.260379706;45.2095315;2.52241217;0.23405309
2.64;0.271751807;-0.583121343;-0.601919186;-0.600950287;0.76643568;-6.07E-17;4.414715719;0.26752792;45.37617856;2.53241217;0.22981682
2.65;0.265690487;-0.606131959;-0.610344733;-0.613569589;0.76643568;1.7E-16;4.431438127;0.274941891;45.57374365;2.54241217;0.22552428
2.66;0.259547103;-0.614338391;-0.618332049;-0.616639211;0.76643568;1.43E-16;4.448160535;0.28214606;45.81366244;2.55241217;0.22119631
2.67;0.253392078;-0.615502552;-0.612673054;-0.613594513;0.76643568;6.1E-16;4.464882943;0.287573629;46.08161461;2.56241217;0.21686095
2.68;0.247289293;-0.610278501;-0.607883948;-0.606270322;0.76643568;-1.09E-15;4.481605351;0.289945106;46.32924116;2.57241217;0.21255235
2.69;0.241267769;-0.602152413;-0.596420879;-0.595717627;0.76643568;-3.99E-16;4.498327759;0.289751248;46.56698064;2.58241217;0.20830985
2.7;0.235366236;-0.590153269;-0.58388566;-0.582557977;0.76643568;-1.87E-16;4.515050167;0.286518254;46.84202302;2.59241217;0.20417791
2.71;0.229600806;-0.576543;-0.56920034;-0.567148405;0.76643568;-2.29E-16;4.531772575;0.279095927;47.15490908;2.60241217;0.2002074
2.72;0.22400149;-0.559931581;-0.550662822;-0.549658627;0.76643568;-2.50E-16;4.548494983;0.269380854;47.43568171;2.61241217;0.19645912
2.73;0.218580887;-0.542060322;-0.533457822;-0.530099907;0.76643568;7.98E-17;4.565217391;0.259138291;47.67611998;2.62241217;0.1930106
2.74;0.213368344;-0.521254329;-0.509050837;-0.508318268;0.76643568;-1.98E-16;4.581939799;0.248902145;47.88960123;2.63241217;0.18996792
2.75;0.208378955;-0.498938863;-0.488826888;-0.483948172;0.76643568;5.41E-16;4.598662207;0.23888505;48.08543373;2.64241217;0.1874821
2.76;0.203649953;-0.472900211;-0.456973534;-0.456303557;0.76643568;-1.60E-16;4.615384615;0.229214671;48.26970984;2.65087003;0.18596141
2.77;0.19920859;-0.444136302;-0.431299071;-0.42414647;0.76643568;-4.02E-16;4.632107023;0.219990162;48.4469865;2.65928837;0.18511246
2.78;0.195119105;-0.408948522;-0.386597973;-0.385189546;0.76643568;3.5E-16;4.648829431;0.211306027;48.62132836;2.66772602;0.18499213
2.79;0.19145132;-0.36677847;-0.346958968;-0.335004629;0.76643568;-5.97E-16;4.665551839;0.203273102;48.79715487;2.67634998;0.18556491
2.8;0.18836365;-0.308767041;-0.270575114;-0.264860834;0.76643568;4.44E-16;4.682274247;0.196055522;48.98036319;2.68573297;0.18679836
2.81;0.186088026;-0.227562399;-0.184549684;-0.160629738;0.76643568;-1.89E-15;4.698996656;0.189969125;49.18028828;2.6941602;0.18827249
2.82;0.185007909;-0.108011671;-0.031473659;-0.022033347;0.76643568;9.79E-16;4.715719064;0.185812894;49.41074402;2.70211908;0.18986847
2.83;0.185277082;0.026917306;0.085308271;0.099588496;0.76643568;2.39E-16;4.732441472;0.185211487;49.65846399;2.71211908;0.19205451
2.84;0.186552308;0.127522643;0.169737014;0.167921544;0.76643568;-5.03E-17;4.74916388;0.187684173;49.8571609;2.72117531;0.19415042
2.85;0.188367617;0.181530879;0.193324744;0.200441346;0.76643568;1.00E-22;4.765886288;0.191174156;50.00695526;2.73117531;0.19655289
2.86;0.190431631;0.206401424;0.219478103;0.216503984;0.76643568;6.99E-18;4.782608696;0.194965771;50.12975876;2.74117531;0.19902537
2.87;0.19263053;0.219889841;0.220301579;0.225413377;0.76643568;-3.99E-17;4.799331104;0.198895326;50.23746698;2.75117531;0.20155507
2.88;0.194901054;0.227052415;0.233803252;0.231213213;0.76643568;1.44E-16;4.816053512;0.202933379;50.33639803;2.76117531;0.2041358
2.89;0.197226892;0.232583767;0.231364282;0.235739536;0.76643568;6.42E-17;4.83277592;0.207089177;50.43033015;2.77117531;0.2067651
2.9;0.199593294;0.236640237;0.241916192;0.239881824;0.76643568;-9.00E-18;4.849498328;0.211384899;50.52179898;2.78117531;0.20944275
2.91;0.20200313;0.240983553;0.240050913;0.244096664;0.76643568;-1.22E-16;4.866220736;0.215847486;50.61269091;2.79117531;0.21216987
2.92;0.204454021;0.245089095;0.250127277;0.2486295;0.76643568;1.19E-16;4.882943144;0.220505674;50.70455243;2.80117531;0.21494841
2.93;0.206953338;0.249931703;0.249736129;0.253616984;0.76643568;-2.21E-16;4.899665552;0.225388856;50.79877619;2.81117531;0.21778078
2.94;0.209502704;0.254936667;0.260137205;0.259137187;0.76643568;1.53E-16;4.91638796;0.230526606;50.89673352;2.82117531;0.22066961
2.95;0.212110599;0.260789514;0.261441823;0.26523552;0.76643568;3.04E-17;4.933110368;0.235948385;50.99989202;2.83117531;0.22361762
2.96;0.214780164;0.266956486;0.272471148;0.271938676;0.76643568;-1.91E-16;4.949832776;0.241683044;51.10995361;2.84117531;0.22662745
2.97;0.217520102;0.273993823;0.275516498;0.279262323;0.76643568;5.03E-17;4.966555184;0.247757922;51.22903677;2.85117531;0.22970161
2.98;0.220334177;0.281407494;0.28729849;0.287215373;0.76643568;-2.60E-17;4.983277592;0.254196616;51.35997225;2.86117531;0.2328423
2.99;0.223231102;0.289692503;0.292086515;0.295802241;0.76643568;-1.70E-16;5;0.261012849;51.50682085;2.87117531;0.23605133
3;0.22621486;0.298375785;0.304665055;0.305023832;0.76643568;1.00E-22;;;;2.88117531;0.23933
3.01;0.22929414;0.307927967;0.31119088;0.314877563;0.76643568;1.00E-22;;;;2.89117531;0.24267886
3.02;0.232472869;0.317872916;0.324554953;0.325356538;0.76643568;3.04E-17;;;;2.90117531;0.24609752
3.03;0.235759686;0.328681664;0.332808375;0.336447717;0.76643568;-1.91E-17;;;;2.91117531;0.24958432
3.04;0.239158122;0.339843653;0.346878931;0.348128755;0.76643568;-1.04E-17;;;;2.92117531;0.25313586
3.05;0.242676619;0.351849668;0.356820404;0.360362772;0.76643568;-7.98E-17;;;;2.93117531;0.25674635
3.06;0.246317674;0.364105543;0.371390682;0.373089736;0.76643568;-7.98E-17;;;;2.94117531;0.26040675
3.07;0.250089026;0.377135182;0.382879683;0.386211963;0.76643568;1.2E-16;;;;2.95117531;0.26410341
3.08;0.253990678;0.390165214;0.397450746;0.399568895;0.76643568;-2.10E-16;;;;2.96117531;0.26781618
3.09;0.258028113;0.403743452;0.410036158;0.41289125;0.76643568;1.01E-16;;;;2.97117531;0.27151555
3.1;0.262194958;0.416684486;0.423332814;0.425713106;0.76643568;1.00E-22;;;;2.98117531;0.27515848
3.11;0.266489323;0.429436574;0.435540333;0.437191984;0.76643568;1.4E-16;;;;2.99117531;0.27868248
3.12;0.270885944;0.439662011;0.443783688;0.44571124;0.76643568;2.95E-17;;;;3.00117531;0.28199742
3.13;0.275354979;0.446903573;0.450023458;0.447922997;0.76643568;7.98E-17;;;;3.01117531;0.28497648
3.14;0.279798554;0.444357476;0.438691494;0.436269759;0.76643568;1.91E-16;;;;3.02117531;0.28745062
3.15;0.284046512;0.424795778;0.410900062;0.392805035;0.76643568;-1.15E-15;;;;3.03117531;0.28921902
3.16;0.287640108;0.359359639;0.307819217;0.281968456;0.76643568;1.6E-15;;;;3.04106838;0.29008681
3.17;0.289843147;0.220303918;0.13278862;0.082298447;0.76643568;-1.08E-15;;;;3.05058869;0.28999039
3.18;0.289882351;0.003920374;-0.124947872;-0.163486317;0.76643568;3.47E-16;;;;3.05962477;0.28906207
3.19;0.28753857;-0.234378123;-0.343808375;-0.381033655;0.76643568;-2.11E-15;;;;3.06873936;0.28739771
3.2;0.283307935;-0.423063546;-0.502318716;-0.509296215;0.76643568;3.96E-16;;;;3.07858298;0.28494577
3.21;0.278004083;-0.530385141;-0.558451565;-0.571454432;0.76643568;1.2E-15;;;;3.08858298;0.28194614
3.22;0.27220202;-0.580206305;-0.601961045;-0.600839633;0.76643568;-6.94E-17;;;;3.09858298;0.27860053
3.23;0.26614983;-0.605218969;-0.608476893;-0.613528942;0.76643568;-7.11E-17;;;;3.10858298;0.27503674
3.24;0.260012627;-0.613720334;-0.618963776;-0.616641331;0.76643568;-9.02E-17;;;;3.11858298;0.27134422
3.25;0.253854834;-0.61577934;-0.612594905;-0.613625424;0.76643568;2.19E-16;;;;3.12858298;0.26758042
3.26;0.247749331;-0.610550282;-0.608505659;-0.606322226;0.76643568;2.95E-17;;;;3.13858298;0.26377772
3.27;0.241719491;-0.602983954;-0.59746225;-0.595785945;0.76643568;6.94E-17;;;;3.14858298;0.25994989
3.28;0.235810396;-0.590909515;-0.58435678;-0.582640008;0.76643568;9.89E-17;;;;3.15858298;0.25609764
3.29;0.230033048;-0.577734852;-0.571112924;-0.567242683;0.76643568;-4.89E-16;;;;3.16858298;0.25221333
3.3;0.224422732;-0.561031543;-0.550950162;-0.549764641;0.76643568;4.16E-17;;;;3.17858298;0.24828508
3.31;0.218987054;-0.543567836;-0.53618551;-0.530218039;0.76643568;1.39E-16;;;;3.18858298;0.2443002
3.32;0.2137603;-0.522675407;-0.509165304;-0.508449937;0.76643568;-2.22E-16;;;;3.19858298;0.24024822
3.33;0.208752067;-0.500823298;-0.492481291;-0.484096238;0.76643568;1.32E-16;;;;3.20858298;0.23612339
3.34;0.204004711;-0.474735558;-0.456989824;-0.456473213;0.76643568;3.99E-16;;;;3.21858298;0.23192659
3.35;0.199538331;-0.446638001;-0.436286178;-0.424347126;0.76643568;-3.82E-16;;;;3.22858298;0.22766657
3.36;0.195422778;-0.411555273;-0.386824367;-0.385438931;0.76643568;1.87E-16;;;;3.23858298;0.22336019
3.37;0.191715947;-0.370683103;-0.354541839;-0.335337729;0.76643568;1.1E-15;;;;3.24858298;0.21903197
3.38;0.188580964;-0.313498345;-0.272454851;-0.265345024;0.76643568;-8.40E-16;;;;3.25858298;0.21471304
3.39;0.186225407;-0.235555681;-0.198656512;-0.161345683;0.76643568;5.13E-16;;;;3.26858298;0.21044005
3.4;0.185044185;-0.118122174;-0.037587836;-0.022846029;0.76643568;-3.60E-16;;;;3.27858298;0.20625463
3.41;0.185213541;0.016935551;0.071458938;0.099045304;0.76643568;-5.52E-16;;;;3.28858298;0.20220387
3.42;0.186424683;0.121114179;0.170769421;0.167656135;0.76643568;-1.31E-16;;;;3.29858298;0.19834259
3.43;0.188213008;0.178832514;0.186895607;0.200314754;0.76643568;9.58E-16;;;;3.30858298;0.19473818
3.44;0.19025876;0.204575215;0.222254823;0.216437887;0.76643568;2.13E-16;;;;3.31858298;0.19147954
3.45;0.192450734;0.219197404;0.216139984;0.225373653;0.76643568;1.89E-16;;;;3.32858298;0.18869129
3.46;0.194713156;0.226242171;0.236344357;0.231184777;0.76643568;-8.80E-17;;;;3.33858298;0.18654857
3.47;0.197035222;0.232206581;0.228068806;0.235715285;0.76643568;-2.30E-16;;;;3.34669108;0.18542919
3.48;0.19939549;0.236026823;0.24398484;0.239858198;0.76643568;5.9E-17;;;;3.35473692;0.18496488
3.49;0.201801445;0.240595478;0.237206116;0.244071785;0.76643568;3.04E-17;;;;3.36333539;0.185186
3.5;0.204246125;0.244468018;0.251729921;0.248602336;0.76643568;1.33E-16;;;;3.37223126;0.18607012
3.51;0.206740677;0.249455263;0.247180606;0.253586953;0.76643568;3.99E-17;;;;3.3805029;0.18732384
3.52;0.209283115;0.254243806;0.261307007;0.259103952;0.76643568;1.00E-22;;;;3.3905029;0.18919587
3.53;0.211885158;0.26020426;0.259101512;0.265198884;0.76643568;-2.08E-17;;;;3.40016183;0.19123695
3.54;0.214546836;0.26616783;0.273234147;0.271898523;0.76643568;5.53E-17;;;;3.40970982;0.19339506
3.55;0.217279785;0.273294913;0.273355679;0.279218586;0.76643568;1.00E-22;;;;3.41970982;0.19575605
3.56;0.22008491;0.28051244;0.287669201;0.287168014;0.76643568;4.79E-17;;;;3.42970982;0.19819206
3.57;0.222973709;0.288879946;0.290090691;0.295751246;0.76643568;-1.41E-16;;;;3.43970982;0.20068779
3.58;0.225947398;0.297368868;0.304647046;0.304969204;0.76643568;7.2E-17;;;;3.44970982;0.20323551
3.59;0.229017438;0.307003997;0.309360948;0.31481933;0.76643568;2.95E-17;;;;3.45970982;0.20583187
3.6;0.232184953;0.316751474;0.324142;0.325294753;0.76643568;9.02E-17;;;;3.46970982;0.20847612
3.61;0.235461466;0.327651285;0.331160569;0.336382478;0.76643568;1.00E-22;;;;3.47970982;0.21116908
3.62;0.23884755;0.338608453;0.346056338;0.348060225;0.76643568;1.00E-22;;;;3.48970982;0.2139125
3.63;0.24235479;0.350723987;0.355391637;0.360291218;0.76643568;1.11E-16;;;;3.49970982;0.2167087
3.64;0.245982439;0.362764854;0.370138072;0.373015591;0.76643568;-9.02E-17;;;;3.50970982;0.2195603
3.65;0.249741841;0.375940229;0.381742385;0.386135934;0.76643568;1.41E-16;;;;3.51970982;0.22247001
3.66;0.25362931;0.388746877;0.39575137;0.399492154;0.76643568;-2.91E-16;;;;3.52970982;0.22544057
3.67;0.257654754;0.402544421;0.409337471;0.412815785;0.76643568;1.00E-22;;;;3.53970982;0.22847454
3.68;0.26180749;0.415273588;0.421209704;0.42564242;0.76643568;7.11E-17;;;;3.54970982;0.23157428
3.69;0.266091652;0.428416207;0.43562271;0.437132559;0.76643568;-1.13E-16;;;;3.55970982;0.23474181
3.7;0.270477087;0.438543552;0.441464393;0.44567591;0.76643568;1.00E-22;;;;3.56970982;0.23797867
3.71;0.274943967;0.446687947;0.4519115;0.447939342;0.76643568;-1.80E-16;;;;3.57970982;0.24128575
3.72;0.27939139;0.444742359;0.437573217;0.436402214;0.76643568;-1.70E-16;;;;3.58970982;0.24466313
3.73;0.283674344;0.42829535;0.419017483;0.39320465;0.76643568;1.1E-15;;;;3.59970982;0.24810976
3.74;0.287350023;0.367567913;0.316118343;0.282867121;0.76643568;-1.17E-15;;;;3.60970982;0.25162307
3.75;0.289723759;0.237373578;0.158628813;0.08363229;0.76643568;6.5E-15;;;;3.61970982;0.25519843
3.76;0.289980984;0.025722551;-0.107183712;-0.162070368;0.76643568;-9.30E-16;;;;3.62970982;0.2588284
3.77;0.287844601;-0.213638311;-0.32009291;-0.380030643;0.76643568;-9.99E-16;;;;3.63970982;0.2625016
3.78;0.283760822;-0.408377905;-0.4966629;-0.508790596;0.76643568;3.33E-16;;;;3.64970982;0.26620108
3.79;0.278521562;-0.523926012;-0.551189125;-0.571213903;0.76643568;-7.98E-16;;;;3.65970982;0.26990197
3.8;0.272757493;-0.576406873;-0.601624621;-0.600728454;0.76643568;5.98E-17;;;;3.66970982;0.27356799
3.81;0.266717773;-0.603972033;-0.606319444;-0.61348799;0.76643568;-4.86E-17;;;;3.67970982;0.27714632
3.82;0.260588539;-0.612923384;-0.619527324;-0.616643255;0.76643568;-1.20E-16;;;;3.68970982;0.28056052
3.83;0.254427907;-0.616063211;-0.612599098;-0.613656196;0.76643568;2.95E-17;;;;3.69970982;0.28370159
3.84;0.248318995;-0.61089116;-0.609183222;-0.606374024;0.76643568;2.08E-17;;;;3.70970982;0.2864199
3.85;0.242279264;-0.603973149;-0.598763076;-0.595854179;0.76643568;1.00E-22;;;;3.71970982;0.28852655
3.86;0.236360657;-0.591860655;-0.584958233;-0.582721965;0.76643568;1.99E-16;;;;3.72970982;0.28981943
3.87;0.230568893;-0.579176404;-0.573394574;-0.567336893;0.76643568;-2.60E-16;;;;3.73928496;0.29014987
