time,kinetic_energy,potential_energy,total_energy,L_1,L_2,L_3,P_1,P_2,P_3,energy_increment,external_power,external_work,power_balance,angmom_increment_1,angmom_increment_2,angmom_increment_3,linmom_increment_1,linmom_increment_2,linmom_increment_3,center_of_mass_1,center_of_mass_2,center_of_mass_3,center_of_mass_difference_1,center_of_mass_difference_2,center_of_mass_difference_3
5.8,603.184274481156,2.96604618449648,606.150320665653,-0.0555822262936118,524.671105292606,274.488892743556,50.0000000000003,-2.92404989110651e-14,-4.59285387499619e-14,4.55191440096314e-13,0,0,4.55191440096314e-13,1.01030295240889e-14,2.27373675443232e-13,1.13686837721616e-13,1.4210854715202e-14,3.19189119579733e-16,2.85188539450587e-15,19.5000000000001,-1.21014309684142e-15,4.00000000000001,5.32907051820075e-14,1.21014309684142e-15,7.105427357601e-15
5.9,603.222534902626,2.92778576302683,606.150320665653,-0.0555822262936219,524.671105292606,274.488892743556,50.0000000000003,-2.89213097914853e-14,-4.30766533554561e-14,7.0654593287145e-13,0,0,7.0654593287145e-13,1.19904086659517e-14,1.13686837721616e-13,2.8421709430404e-13,3.5527136788005e-14,1.83186799063151e-15,1.28785870856518e-14,20.0000000000001,-1.48214773787458e-15,4.00000000000001,6.3948846218409e-14,1.48214773787458e-15,5.32907051820075e-15
6,602.960750562323,3.1895701033307,606.150320665654,-0.0555822262936339,524.671105292606,274.488892743557,50.0000000000004,-2.70894418008538e-14,-3.01980662698043e-14,1.75859327100625e-13,0,0,1.75859327100625e-13,1.22124532708767e-14,2.27373675443232e-13,1.13686837721616e-13,2.8421709430404e-14,4.21884749357559e-15,2.03170813506404e-14,20.5000000000001,-1.77635683940025e-15,4.00000000000001,6.3948846218409e-14,1.77635683940025e-15,5.32907051820075e-15
6.1,602.694984608198,3.45533605745629,606.150320665654,-0.0555822262936461,524.671105292606,274.488892743557,50.0000000000004,-3.13082892944294e-14,-9.88098491916389e-15,5.44897460486027e-13,0,0,5.44897460486027e-13,1.77635683940025e-14,3.41060513164848e-13,5.6843418860808e-14,5.6843418860808e-14,3.44169137633799e-15,4.9960036108132e-15,21.0000000000001,-2.06223926824123e-15,4.00000000000001,6.75015598972095e-14,2.06223926824123e-15,5.32907051820075e-15
6.2,602.549479631618,3.60084103403616,606.150320665655,-0.0555822262936283,524.671105292606,274.488892743557,50.0000000000005,-2.78665979180914e-14,-4.88498130835069e-15,5.52446977053478e-13,0,0,5.52446977053478e-13,1.08801856413265e-14,3.41060513164848e-13,1.70530256582424e-13,5.6843418860808e-14,3.44169137633799e-15,1.24344978758018e-14,21.5000000000001,-2.30926389122033e-15,4.00000000000001,7.105427357601e-14,2.30926389122033e-15,5.32907051820075e-15
6.3,602.472911092007,3.67740957364783,606.150320665655,-0.0555822262936392,524.671105292607,274.488892743557,50.0000000000005,-3.13082892944294e-14,-1.73194791841524e-14,8.43325409505269e-13,0,0,8.43325409505269e-13,3.574918139293e-14,1.13686837721616e-12,5.6843418860808e-14,1.06581410364015e-13,2.66453525910038e-15,8.88178419700125e-16,22.0000000000001,-2.62012633811537e-15,4.00000000000001,7.8159700933611e-14,2.62012633811537e-15,5.32907051820075e-15
6.4,602.60054571772,3.54977494793582,606.150320665656,-0.0555822262936034,524.671105292608,274.488892743557,50.0000000000006,-2.8643754035329e-14,-1.82076576038526e-14,4.43201031430362e-13,0,0,4.43201031430362e-13,1.73194791841524e-14,0,5.6843418860808e-14,5.6843418860808e-14,6.21724893790088e-15,4.44089209850063e-16,22.5000000000001,-2.97539770599542e-15,4.00000000000001,8.5265128291212e-14,2.97539770599542e-15,5.32907051820075e-15
6.5,602.951731257659,3.19858940799781,606.150320665656,-0.0555822262936208,524.671105292608,274.488892743557,50.0000000000007,-3.48610029732299e-14,-1.77635683940025e-14,3.60156349188401e-13,0,0,3.60156349188401e-13,2.37587727269783e-14,5.6843418860808e-13,2.27373675443232e-13,2.8421709430404e-14,2.22044604925031e-15,8.43769498715119e-15,23.0000000000001,-3.28626015289046e-15,4,8.88178419700125e-14,3.28626015289046e-15,4.44089209850063e-15
6.6,603.275956680764,2.87436398489275,606.150320665657,-0.0555822262936445,524.671105292607,274.488892743557,50.0000000000006,-3.26405569239796e-14,-9.32587340685131e-15,8.88178419700125e-14,0,0,8.88178419700125e-14,6.21724893790088e-15,1.13686837721616e-13,1.70530256582424e-13,2.8421709430404e-14,6.10622663543836e-15,8.88178419700125e-16,23.5000000000001,-3.64153152077051e-15,4.00000000000001,9.59232693276135e-14,3.64153152077051e-15,5.32907051820075e-15
6.7,603.595284561622,2.55503610403478,606.150320665657,-0.0555822262936383,524.671105292607,274.488892743557,50.0000000000006,-2.65343302885412e-14,-1.02140518265514e-14,5.76871883595231e-13,0,0,5.76871883595231e-13,3.41948691584548e-14,3.41060513164848e-13,1.13686837721616e-13,8.5265128291212e-14,1.11022302462516e-16,8.21565038222616e-15,24.0000000000001,-3.73034936274053e-15,4,1.03028696685215e-13,3.73034936274053e-15,4.44089209850063e-15
6.8,603.992067120054,2.15825354560376,606.150320665657,-0.0555822262936725,524.671105292607,274.488892743557,50.0000000000007,-2.64233079860787e-14,-1.99840144432528e-15,7.55839835164807e-13,0,0,7.55839835164807e-13,3.574918139293e-14,6.82121026329696e-13,5.6843418860808e-14,1.35003119794419e-13,5.10702591327572e-15,2.22044604925031e-15,24.5000000000001,-3.99680288865056e-15,4,1.10134124042816e-13,3.99680288865056e-15,4.44089209850063e-15
6.9,604.212392241249,1.93792842440912,606.150320665658,-0.0555822262936367,524.671105292608,274.488892743557,50.0000000000008,-2.1316282072803e-14,2.22044604925031e-16,5.22248910783674e-13,0,0,5.22248910783674e-13,1.58761892521397e-14,0,3.41060513164848e-13,2.8421709430404e-14,1.16573417585641e-15,9.88098491916389e-15,25.0000000000001,-4.44089209850063e-15,4,1.20792265079217e-13,4.44089209850063e-15,4.44089209850063e-15
7,604.087802767724,2.06251789793512,606.150320665659,-0.0555822262936209,524.671105292608,274.488892743558,50.0000000000008,-2.01505478969466e-14,-9.65894031423886e-15,6.66133814775094e-14,0,0,6.66133814775094e-14,2.73669975570101e-14,1.13686837721616e-13,5.6843418860808e-14,6.3948846218409e-14,5.44009282066327e-15,3.73312492030209e-15,25.5000000000001,-4.61852778244065e-15,4.00000000000001,1.24344978758018e-13,4.61852778244065e-15,5.32907051820075e-15
7.1,603.599085576555,2.55123508910342,606.150320665659,-0.0555822262935935,524.671105292608,274.488892743558,50.0000000000007,-2.55906407176099e-14,-1.3392065234541e-14,3.5438318946035e-13,0,0,3.5438318946035e-13,6.6266436782314e-14,3.41060513164848e-13,3.41060513164848e-13,4.9737991503207e-14,1.50851553470943e-14,1.76247905159244e-15,26.0000000000001,-4.61852778244065e-15,4.00000000000001,1.31450406115619e-13,4.61852778244065e-15,5.32907051820075e-15
7.2,602.946342961361,3.20397770429769,606.150320665659,-0.0555822262935272,524.671105292608,274.488892743557,50.0000000000007,-4.06757960647042e-14,-1.16295861829485e-14,2.58904009342587e-13,0,0,2.58904009342587e-13,1.11993747609063e-14,0,2.27373675443232e-13,7.105427357601e-15,4.26048085699904e-15,3.85802501057242e-15,26.5000000000001,-5.24025267623074e-15,4,1.35003119794419e-13,5.24025267623074e-15,4.44089209850063e-15
7.3,602.248703438104,3.90161722755558,606.150320665659,-0.0555822262935384,524.671105292608,274.488892743558,50.0000000000007,-3.64153152077051e-14,-1.54876111935209e-14,6.42152997443191e-13,0,0,6.42152997443191e-13,5.38458166943201e-15,2.27373675443232e-13,2.8421709430404e-13,1.4210854715202e-14,6.99440505513849e-15,8.60422844084496e-15,27.0000000000001,-5.59552404411079e-15,4,1.49213974509621e-13,5.59552404411079e-15,3.5527136788005e-15
7.4,601.60068539001,4.54963527564994,606.15032066566,-0.0555822262935438,524.671105292608,274.488892743558,50.0000000000007,-2.94209101525666e-14,-6.88338275267597e-15,3.99680288865056e-14,0,0,3.99680288865056e-14,3.33066907387547e-16,2.27373675443232e-13,2.27373675443232e-13,0,9.88098491916389e-15,1.22124532708767e-15,27.5000000000002,-5.77315972805081e-15,4,1.52766688188422e-13,5.77315972805081e-15,3.5527136788005e-15
7.5,601.398461967256,4.75185869840351,606.15032066566,-0.0555822262935435,524.671105292608,274.488892743558,50.0000000000007,-1.95399252334028e-14,-5.6621374255883e-15,3.10862446895044e-13,0,0,3.10862446895044e-13,2.22044604925031e-15,4.54747350886464e-13,2.27373675443232e-13,9.2370555648813e-14,6.66133814775094e-16,4.9960036108132e-15,28.0000000000002,-6.03961325396085e-15,4,1.59872115546023e-13,6.03961325396085e-15,2.66453525910038e-15
7.6,601.820427146275,4.32989351938508,606.15032066566,-0.0555822262935413,524.671105292608,274.488892743558,50.0000000000006,-1.88737914186277e-14,-1.06581410364015e-14,7.54951656745106e-15,0,0,7.54951656745106e-15,3.33066907387547e-15,1.13686837721616e-13,2.8421709430404e-13,2.8421709430404e-14,1.02140518265514e-14,5.77315972805081e-15,28.5000000000002,-6.3948846218409e-15,4,1.70530256582424e-13,6.3948846218409e-15,3.5527136788005e-15
7.7,602.50813444025,3.64218622540996,606.15032066566,-0.0555822262935379,524.671105292608,274.488892743558,50.0000000000006,-2.90878432451791e-14,-4.88498130835069e-15,5.52002887843628e-13,0,0,5.52002887843628e-13,1.99840144432528e-15,2.27373675443232e-13,1.13686837721616e-13,7.8159700933611e-14,8.88178419700125e-15,6.21724893790088e-15,29.0000000000002,-6.52811138479592e-15,4,1.70530256582424e-13,6.52811138479592e-15,4.44089209850063e-15
7.8,603.155416778545,2.99490388711507,606.15032066566,-0.0555822262935399,524.671105292608,274.488892743558,50.0000000000007,-2.02060590481778e-14,1.33226762955019e-15,2.70894418008538e-13,0,0,2.70894418008538e-13,6.66133814775094e-15,0,1.70530256582424e-13,2.1316282072803e-14,3.10862446895044e-15,1.02140518265514e-14,29.5000000000002,-6.66133814775094e-15,4,1.77635683940025e-13,6.66133814775094e-15,4.44089209850063e-15
7.9,603.734288601593,2.41603206406738,606.150320665661,-0.0555822262935333,524.671105292608,274.488892743558,50.0000000000006,-2.33146835171283e-14,-8.88178419700125e-15,3.25961480029946e-13,0,0,3.25961480029946e-13,7.105427357601e-15,3.41060513164848e-13,2.27373675443232e-13,7.105427357601e-15,6.66133814775094e-16,5.77315972805081e-15,30.0000000000002,-6.83897383169096e-15,4,1.88293824976427e-13,6.83897383169096e-15,2.66453525910038e-15
8,604.111869027832,2.0384516378293,606.150320665661,-0.0555822262935404,524.671105292608,274.488892743558,50.0000000000006,-2.26485497023532e-14,-3.10862446895044e-15,7.46069872548105e-14,0,0,7.46069872548105e-14,2.79776202205539e-14,0,1.13686837721616e-13,7.105427357601e-14,1.77635683940025e-15,1.15463194561016e-14,30.5000000000002,-7.26085858104852e-15,4,1.91846538655227e-13,7.26085858104852e-15,4.44089209850063e-15
8.1,604.134026104218,2.01629456144285,606.150320665661,-0.0555822262935124,524.671105292608,274.488892743558,50.0000000000006,-2.44249065417534e-14,-1.46549439250521e-14,5.93747273569534e-13,0,0,5.93747273569534e-13,1.4432899320127e-14,9.09494701772928e-13,1.13686837721616e-13,1.13686837721616e-13,4.44089209850063e-15,1.04360964314765e-14,31.0000000000002,-7.50510764646606e-15,4,1.98951966012828e-13,7.50510764646606e-15,3.5527136788005e-15
8.2,603.795206486432,2.35511417922972,606.150320665662,-0.055582226293498,524.671105292609,274.488892743558,50.0000000000007,-2.88657986402541e-14,-2.50910403565285e-14,3.69038133385402e-13,0,0,3.69038133385402e-13,1.0547118733939e-14,1.13686837721616e-13,0,4.9737991503207e-14,4.10782519111308e-15,1.0325074129014e-14,31.5000000000002,-7.73825448163734e-15,4,2.06057393370429e-13,7.73825448163734e-15,4.44089209850063e-15
8.3,603.194275842798,2.95604482286386,606.150320665662,-0.0555822262934874,524.671105292609,274.488892743558,50.0000000000007,-3.29736238313671e-14,-1.47659662275146e-14,2.71338507218388e-13,0,0,2.71338507218388e-13,3.5527136788005e-15,4.54747350886464e-13,1.70530256582424e-13,4.2632564145606e-14,2.27595720048157e-15,1.92623694772465e-14,32.0000000000002,-8.07132138902489e-15,4,2.1316282072803e-13,8.07132138902489e-15,3.5527136788005e-15
8.4,602.614133323591,3.53618734207095,606.150320665662,-0.055582226293491,524.67110529261,274.488892743558,50.0000000000008,-3.06976666308856e-14,-3.4028335704761e-14,1.06492592522045e-12,0,0,1.06492592522045e-12,1.01030295240889e-14,5.6843418860808e-13,0,1.35003119794419e-13,2.06779038336435e-15,5.44009282066327e-15,32.5000000000002,-8.40438829641244e-15,4,2.20268248085631e-13,8.40438829641244e-15,2.66453525910038e-15
8.5,602.226815502081,3.92350516358191,606.150320665663,-0.0555822262934809,524.67110529261,274.488892743558,50.0000000000009,-3.27654570142499e-14,-2.85882428840978e-14,3.84137166520304e-13,0,0,3.84137166520304e-13,9.24260668000443e-15,1.13686837721616e-13,0,7.8159700933611e-14,6.52256026967279e-16,8.13238365537927e-15,33.0000000000002,-8.70414851306123e-15,4,2.20268248085631e-13,8.70414851306123e-15,1.77635683940025e-15
8.6,602.072010561168,4.07831010449439,606.150320665662,-0.0555822262934716,524.67110529261,274.488892743558,50.0000000000008,-3.34177130412172e-14,-2.04558592287185e-14,2.38031816479634e-13,0,0,2.38031816479634e-13,7.68829444552921e-15,1.13686837721616e-12,1.70530256582424e-13,2.1316282072803e-14,1.60982338570648e-15,1.91235915991683e-14,33.5000000000002,-9.01501095995627e-15,4,2.41584530158434e-13,9.01501095995627e-15,1.77635683940025e-15
8.7,602.274352968956,3.87596769670579,606.150320665662,-0.0555822262934793,524.671105292609,274.488892743559,50.0000000000008,-3.50275364269237e-14,-1.33226762955019e-15,1.15907283770866e-12,0,0,1.15907283770866e-12,1.12132525487141e-14,7.95807864051312e-13,0,2.1316282072803e-14,7.21644966006352e-16,1.13242748511766e-14,34.0000000000002,-9.35918009759007e-15,4,2.41584530158434e-13,9.35918009759007e-15,1.77635683940025e-15
8.8,602.722122968045,3.42819769761782,606.150320665663,-0.0555822262934905,524.67110529261,274.488892743559,50.0000000000008,-3.43058914609173e-14,-1.26565424807268e-14,1.82254211722466e-12,0,0,1.82254211722466e-12,2.58681964737661e-14,1.47792889038101e-12,2.27373675443232e-13,1.13686837721616e-13,4.32986979603811e-15,1.77635683940025e-15,34.5000000000002,-9.70334923522387e-15,4,2.48689957516035e-13,9.70334923522387e-15,2.66453525910038e-15
8.9,603.191135820827,2.95918484483828,606.150320665665,-0.0555822262934647,524.671105292611,274.488892743559,50.000000000001,-3.86357612569554e-14,-1.4432899320127e-14,3.97015753605956e-13,0,0,3.97015753605956e-13,5.10702591327572e-14,3.41060513164848e-13,1.70530256582424e-13,2.1316282072803e-14,6.66133814775094e-16,2.88657986402541e-15,35.0000000000003,-1.00863761787195e-14,4,2.62900812231237e-13,1.00863761787195e-14,1.77635683940025e-15
9,603.569259575738,2.58106108992764,606.150320665665,-0.0555822262935157,524.671105292612,274.488892743559,50.000000000001,-3.79696274421804e-14,-1.73194791841524e-14,3.5438318946035e-13,0,0,3.5438318946035e-13,0,3.41060513164848e-13,5.6843418860808e-14,0,1.11022302462516e-15,1.22124532708767e-14,35.5000000000003,-1.04360964314765e-14,4,2.70006239588838e-13,1.04360964314765e-14,1.77635683940025e-15
9.1,603.734876661946,2.41544400371984,606.150320665666,-0.0555822262935157,524.671105292611,274.488892743559,50.000000000001,-3.90798504668055e-14,-5.10702591327572e-15,1.87849735766576e-13,0,0,1.87849735766576e-13,3.33066907387547e-14,3.41060513164848e-13,1.70530256582424e-13,1.4210854715202e-14,3.10862446895044e-15,1.33226762955019e-15,36.0000000000003,-1.0857981180834e-14,4,2.8421709430404e-13,1.0857981180834e-14,1.77635683940025e-15
9.2,603.527189487562,2.62313117810389,606.150320665666,-0.0555822262934824,524.671105292612,274.488892743559,50.000000000001,-4.21884749357559e-14,-6.43929354282591e-15,1.49213974509621e-13,0,0,1.49213974509621e-13,1.62092561595273e-14,1.13686837721616e-13,2.8421709430404e-13,2.1316282072803e-14,1.77635683940025e-15,8.88178419700125e-15,36.5000000000003,-1.11910480882216e-14,4,2.91322521661641e-13,1.11910480882216e-14,1.77635683940025e-15
9.3,603.106357298697,3.04396336696893,606.150320665666,-0.0555822262934662,524.671105292612,274.488892743559,50.000000000001,-4.39648317751562e-14,-1.53210777398272e-14,2.38031816479634e-13,0,0,2.38031816479634e-13,3.44169137633799e-14,1.13686837721616e-13,5.6843418860808e-14,1.4210854715202e-14,2.88657986402541e-15,0,37.0000000000003,-1.15019105351166e-14,4,2.98427949019242e-13,1.15019105351166e-14,1.77635683940025e-15
9.4,602.756734328153,3.39358633751286,606.150320665666,-0.0555822262935006,524.671105292612,274.488892743559,50.000000000001,-4.10782519111308e-14,-1.53210777398272e-14,2.36255459640233e-13,0,0,2.36255459640233e-13,4.44089209850063e-16,7.95807864051312e-13,0,7.8159700933611e-14,8.88178419700125e-16,9.99200722162641e-15,37.5000000000003,-1.19015908239817e-14,4,3.19744231092045e-13,1.19015908239817e-14,1.77635683940025e-15
9.5,602.584289322735,3.56603134293134,606.150320665667,-0.0555822262935011,524.671105292613,274.488892743559,50.000000000001,-4.01900734914307e-14,-2.53130849614536e-14,2.72226685638088e-13,0,0,2.72226685638088e-13,7.86037901434611e-14,4.54747350886464e-13,5.11590769747272e-13,1.4210854715202e-14,7.43849426498855e-15,7.7715611723761e-16,38.0000000000003,-1.22568621918617e-14,4,3.12638803734444e-13,1.22568621918617e-14,1.77635683940025e-15
9.6,602.607933493919,3.54238717174701,606.150320665666,-0.0555822262934225,524.671105292613,274.488892743558,50.000000000001,-4.76285677564192e-14,-2.60902410786912e-14,2.28261853862932e-13,0,0,2.28261853862932e-13,5.99520433297585e-14,3.41060513164848e-13,3.97903932025656e-13,1.4210854715202e-13,9.99200722162641e-15,5.88418203051333e-15,38.5000000000003,-1.26121335597418e-14,4,3.26849658449646e-13,1.26121335597418e-14,1.77635683940025e-15
9.7,602.810756173302,3.33956449236404,606.150320665666,-0.0555822262934824,524.671105292613,274.488892743559,50.0000000000009,-3.76365605347928e-14,-3.19744231092045e-14,8.80628903132674e-13,0,0,8.80628903132674e-13,6.88338275267597e-15,9.09494701772928e-13,1.13686837721616e-13,9.2370555648813e-14,3.27515792264421e-15,1.75415237890775e-14,39.0000000000003,-1.32338584535319e-14,4,3.48165940522449e-13,1.32338584535319e-14,8.88178419700125e-16
9.8,603.106705389729,3.04361527593656,606.150320665665,-0.0555822262934893,524.671105292612,274.488892743559,50.0000000000008,-3.43614026121486e-14,-1.4432899320127e-14,1.46238576803626e-12,0,0,1.46238576803626e-12,4.52970994047064e-14,1.13686837721616e-13,6.25277607468888e-13,0,3.21270787750905e-15,1.70696790036118e-15,39.5000000000004,-1.34114941374719e-14,4,3.5527136788005e-13,1.34114941374719e-14,8.88178419700125e-16
9.9,603.331853808628,2.81846685703887,606.150320665667,-0.0555822262935346,524.671105292612,274.488892743559,50.0000000000008,-3.11486947346395e-14,-1.27259314197659e-14,4.39204228541712e-13,0,0,4.39204228541712e-13,3.88578058618805e-15,3.41060513164848e-13,3.97903932025656e-13,1.4210854715202e-13,7.3899220076612e-15,2.73392419813945e-15,40.0000000000004,-1.35891298214119e-14,4,3.5527136788005e-13,1.35891298214119e-14,8.88178419700125e-16
10,603.415367519586,2.73495314608024,606.150320665666,-0.0555822262935385,524.671105292611,274.48889274356,50.0000000000007,-2.37587727269783e-14,-9.99200722162641e-15,2.62012633811537e-14,0,0,2.62012633811537e-14,4.07451850037432e-14,0,3.41060513164848e-13,1.4210854715202e-14,1.48214773787458e-14,2.33146835171283e-15,40.5000000000004,-1.4210854715202e-14,4,3.69482222595252e-13,1.4210854715202e-14,8.88178419700125e-16
10.1,603.471604444198,2.6787162214685,606.150320665666,-0.0555822262935792,524.671105292611,274.48889274356,50.0000000000006,-8.93729534823251e-15,-7.66053886991358e-15,1.68309810533174e-13,0,0,1.68309810533174e-13,9.99200722162641e-15,1.02318153949454e-12,3.41060513164848e-13,5.6843418860808e-14,4.82947015711943e-15,9.43689570931383e-15,41.0000000000004,-1.4122036873232e-14,4,3.76587649952853e-13,1.4122036873232e-14,0
10.2,603.504870995277,2.64544967038932,606.150320665666,-0.0555822262935692,524.67110529261,274.48889274356,50.0000000000006,-4.10782519111308e-15,1.77635683940025e-15,6.07958128284736e-13,0,0,6.07958128284736e-13,2.1094237467878e-15,0,1.13686837721616e-13,7.105427357601e-15,5.44009282066327e-15,8.88178419700125e-15,41.5000000000004,-1.4521717162097e-14,4,3.76587649952853e-13,1.4521717162097e-14,8.88178419700125e-16
10.3,603.297083413275,2.8532372523919,606.150320665667,-0.0555822262935671,524.67110529261,274.48889274356,50.0000000000006,-9.54791801177635e-15,1.06581410364015e-14,1.02851061001275e-12,0,0,1.02851061001275e-12,3.10862446895044e-15,0,2.8421709430404e-13,9.9475983006414e-14,3.99680288865056e-15,1.22124532708767e-14,42.0000000000004,-1.46993528460371e-14,4,3.83693077310454e-13,1.46993528460371e-14,0
10.4,602.78669262642,3.3636280392481,606.150320665668,-0.0555822262935702,524.67110529261,274.488892743561,50.0000000000007,-1.35447209004269e-14,2.28705943072782e-14,3.08197911635943e-13,0,0,3.08197911635943e-13,1.66533453693773e-15,4.54747350886464e-13,1.70530256582424e-13,4.9737991503207e-14,4.44089209850063e-16,9.76996261670138e-15,42.5000000000004,-1.46105350040671e-14,4,3.83693077310454e-13,1.46105350040671e-14,0
10.5,602.284246473151,3.8660741925171,606.150320665668,-0.0555822262935686,524.671105292611,274.488892743561,50.0000000000006,-1.3988810110277e-14,1.31006316905768e-14,1.60760293965723e-13,0,0,1.60760293965723e-13,1.3988810110277e-14,5.6843418860808e-13,1.70530256582424e-13,7.105427357601e-15,1.33226762955019e-15,0,43.0000000000004,-1.46993528460371e-14,4,3.97903932025656e-13,1.46993528460371e-14,8.88178419700125e-16
10.6,602.111556741892,4.03876392377612,606.150320665668,-0.0555822262935826,524.67110529261,274.488892743561,50.0000000000006,-1.53210777398272e-14,1.31006316905768e-14,6.13731288012787e-13,0,0,6.13731288012787e-13,2.75335310107039e-14,4.54747350886464e-13,1.13686837721616e-13,6.3948846218409e-14,3.77475828372553e-15,1.08801856413265e-14,43.5000000000004,-1.48547840694846e-14,4,4.05009359383257e-13,1.48547840694846e-14,0
10.7,602.224799109686,3.9255215559832,606.150320665669,-0.055582226293555,524.671105292611,274.488892743561,50.0000000000007,-1.15463194561016e-14,2.39808173319034e-14,9.72999458781487e-13,0,0,9.72999458781487e-13,3.73034936274053e-14,1.13686837721616e-13,3.41060513164848e-13,7.8159700933611e-14,1.66533453693773e-15,1.02140518265514e-14,44.0000000000004,-1.50990331349021e-14,4,4.12114786740858e-13,1.50990331349021e-14,1.77635683940025e-15
10.8,602.358243752122,3.7920769135481,606.15032066567,-0.0555822262935923,524.671105292611,274.488892743561,50.0000000000008,-9.88098491916389e-15,3.41948691584548e-14,8.81961170762224e-13,0,0,8.81961170762224e-13,1.68753899743024e-14,3.41060513164848e-13,1.13686837721616e-13,9.2370555648813e-14,2.99760216648792e-15,3.99680288865056e-15,44.5000000000004,-1.51212375953946e-14,4,4.12114786740858e-13,1.51212375953946e-14,1.77635683940025e-15
10.9,602.489209996774,3.66111066889666,606.150320665671,-0.0555822262935755,524.671105292611,274.488892743561,50.0000000000009,-1.28785870856518e-14,3.01980662698043e-14,4.54747350886464e-13,0,0,4.54747350886464e-13,4.44089209850063e-15,0,2.27373675443232e-13,7.105427357601e-15,2.77555756156289e-15,1.22124532708767e-14,45.0000000000004,-1.53099755095809e-14,4,4.2632564145606e-13,1.53099755095809e-14,1.77635683940025e-15
11,602.785390747891,3.36492991777984,606.150320665671,-0.0555822262935799,524.671105292611,274.488892743562,50.0000000000009,-1.56541446472147e-14,4.2410519540681e-14,7.72715225139109e-14,0,0,7.72715225139109e-14,3.19744231092045e-14,6.82121026329696e-13,0,2.8421709430404e-14,4.44089209850063e-16,1.0547118733939e-14,45.5000000000004,-1.54293244847281e-14,4,4.40536496171262e-13,1.54293244847281e-14,1.77635683940025e-15
11.1,603.177632244821,2.97268842085065,606.150320665671,-0.0555822262936119,524.671105292612,274.488892743562,50.0000000000009,-1.52100554373646e-14,3.1863400806742e-14,9.32587340685131e-13,0,0,9.32587340685131e-13,6.21724893790088e-15,1.13686837721616e-13,5.6843418860808e-14,8.5265128291212e-14,2.41473507855972e-15,1.19348975147204e-14,46.0000000000005,-1.55764290354909e-14,4,4.54747350886464e-13,1.55764290354909e-14,1.77635683940025e-15
11.2,603.512621636227,2.63769902944337,606.15032066567,-0.0555822262936181,524.671105292612,274.488892743562,50.0000000000008,-1.76247905159244e-14,1.99285032920216e-14,1.66133773404908e-12,0,0,1.66133773404908e-12,1.63202784619898e-14,3.41060513164848e-13,2.8421709430404e-13,1.13686837721616e-13,1.13797860024079e-15,2.51049181443364e-14,46.5000000000005,-1.57651669496772e-14,4,4.54747350886464e-13,1.57651669496772e-14,1.77635683940025e-15
11.3,603.848735980931,2.30158468474045,606.150320665672,-0.0555822262936344,524.671105292611,274.488892743562,50.0000000000009,-1.87627691161651e-14,4.50334214363579e-14,8.25561841111266e-13,0,0,8.25561841111266e-13,1.25455201782643e-14,5.6843418860808e-13,5.6843418860808e-14,2.1316282072803e-14,1.49880108324396e-15,6.20337115009306e-15,47.0000000000005,-1.59150470580016e-14,4,4.61852778244065e-13,1.59150470580016e-14,1.77635683940025e-15
11.4,604.065253419481,2.08506724618963,606.150320665671,-0.0555822262936219,524.671105292611,274.488892743562,50.0000000000009,-2.02615701994091e-14,5.1236792586451e-14,1.7377210781433e-12,0,0,1.7377210781433e-12,8.32667268468867e-17,1.02318153949454e-12,3.97903932025656e-13,7.8159700933611e-14,1.83186799063151e-15,4.94049245958195e-15,47.5000000000005,-1.6109336087311e-14,4,4.68958205601666e-13,1.6109336087311e-14,2.66453525910038e-15
11.5,603.874781491459,2.2755391742143,606.150320665673,-0.0555822262936218,524.671105292612,274.488892743562,50.000000000001,-1.84297022087776e-14,5.61772850460329e-14,7.64721619361808e-13,0,0,7.64721619361808e-13,7.27196081129478e-15,1.13686837721616e-13,1.13686837721616e-13,5.6843418860808e-14,5.77315972805081e-15,9.65894031423886e-15,48.0000000000005,-1.62980740014973e-14,4,4.76063632959267e-13,1.62980740014973e-14,3.5527136788005e-15
11.6,603.491435110039,2.65888555563482,606.150320665674,-0.0555822262936145,524.671105292612,274.488892743562,50.000000000001,-2.42028619368284e-14,6.58362253602718e-14,1.30562227695918e-13,0,0,1.30562227695918e-13,7.18869408444789e-15,5.6843418860808e-13,1.70530256582424e-13,2.8421709430404e-14,2.77555756156289e-15,1.29896093881143e-14,48.5000000000005,-1.65228941639839e-14,4.00000000000001,4.90274487674469e-13,1.65228941639839e-14,5.32907051820075e-15
11.7,603.236655746955,2.9136649187192,606.150320665674,-0.0555822262936073,524.671105292611,274.488892743562,50.0000000000011,-2.14273043752655e-14,7.88258347483861e-14,6.12399020383236e-13,0,0,6.12399020383236e-13,1.88737914186277e-15,1.13686837721616e-13,1.70530256582424e-13,3.5527136788005e-14,2.88657986402541e-15,5.55111512312578e-15,49.0000000000005,-1.67532654415936e-14,4.00000000000001,4.9737991503207e-13,1.67532654415936e-14,5.32907051820075e-15
11.8,602.975999557597,3.17432110807699,606.150320665674,-0.0555822262936092,524.671105292611,274.488892743562,50.0000000000011,-2.43138842392909e-14,8.43769498715119e-14,5.99520433297585e-13,0,0,5.99520433297585e-13,9.32587340685131e-15,2.27373675443232e-13,5.6843418860808e-13,9.9475983006414e-14,3.44169137633799e-15,3.77475828372553e-15,49.5000000000005,-1.69420033557799e-14,4.00000000000001,5.11590769747272e-13,1.69420033557799e-14,5.32907051820075e-15
