time,total_energy,energy_increment,external_power,dissipated_energy,power_balance
0.212,0.0366825232833809,-0.000115205689407177,-0,0.000113898272533956,-7.46744246299391e-18
0.213,0.0365673175939737,-0.00011455090911254,-0,0.00011520568940717,-7.94313616617193e-17
0.214,0.0364527666848612,-0.000112284160505752,-0,0.000114550909112461,-1.96240593219876e-16
0.215,0.0363404825243554,-0.000108570760970074,-0,0.000112284160505555,-1.9109063290057e-17
0.216,0.0362319117633853,-0.000103737525483635,-0,0.000108570760970055,9.25095503673257e-17
0.217,0.0361281742379017,-9.83406186860838e-05,-0,0.000103737525483728,-1.07552855510562e-16
0.218,0.0360298336192156,-9.26731218554092e-05,-0,9.83406186859763e-05,-8.10983225019157e-17
0.219,0.0359371604973602,-8.7298619227856e-05,-0,9.26731218553281e-05,7.8984128265569e-17
0.22,0.0358498618781323,-8.27063508481163e-05,-0,8.7298619227935e-05,-1.16497523433567e-16
0.221,0.0357671555272842,-7.91595849283164e-05,-0,8.27063508479998e-05,1.72794721239877e-17
0.222,0.0356879959423559,-7.71798699857745e-05,-0,7.91595849283337e-05,2.28604028068569e-16
0.223,0.0356108160723701,-7.69319451017214e-05,-0,7.71798699860031e-05,3.38677653630159e-17
0.224,0.0355338841272684,-7.85717343314493e-05,-0,7.69319451017553e-05,-1.150067454464e-16
0.225,0.035455312392937,-8.233385840202e-05,-0,7.85717343313343e-05,-8.22096297287134e-17
0.226,0.0353729785345349,-8.80582836451926e-05,-0,8.23338584019378e-05,-8.51776331758924e-17
0.227,0.0352849202508898,-9.57635648161023e-05,-0,8.80582836451075e-05,2.98291122705074e-17
0.228,0.0351891566860736,-0.00010530625453388,-0,9.57635648161321e-05,1.11266247951325e-16
0.229,0.0350838504315398,-0.000116300295157558,-0,0.000105306254533991,2.29918623202707e-16
0.23,0.0349675501363822,-0.000128575308130416,-0,0.000116300295157788,7.80625564189563e-18
0.231,0.0348389748282518,-0.000141655588438351,-0,0.000128575308130424,1.89735380184963e-18
0.232,0.0346973192398134,-0.000155068081151989,-0,0.000141655588438353,-9.54368962330365e-17
0.233,0.0345422511586615,-0.000168496637696164,-0,0.000155068081151894,-2.64274279543342e-17
0.234,0.0343737545209653,-0.000181320589394199,-0,0.000168496637696137,-6.1853733940298e-17
0.235,0.0341924339315711,-0.000193214059160784,-0,0.000181320589394137,-4.58075417875126e-17
0.236,0.0339992198724103,-0.000203842089917999,-0,0.000193214059160739,3.78657608740562e-17
0.237,0.0337953777824923,-0.000212783726134071,-0,0.000203842089918037,3.49655200626575e-17
0.238,0.0335825940563582,-0.000219992631848277,-0,0.000212783726134106,5.84656021512808e-17
0.239,0.03336260142451,-0.000225266260065263,-0,0.000219992631848336,-2.66713734431434e-17
0.24,0.0331373351644447,-0.000228547039724421,-0,0.000225266260065236,4.7867525915235e-17
0.241,0.0329087881247203,-0.000230022097321113,-0,0.000228547039724469,1.43114686768087e-17
0.242,0.0326787660273992,-0.000229676766240701,-0,0.000230022097321127,-4.80030511867957e-17
0.243,0.0324490892611585,-0.000227796471170182,-0,0.000229676766240653,-2.98155597433514e-19
0.244,0.0322212927899883,-0.000224692043732259,-0,0.000227796471170181,-2.47198095326695e-17
0.245,0.031996600746256,-0.000220550539567765,-0,0.000224692043732235,4.3530717225293e-17
0.246,0.0317760502066883,-0.000215895309793594,-0,0.000220550539567809,2.0491421059976e-17
0.247,0.0315601548968947,-0.000211037298099202,-0,0.000215895309793615,-2.38795528489932e-17
0.248,0.0313491175987955,-0.000206338845962419,-0,0.000211037298099178,1.98408997564847e-17
0.249,0.031142778752833,-0.000202312530943785,-0,0.000206338845962438,1.03541307472366e-17
0.25,0.0309404662218893,-0.000199148713063278,-0,0.000202312530943795,-4.06304764138943e-17
