time,total_energy,energy_increment,external_power,tip_velocity_B_1,tip_velocity_B_2,tip_velocity_B_3,tip_position_I_1,tip_position_I_2,tip_position_I_3,mid_constraint_1,mid_constraint_2,mid_constraint_3,mid_constraint_4,mid_constraint_5,mid_constraint_6,mid_constraint_norm,drift_K_1,drift_K_2,drift_K_3,Gamma_1,Gamma_2,Gamma_3
0.06,0.0918609815584026,1.11022302462516e-16,0,-1.13969680157253,-0.932001001587111,-0.0134999222118908,0.993000756668011,0.0803299277633726,0.0808070057372598,1.77635683940025e-15,1.66533453693773e-15,-3.88578058618805e-16,-5.20417042793042e-18,-2.77555756156289e-17,-1.38777878078145e-17,2.46592086182904e-15,5.06095458975604e-16,7.28120417761452e-16,5.58353913443719e-15,8.89783050541103e-16,7.67336747825994e-16,7.26581384922484e-15
0.061,0.0918609815584027,2.22044604925031e-16,0,-1.22538147220093,-1.00426247618268,-0.0364358895863273,0.992809277552239,0.0815043233868592,0.0817664213991188,1.77635683940025e-15,1.55431223447522e-15,-3.88578058618805e-16,-6.07153216591882e-18,-3.46944695195361e-17,-2.08166817117217e-17,2.39248760805964e-15,5.44837851928035e-16,7.21348869281991e-16,5.58278094048722e-15,7.50221776346693e-16,7.60324075147248e-16,6.46472580959185e-15
0.062,0.0918609815584029,2.77555756156289e-16,0,-1.32117665062771,-1.08988888517952,-0.0554677257418066,0.992588653345111,0.0827673648270089,0.0828036274660519,1.88737914186277e-15,1.55431223447522e-15,-3.33066907387547e-16,-6.93889390390723e-18,-2.77555756156289e-17,-2.08166817117217e-17,2.46784763845715e-15,5.1243932531288e-16,6.99150578733732e-16,5.58374284741836e-15,7.61369718600491e-16,8.31546171505696e-16,7.57223786633098e-15
0.063,0.0918609815584027,2.77555756156289e-16,0,-1.42446843050745,-1.19508142214562,-0.0705798041625672,0.992340455255327,0.084128870464663,0.0839343858022167,1.88737914186277e-15,1.4432899320127e-15,-2.77555756156289e-16,-6.07153216591882e-18,-2.77555756156289e-17,-2.08166817117217e-17,2.39239704490735e-15,5.13032579348957e-16,6.96297158337874e-16,5.58626583846986e-15,8.71090318219266e-16,8.37216171913781e-16,7.57630622813764e-15
0.064,0.0918609815584029,1.52655665885959e-16,0,-1.54082605129259,-1.31288786334293,-0.0815710534056536,0.992065942067842,0.0855989499806407,0.0851753549160825,1.88737914186277e-15,1.55431223447522e-15,-3.33066907387547e-16,-6.93889390390723e-18,-2.77555756156289e-17,-2.77555756156289e-17,2.46791592327997e-15,6.1603792135309e-16,7.53105155720015e-16,5.58308788827836e-15,7.66734039760587e-16,7.5851912193649e-16,7.26517765975852e-15
0.065,0.0918609815584031,2.4980018054066e-16,0,-1.66256411036095,-1.44784457873837,-0.088755835299745,0.991766006012261,0.0871865151255402,0.0865420204268967,1.99840144432528e-15,1.4432899320127e-15,-3.33066907387547e-16,-6.93889390390723e-18,-2.77555756156289e-17,-2.77555756156289e-17,2.48781362194426e-15,6.42131603703368e-16,7.31091408930202e-16,5.58538943388742e-15,7.57923298471216e-16,7.07267418402449e-16,6.91442585754369e-15
0.066,0.0918609815584028,1.2490009027033e-16,0,-1.79182674973443,-1.5946499644376,-0.0924789577900108,0.991440867780357,0.088899084886449,0.088047681578033,1.99840144432528e-15,1.55431223447522e-15,-3.33066907387547e-16,-6.93889390390723e-18,-2.77555756156289e-17,-2.08166817117217e-17,2.55375806884311e-15,5.96856841017966e-16,7.32789149171011e-16,5.58533757629525e-15,7.23263199869464e-16,7.4843819623972e-16,6.94216828925721e-15
0.067,0.0918609815584027,2.77555756156289e-17,0,-1.93073922900481,-1.75236681670382,-0.0932988962066412,0.991089621951294,0.0907440994858856,0.0897048355765857,1.99840144432528e-15,1.55431223447522e-15,-2.77555756156289e-16,-7.80625564189563e-18,-2.08166817117217e-17,-3.46944695195361e-17,2.5472004300361e-15,6.49862217404502e-16,7.50244589517501e-16,5.58708013881602e-15,7.82243444737421e-16,7.98060001750599e-16,7.49230905015709e-15
0.068,0.0918609815584027,1.11022302462516e-16,0,-2.07489114986685,-1.92710348400314,-0.0915693419612618,0.990709865729431,0.0927292575663976,0.0915267659987133,1.88737914186277e-15,1.55431223447522e-15,-2.77555756156289e-16,-7.80625564189563e-18,-2.77555756156289e-17,-3.46944695195361e-17,2.46112957013108e-15,6.41783216798542e-16,8.18561956098336e-16,5.58306717642376e-15,6.68488357957702e-16,7.95718244613338e-16,7.41489566213774e-15
0.069,0.0918609815584026,9.71445146547012e-17,0,-2.22653714005328,-2.11225116515627,-0.0877347733025713,0.990297665337849,0.0948612936754933,0.0935260761166859,1.88737914186277e-15,1.55431223447522e-15,-2.77555756156289e-16,-7.80625564189563e-18,-2.77555756156289e-17,-2.08166817117217e-17,2.46097305734863e-15,6.75963467165328e-16,7.54329639078735e-16,5.58407827106558e-15,7.34419825147524e-16,7.91739748125881e-16,7.04001997077147e-15
0.07,0.0918609815584027,0,0,-2.38001727461381,-2.29760017741766,-0.0822616762385963,0.98984802480102,0.09714290216585,0.0957092142623016,1.88737914186277e-15,1.55431223447522e-15,-1.66533453693773e-16,-6.93889390390723e-18,-3.46944695195361e-17,-2.08166817117217e-17,2.45102124170283e-15,6.73445928425847e-16,7.68075693998701e-16,5.58654392642657e-15,7.40473477189614e-16,8.22747816924694e-16,7.70955767678673e-15
0.071,0.0918609815584027,0,0,-2.52356865363211,-2.48175704980061,-0.0760404715829679,0.989355299320357,0.0995710091716804,0.098073466275765,1.88737914186277e-15,1.55431223447522e-15,-1.66533453693773e-16,-5.20417042793042e-18,-2.77555756156289e-17,-1.38777878078145e-17,2.45087943133464e-15,6.72963598498683e-16,8.08906318674092e-16,5.58585437351695e-15,7.32696865366375e-16,7.95744716933808e-16,7.56536754475947e-15
0.072,0.0918609815584027,6.93889390390723e-17,0,-2.66411770233678,-2.64895721385308,-0.0699111613221826,0.988813183035102,0.1021378802924,0.100609520638898,1.88737914186277e-15,1.55431223447522e-15,-1.11022302462516e-16,-6.93889390390723e-18,-1.38777878078145e-17,-1.38777878078145e-17,2.44762044305475e-15,7.38184278241954e-16,8.28062516329818e-16,5.58320167763001e-15,8.11726403677291e-16,8.75819347076682e-16,7.29945254587216e-15
0.073,0.0918609815584028,3.05311331771918e-16,0,-2.78833188955538,-2.8031595142413,-0.064860328507417,0.9882149902195,0.104831894912678,0.103302567666938,1.88737914186277e-15,1.55431223447522e-15,-1.11022302462516e-16,-6.93889390390723e-18,-2.77555756156289e-17,-1.38777878078145e-17,2.44773846892246e-15,6.85488553387984e-16,8.51529935975202e-16,5.58764977836189e-15,7.36675605094851e-16,8.86936224256268e-16,7.21682328314024e-15
0.074,0.0918609815584031,8.32667268468867e-17,0,-2.89575223165211,-2.93574806455448,-0.0615084136565009,0.987554397081149,0.107637560968068,0.106132140258506,1.77635683940025e-15,1.55431223447522e-15,-1.11022302462516e-16,-6.93889390390723e-18,-2.77555756156289e-17,-2.77555756156289e-17,2.3633122914612e-15,7.39632042076646e-16,7.60688977612534e-16,5.58764861300367e-15,8.11534067755193e-16,8.44224616059722e-16,6.76945914359115e-15
0.075,0.091860981558403,8.32667268468867e-17,0,-2.99030012490253,-3.04184102702835,-0.0604053140766336,0.986825848302601,0.110536816676297,0.109075094658852,1.88737914186277e-15,1.66533453693773e-15,-1.11022302462516e-16,-8.67361737988404e-18,-4.16333634234434e-17,-2.77555756156289e-17,2.52000873753773e-15,8.18572274038985e-16,8.37607250986392e-16,5.58955251655935e-15,9.42429141373268e-16,8.71825836744114e-16,7.20769066288774e-15
0.076,0.0918609815584031,1.11022302462516e-16,0,-3.06050469803822,-3.12976440778953,-0.0618021888149221,0.986024812903288,0.11351040729726,0.112107312795555,1.88737914186277e-15,1.66533453693773e-15,-5.55111512312578e-17,-6.93889390390723e-18,-2.77555756156289e-17,-1.38777878078145e-17,2.51786253520483e-15,8.54618660761203e-16,8.61967444794673e-16,5.58941379860292e-15,7.60317643577682e-16,8.87270359703834e-16,6.59952650834518e-15
0.077,0.091860981558403,2.77555756156289e-17,0,-3.11288532871899,-3.18927311798491,-0.0660332630922291,0.985148402204684,0.116537201793215,0.115203082778616,1.88737914186277e-15,1.77635683940025e-15,0,-1.04083408558608e-17,-4.16333634234434e-17,-2.77555756156289e-17,2.59234559588604e-15,9.58902262145029e-16,8.32357938106913e-16,5.59064789444249e-15,7.91405204700934e-16,7.62477571059416e-16,6.2359311007348e-15
0.078,0.091860981558403,2.4980018054066e-16,0,-3.14544389320425,-3.22314400710933,-0.0728890234509074,0.984195689663688,0.119594691755402,0.118336646383917,1.88737914186277e-15,1.66533453693773e-15,-5.55111512312578e-17,-1.04083408558608e-17,-5.55111512312578e-17,-1.38777878078145e-17,2.51833338687158e-15,9.35091486608409e-16,9.392464751994e-16,5.59340018778599e-15,9.09850887228406e-16,8.22719127285382e-16,7.04062179644784e-15
0.079,0.0918609815584027,4.9960036108132e-16,0,-3.14844464421703,-3.23701736631815,-0.0818955598320662,0.98316833992749,0.122659325743148,0.121482114592194,1.99840144432528e-15,1.77635683940025e-15,-5.55111512312578e-17,-1.21430643318376e-17,-6.93889390390723e-17,-2.77555756156289e-17,2.67541886296829e-15,9.52126358335981e-16,8.76615909716835e-16,5.59032685834124e-15,8.2065668157265e-16,8.30833399088019e-16,6.6978983086173e-15
0.08,0.0918609815584032,1.38777878078145e-16,0,-3.13490645430904,-3.21986750132497,-0.0920710552205624,0.982071094932784,0.125706808245952,0.12461390085362,1.88737914186277e-15,1.77635683940025e-15,-5.55111512312578e-17,-1.38777878078145e-17,-6.93889390390723e-17,-2.77555756156289e-17,2.59355025472167e-15,9.9187086043045e-16,9.51235131720303e-16,5.59286839069734e-15,6.73993231901688e-16,8.12111054662551e-16,6.24580628978776e-15
0.081,0.0918609815584031,2.77555756156289e-17,0,-3.09371159547727,-3.18435215555018,-0.102672161903511,0.980911497686135,0.128713415651937,0.127708445110793,1.77635683940025e-15,1.77635683940025e-15,-5.55111512312578e-17,-1.38777878078145e-17,-6.93889390390723e-17,-1.38777878078145e-17,2.51379568392679e-15,1.04021829258343e-15,9.89165439718684e-16,5.58442884984302e-15,9.0775124568943e-16,8.88660356573702e-16,6.77577216162709e-15
0.082,0.0918609815584031,2.08166817117217e-16,0,-3.03122802621062,-3.13077552997011,-0.11248970166898,0.979699345125171,0.131657393472281,0.13074537009329,1.88737914186277e-15,1.77635683940025e-15,0,-1.21430643318376e-17,-6.93889390390723e-17,0,2.59279885932076e-15,1.04689531014539e-15,9.87980322802458e-16,5.59264803552614e-15,6.93707762756041e-16,7.83373636887962e-16,5.76013460866372e-15
0.083,0.0918609815584033,6.93889390390723e-17,0,-2.95388413464905,-3.05706947307079,-0.120513434353168,0.97844618336496,0.134519384687259,0.13370826401953,1.77635683940025e-15,1.77635683940025e-15,0,-1.38777878078145e-17,-8.32667268468867e-17,0,2.51356583016286e-15,1.0641596941395e-15,1.0521038456649e-15,5.61100772526816e-15,6.01221378516432e-16,7.21785820354783e-16,5.54757515851117e-15
0.084,0.0918609815584034,4.57966997657877e-16,0,-2.85095132723256,-2.97015432737282,-0.12576620725573,0.977165797253896,0.137280897822763,0.136581369576454,1.77635683940025e-15,1.77635683940025e-15,0,-1.38777878078145e-17,-8.32667268468867e-17,1.38777878078145e-17,2.51360414058315e-15,1.01150287234056e-15,1.10192932604502e-15,5.5889500755485e-15,5.39518697589733e-16,6.572463259009e-16,5.43463809789989e-15
0.085,0.0918609815584029,2.77555756156289e-17,0,-2.73162416245164,-2.86287932644108,-0.127812555147021,0.975874120972649,0.139924329634539,0.139348401125581,1.88737914186277e-15,1.77635683940025e-15,0,-1.21430643318376e-17,-5.55111512312578e-17,0,2.59246457795378e-15,1.1215775659864e-15,1.10212126082671e-15,5.59176548786889e-15,7.18462487223776e-16,7.43899103954489e-16,5.74701294606908e-15
0.086,0.091860981558403,4.30211422042248e-16,0,-2.59958293095554,-2.73916317367986,-0.125999705093468,0.974587782816186,0.142435231316977,0.141995541923391,1.88737914186277e-15,1.77635683940025e-15,0,-1.04083408558608e-17,-5.55111512312578e-17,-1.38777878078145e-17,2.59249417752239e-15,1.00079340413604e-15,1.14935036833758e-15,5.57766723509327e-15,6.19528414605768e-16,6.78199233586418e-16,5.11373413318388e-15
0.087,0.0918609815584025,6.93889390390723e-16,0,-2.45107793293366,-2.61279843777483,-0.119928633398679,0.973322629788024,0.144803527029318,0.144514168508192,1.88737914186277e-15,1.66533453693773e-15,0,-1.21430643318376e-17,-4.16333634234434e-17,-1.38777878078145e-17,2.51746152483251e-15,1.15288740864348e-15,1.20876412658771e-15,5.6071163121093e-15,7.28900791042122e-16,8.99397767107974e-16,5.88418203051333e-15
0.088,0.0918609815584032,1.38777878078145e-16,0,-2.30220602403722,-2.47554535429363,-0.108954333983443,0.972093121867401,0.14702332548657,0.146900562338127,1.88737914186277e-15,1.66533453693773e-15,1.11022302462516e-16,-8.67361737988404e-18,-2.77555756156289e-17,-1.38777878078145e-17,2.5197030168873e-15,1.19869592731928e-15,1.16705111273484e-15,5.60930095171341e-15,6.58260275164769e-16,7.5680927631405e-16,5.40571455593048e-15
0.089,0.0918609815584034,6.93889390390723e-17,0,-2.14354248844629,-2.33548643382405,-0.0929277655739976,0.970913087341184,0.149091267473858,0.149151988120785,1.88737914186277e-15,1.66533453693773e-15,0,-8.67361737988404e-18,-2.77555756156289e-17,1.38777878078145e-17,2.51725591501279e-15,1.14525143310245e-15,1.31265374325947e-15,5.59730111010857e-15,7.52884477772299e-16,7.32268188859607e-16,5.77596129390195e-15
0.09,0.0918609815584033,1.52655665885959e-16,0,-1.9796674271142,-2.1901113711924,-0.0718141014395046,0.969795960722766,0.15100483378438,0.151265657449462,1.88737914186277e-15,1.66533453693773e-15,0,-6.93889390390723e-18,-1.38777878078145e-17,-1.38777878078145e-17,2.51713576894329e-15,1.09414129881289e-15,1.15202161905883e-15,5.60850139439429e-15,6.29478929890676e-16,6.10716330503443e-16,5.38236362794942e-15
0.091,0.0918609815584031,4.16333634234434e-17,0,-1.8141326259996,-2.03413248660934,-0.0461601544472653,0.968754618017063,0.152762193619526,0.153238000598147,1.77635683940025e-15,1.66533453693773e-15,0,-8.67361737988404e-18,-2.77555756156289e-17,0,2.43508282085392e-15,1.13945578113125e-15,1.15079570528437e-15,5.62796479391761e-15,6.95485262648393e-16,7.59796289043448e-16,5.97557625178669e-15
0.092,0.0918609815584031,1.38777878078145e-16,0,-1.63815104355597,-1.86938912246551,-0.0165323952943834,0.967802156308666,0.154360596923102,0.155062289671431,1.88737914186277e-15,1.66533453693773e-15,0,-8.67361737988404e-18,0,0,2.5170646349855e-15,1.13413478066665e-15,1.12293620287345e-15,5.6288999819577e-15,6.13110183738827e-16,7.1426834274392e-16,5.93729326630294e-15
0.093,0.091860981558403,5.55111512312578e-17,0,-1.45581785308516,-1.6885771206848,0.0160314510591986,0.966952048320655,0.155795682766858,0.156728414206,1.88737914186277e-15,1.66533453693773e-15,0,-8.67361737988404e-18,0,0,2.5170646349855e-15,1.20283639197759e-15,1.35305376994978e-15,5.59191039854514e-15,5.78061012994168e-16,6.70496570880402e-16,5.45359981527644e-15
0.094,0.0918609815584029,2.77555756156289e-17,0,-1.2681682904401,-1.49308970821907,0.0507373729717392,0.966216963097868,0.157063132784773,0.158225174446417,1.88737914186277e-15,1.66533453693773e-15,-5.55111512312578e-17,-6.93889390390723e-18,-1.38777878078145e-17,0,2.51770954921538e-15,1.24675364608346e-15,1.39164582859606e-15,5.60380308219904e-15,5.75824989630823e-16,6.83648096695774e-16,5.69442686208709e-15
0.095,0.0918609815584029,9.71445146547012e-17,0,-1.07053472287968,-1.28548185032071,0.0863727878507788,0.965608278075855,0.158158770624521,0.159541026123299,1.88737914186277e-15,1.66533453693773e-15,-5.55111512312578e-17,-1.04083408558608e-17,-2.77555756156289e-17,-1.38777878078145e-17,2.51787448684378e-15,1.28500757972185e-15,1.43494796088119e-15,5.61467771680955e-15,6.07235339352539e-16,6.81794465142786e-16,5.51861535138881e-15
0.096,0.091860981558403,1.80411241501588e-16,0,-0.871457555912176,-1.06325404358329,0.1220030208555,0.965135501377168,0.159078924127021,0.16066475086415,1.88737914186277e-15,1.55431223447522e-15,-5.55111512312578e-17,-6.93889390390723e-18,-2.77555756156289e-17,-1.38777878078145e-17,2.44584937159053e-15,1.22591867277048e-15,1.42316476105898e-15,5.62044174675337e-15,6.62598837049843e-16,6.1883908450127e-16,5.92709903153125e-15
0.097,0.0918609815584028,2.77555756156289e-17,0,-0.667071672168708,-0.834061330870709,0.156443762103739,0.964805279173798,0.159820941213638,0.161587550076429,1.77635683940025e-15,1.55431223447522e-15,0,-1.04083408558608e-17,-2.77555756156289e-17,-1.38777878078145e-17,2.36059345115904e-15,1.31920092944304e-15,1.28194884295589e-15,5.6577672037328e-15,7.54996418618107e-16,7.90618779695257e-16,5.75203752600913e-15
0.098,0.0918609815584028,2.77555756156289e-17,0,-0.460284547456962,-0.595603908348587,0.188891202609695,0.964621900481878,0.160382449274719,0.162301454212571,1.88737914186277e-15,1.55431223447522e-15,-1.11022302462516e-16,-6.93889390390723e-18,-2.77555756156289e-17,-1.38777878078145e-17,2.44773846892246e-15,1.46109247359777e-15,1.35871998671248e-15,5.64018290898838e-15,6.664488365429e-16,7.6810627159648e-16,5.66655754447105e-15
0.099,0.0918609815584028,1.38777878078145e-17,0,-0.251189883378953,-0.351218494105534,0.218305744275768,0.964587408603619,0.160760819817997,0.162799193138433,1.88737914186277e-15,1.55431223447522e-15,-1.11022302462516e-16,-6.93889390390723e-18,-1.38777878078145e-17,-2.77555756156289e-17,2.44773846892246e-15,1.35355059422909e-15,1.54605739581496e-15,5.63353788000208e-15,6.2369555251473e-16,7.25705587396158e-16,6.03126806050008e-15
0.1,0.0918609815584029,4.16333634234434e-17,0,-0.0435030395384446,-0.105733767381985,0.244114471569793,0.964700432939184,0.160954726388125,0.163076559605736,1.88737914186277e-15,1.55431223447522e-15,-1.11022302462516e-16,-3.46944695195361e-18,-2.77555756156289e-17,-1.38777878078145e-17,2.44773109247246e-15,1.3125966801318e-15,1.43439054568779e-15,5.6323235754422e-15,6.25108550818625e-16,7.58178478371835e-16,6.28815414109939e-15
0.101,0.0918609815584028,1.2490009027033e-16,-0,0.15936821749557,0.131779269751704,0.265665736601985,0.964955056343532,0.16096582514328,0.1631350135157,1.88737914186277e-15,1.55431223447522e-15,-1.11022302462516e-16,-6.93889390390723e-18,-2.77555756156289e-17,-2.77555756156289e-17,2.44785648909943e-15,1.32333747065193e-15,1.57717516792173e-15,5.62097145474739e-15,5.70569157753414e-16,6.50008201227453e-16,5.88621097986866e-15
0.102,0.0918609815584029,5.55111512312578e-17,-0,0.353831108859813,0.358313325300023,0.282770547125748,0.965341346401148,0.1607981839992,0.162981407785927,1.88737914186277e-15,1.55431223447522e-15,-1.11022302462516e-16,-3.46944695195361e-18,-4.16333634234434e-17,-1.38777878078145e-17,2.44792779019901e-15,1.35499900589793e-15,1.54397525211678e-15,5.62622573510763e-15,5.91901783865199e-16,6.40108004374596e-16,5.60477101556445e-15
0.103,0.0918609815584029,1.52655665885959e-16,-0,0.540131913675194,0.572405456958996,0.294980852128166,0.965847084662786,0.160456863286926,0.162624579389532,1.88737914186277e-15,1.55431223447522e-15,-5.55111512312578e-17,-3.46944695195361e-18,-4.16333634234434e-17,1.38777878078145e-17,2.44603883908158e-15,1.28945251032697e-15,1.32264339530439e-15,5.63645652535526e-15,6.99738000887377e-16,6.55622925615684e-16,5.46827105368381e-15
0.104,0.0918609815584027,5.55111512312578e-17,-0,0.717402931008257,0.774776779829134,0.302360333060588,0.966458917081042,0.159947403523021,0.162073099099472,1.88737914186277e-15,1.55431223447522e-15,-5.55111512312578e-17,-3.46944695195361e-18,-4.16333634234434e-17,0,2.44599947042126e-15,1.33729348271195e-15,1.24074876364728e-15,5.6499766867073e-15,7.47668962577247e-16,6.76533815562837e-16,5.39958312002989e-15
0.105,0.0918609815584028,1.38777878078145e-17,-0,0.882697550572295,0.960076128474741,0.304786038047919,0.967161770509039,0.159277047458681,0.161337583812607,1.77635683940025e-15,1.55431223447522e-15,-1.11022302462516e-16,0,-4.16333634234434e-17,1.38777878078145e-17,2.36338359660717e-15,1.36579403604399e-15,1.36464165420442e-15,5.60809371984365e-15,9.03987460278829e-16,7.37211046464467e-16,5.36681167028432e-15
0.106,0.0918609815584028,1.94289029309402e-16,-0,1.031207935013,1.12772576620938,0.302629452456566,0.967938604770043,0.158455902904941,0.160432250882225,1.88737914186277e-15,1.55431223447522e-15,-1.11022302462516e-16,0,-4.16333634234434e-17,1.38777878078145e-17,2.44792533157497e-15,1.36016302756017e-15,1.2387058360544e-15,5.64126055432823e-15,7.79567147205575e-16,7.41859519361597e-16,5.73023252650771e-15
0.107,0.0918609815584026,2.77555756156289e-17,-0,1.16412061795129,1.27012653695206,0.296135446051999,0.968771156010099,0.157497239763315,0.159374256613315,1.77635683940025e-15,1.55431223447522e-15,-1.66533453693773e-16,0,-4.16333634234434e-17,1.38777878078145e-17,2.36664096648963e-15,1.2955004728275e-15,1.25826875732104e-15,5.6378997050214e-15,9.72678804839303e-16,8.02748325844533e-16,5.42200747353824e-15
0.108,0.0918609815584026,1.38777878078145e-16,-0,1.27180743697863,1.38924360309516,0.286090200386666,0.969640325326379,0.156417899409471,0.15818455361515,1.77635683940025e-15,1.55431223447522e-15,-1.11022302462516e-16,0,-4.16333634234434e-17,1.38777878078145e-17,2.36338359660717e-15,1.25674566189796e-15,1.34531244766711e-15,5.64453347512719e-15,8.35440016465259e-16,8.52744190482541e-16,5.63916526356023e-15
0.109,0.0918609815584024,2.22044604925031e-16,-0,1.35660948600257,1.47766606436508,0.272812930196721,0.970526858177941,0.155238231771139,0.156887619285592,1.77635683940025e-15,1.55431223447522e-15,-1.11022302462516e-16,3.46944695195361e-18,-4.16333634234434e-17,4.16333634234434e-17,2.3637120818174e-15,1.28211157104774e-15,1.3043784783352e-15,5.62488237397042e-15,9.50083932549693e-16,7.22108209500593e-16,4.56484300127531e-15
0.11,0.0918609815584022,6.93889390390723e-17,-0,1.41554531536751,1.53574159799081,0.256847587887829,0.971412233613653,0.153981145865908,0.155510331607762,1.88737914186277e-15,1.55431223447522e-15,-1.11022302462516e-16,3.46944695195361e-18,-4.16333634234434e-17,1.38777878078145e-17,2.44792779019901e-15,1.28431557816969e-15,1.24813885742486e-15,5.6451756114686e-15,1.03515408263014e-15,7.31172183472483e-16,4.35771376431015e-15
0.111,0.0918609815584023,6.93889390390723e-17,-0,1.44783920937295,1.5708916150557,0.238387262370538,0.97228023469284,0.152669949997522,0.154078280281963,1.88737914186277e-15,1.66533453693773e-15,-1.11022302462516e-16,0,-2.77555756156289e-17,1.38777878078145e-17,2.51968808817134e-15,1.35529722686388e-15,1.16867722917031e-15,5.63785777428366e-15,8.22086100432939e-16,7.66862075150382e-16,4.83210143454927e-15
0.112,0.0918609815584024,2.22044604925031e-16,-0,1.46051347220676,1.58013726802641,0.218135419757589,0.973117670750292,0.151326597156603,0.152614486116467,1.88737914186277e-15,1.55431223447522e-15,-1.66533453693773e-16,6.93889390390723e-18,-4.16333634234434e-17,1.38777878078145e-17,2.45108017346846e-15,1.38453507422099e-15,1.18171259107406e-15,5.63448144363918e-15,1.00749657077686e-15,8.06822201140829e-16,4.86831530363732e-15
0.113,0.0918609815584026,5.55111512312578e-17,-0,1.45163911311318,1.57223338089611,0.196639600543992,0.973914387637896,0.149971749372515,0.151139087757897,1.88737914186277e-15,1.55431223447522e-15,-1.11022302462516e-16,6.93889390390723e-18,-4.16333634234434e-17,2.77555756156289e-17,2.44805317675053e-15,1.37307129244994e-15,1.40917506147737e-15,5.62868496687729e-15,1.12338079206e-15,9.42403995416684e-16,4.95676038219893e-15
0.114,0.0918609815584026,5.55111512312578e-17,-0,1.42448884696431,1.55155892937979,0.174732637813697,0.974663470633782,0.148623860795571,0.149668107352738,1.88737914186277e-15,1.55431223447522e-15,-5.55111512312578e-17,0,-5.55111512312578e-17,1.38777878078145e-17,2.44631194171848e-15,1.41411400230944e-15,1.49385037575699e-15,5.63812295477768e-15,9.87297334589888e-16,9.38100941021469e-16,5.08093843168211e-15
0.115,0.0918609815584026,1.38777878078145e-16,-0,1.38377619928505,1.51305222874279,0.152888425032416,0.975360182192724,0.147299999690075,0.148216181502471,1.99840144432528e-15,1.66533453693773e-15,-5.55111512312578e-17,0,-5.55111512312578e-17,0,2.60252001498952e-15,1.49850181177194e-15,1.47747761577194e-15,5.64536281580621e-15,1.03683255415348e-15,1.00697858830355e-15,5.1873975346968e-15
0.116,0.0918609815584027,9.71445146547012e-17,-0,1.32450307658572,1.46534856654088,0.13181379034414,0.976001441103678,0.146016527604361,0.146797397433137,1.99840144432528e-15,1.66533453693773e-15,-5.55111512312578e-17,0,-6.93889390390723e-17,1.38777878078145e-17,2.60289000120355e-15,1.47357533053528e-15,1.43700556854537e-15,5.64264465209503e-15,1.05730648745903e-15,8.29729318519637e-16,4.90897197345339e-15
0.117,0.0918609815584028,9.71445146547012e-17,-0,1.25730430796242,1.4088187631324,0.111731747426093,0.976586507792928,0.144786604822027,0.14542216071451,1.99840144432528e-15,1.66533453693773e-15,-5.55111512312578e-17,0,-6.93889390390723e-17,0,2.6028530049488e-15,1.48262607504743e-15,1.42953399662485e-15,5.64417878709153e-15,1.13190972665178e-15,1.03931256063232e-15,5.73050140003106e-15
0.118,0.0918609815584027,6.93889390390723e-17,-0,1.18245474481197,1.34770212593815,0.0930172846249444,0.977116510311029,0.143619941327722,0.14409700834411,1.99840144432528e-15,1.66533453693773e-15,-5.55111512312578e-17,0,-5.55111512312578e-17,1.38777878078145e-17,2.60255701597784e-15,1.46962169135298e-15,1.4993711417306e-15,5.63670422955786e-15,1.24162370784968e-15,1.01158663350209e-15,5.51596240573026e-15
0.119,0.0918609815584027,6.93889390390723e-17,-0,1.09906318929967,1.28257714261258,0.0756326952028316,0.97759318616434,0.142524662900596,0.142827722560726,1.99840144432528e-15,1.55431223447522e-15,0,0,-6.93889390390723e-17,2.77555756156289e-17,2.53280083144322e-15,1.53383868249113e-15,1.54604562985831e-15,5.62462026955935e-15,1.2243510669541e-15,9.22781583467351e-16,5.96641590237187e-15
0.12,0.0918609815584026,2.77555756156289e-17,-0,1.00961320287949,1.20621298512443,0.0597979290385901,0.978017978728018,0.141508793856894,0.141622650039625,1.99840144432528e-15,1.66533453693773e-15,0,0,-6.93889390390723e-17,2.77555756156289e-17,2.60240900886807e-15,1.44212561060038e-15,1.41515038248376e-15,5.64023266217652e-15,9.94748964387155e-16,8.20042245896252e-16,5.50834555160207e-15
0.121,0.0918609815584026,8.32667268468867e-17,-0,0.912962874843905,1.11852388070276,0.0453901636175585,0.978391992879372,0.140580312925349,0.140493084298948,1.99840144432528e-15,1.66533453693773e-15,0,3.46944695195361e-18,-6.93889390390723e-17,4.16333634234434e-17,2.60259632895155e-15,1.44856023340879e-15,1.47985337711565e-15,5.63772894789906e-15,1.19211353409259e-15,7.45955803984704e-16,5.28195240175387e-15
0.122,0.0918609815584025,6.93889390390723e-17,-0,0.808718090681873,1.02122290882079,0.0325850573436323,0.978716488928115,0.139746275308552,0.139450850529046,1.99840144432528e-15,1.66533453693773e-15,0,3.46944695195361e-18,-5.55111512312578e-17,4.16333634234434e-17,2.60226330614758e-15,1.4784115466418e-15,1.42312565590629e-15,5.64383305148362e-15,1.23167810042621e-15,7.01562688002841e-16,4.48439406244743e-15
